url,filename,bytes,status
https://sites.pitt.edu/~jdnorton/teaching/Phil_Sci_Core/Phil_Sci_Core_2022/handouts/Popper_CJ_JDN.pdf,Popper-Science-Conjectures-and-Refutations-essay.pdf,2438218,ok
https://errorstatistics.com/wp-content/uploads/2014/02/popper_crrot.pdf,Popper-Science-Conjectures-Refutations-excerpt-1962.pdf,7528325,ok
https://www.stephenjaygould.org/ctrl/popper_falsification.html,Popper-Science-as-Falsification-1963.html,26783,ok
http://www.rosenfels.org/Popper.pdf,Popper-Open-Society-Excerpt-rosenfels.pdf,2289965,ok
https://arxiv.org/pdf/quant-ph/9906015.pdf,Deutsch-Quantum-Theory-Probability-Decisions-1999.pdf,201326,ok
https://export.arxiv.org/pdf/quant-ph/0104033v1.pdf,Deutsch-Structure-of-the-Multiverse-2001.pdf,430855,ok
https://export.arxiv.org/pdf/1210.7439v2.pdf,Deutsch-Constructor-Theory-2012.pdf,1719413,ok
https://www.daviddeutsch.org.uk/wp-content/PPQT.pdf,Deutsch-Physics-Philosophy-Quantum-Technology.pdf,187598,ok
