insider,title,transaction_date,filing_date,shares,price,value_usd,acquired_disposed,transaction_code,shares_owned_after,is_10b5_1,is_director,is_officer,accession,source_path
Dryden Edward C.,"President, CST",2026-07-01,2026-07-02,6894,0.0,0.0,A,M,11505,False,False,True,0001225208-26-006424,https://www.sec.gov/Archives/edgar/data/1783180/000122520826006424/0001225208-26-006424.txt
Dryden Edward C.,"President, CST",2026-07-01,2026-07-02,2147,72.07,154734.29,D,F,9358,False,False,True,0001225208-26-006424,https://www.sec.gov/Archives/edgar/data/1783180/000122520826006424/0001225208-26-006424.txt
Viessmann Maximilian,,2026-05-20,2026-05-20,12094823,62.01,749999974.23,D,S,37979286,False,True,False,0000950142-26-001463,https://www.sec.gov/Archives/edgar/data/1783180/000095014226001463/0000950142-26-001463.txt
Pandya Gaurang,"President, CSA",2026-05-01,2026-05-01,50616,0.0,0.0,A,M,71436,False,False,True,0001225208-26-004769,https://www.sec.gov/Archives/edgar/data/1783180/000122520826004769/0001225208-26-004769.txt
Pandya Gaurang,"President, CSA",2026-05-01,2026-05-01,21546,67.62,1456940.52,D,F,49890,False,False,True,0001225208-26-004769,https://www.sec.gov/Archives/edgar/data/1783180/000122520826004769/0001225208-26-004769.txt
Gierges Michael Lotfy,"President, CSAME",2026-04-01,2026-04-02,5320,0.0,0.0,A,M,5320,False,False,True,0001225208-26-004251,https://www.sec.gov/Archives/edgar/data/1783180/000122520826004251/0001225208-26-004251.txt
Gierges Michael Lotfy,"President, CSAME",2026-04-01,2026-04-02,1296,56.9,73742.4,D,F,4024,False,False,True,0001225208-26-004251,https://www.sec.gov/Archives/edgar/data/1783180/000122520826004251/0001225208-26-004251.txt
Heim Thomas,"President, CSE",2026-02-09,2026-02-11,50,0.0,0.0,A,M,13847,False,False,True,0001225208-26-001717,https://www.sec.gov/Archives/edgar/data/1783180/000122520826001717/0001225208-26-001717.txt
Villeneuve Nadia,"SVP, Chief People/Comm Ofcr",2026-02-01,2026-02-03,15194,0.0,0.0,A,A,116331,False,False,True,0001225208-26-001263,https://www.sec.gov/Archives/edgar/data/1783180/000122520826001263/0001225208-26-001263.txt
Villeneuve Nadia,"SVP, Chief People/Comm Ofcr",2026-02-01,2026-02-03,3809,59.58,226940.22,D,F,112522,False,False,True,0001225208-26-001263,https://www.sec.gov/Archives/edgar/data/1783180/000122520826001263/0001225208-26-001263.txt
Pandya Gaurang,"President, CSA",2026-02-01,2026-02-03,5705,0.0,0.0,A,A,22555,False,False,True,0001225208-26-001261,https://www.sec.gov/Archives/edgar/data/1783180/000122520826001261/0001225208-26-001261.txt
Pandya Gaurang,"President, CSA",2026-02-01,2026-02-03,1735,59.58,103371.3,D,F,20820,False,False,True,0001225208-26-001261,https://www.sec.gov/Archives/edgar/data/1783180/000122520826001261/0001225208-26-001261.txt
Heim Thomas,"President, CSE",2026-02-01,2026-02-03,13797,0.0,0.0,A,M,13797,False,False,True,0001225208-26-001266,https://www.sec.gov/Archives/edgar/data/1783180/000122520826001266/0001225208-26-001266.txt
Goris Patrick P.,"EVP, Chief Finance/Strat Ofcr",2026-02-01,2026-02-03,40750,0.0,0.0,A,A,144781,False,False,True,0001225208-26-001260,https://www.sec.gov/Archives/edgar/data/1783180/000122520826001260/0001225208-26-001260.txt
Goris Patrick P.,"EVP, Chief Finance/Strat Ofcr",2026-02-01,2026-02-03,16124,59.58,960667.92,D,F,128657,False,False,True,0001225208-26-001260,https://www.sec.gov/Archives/edgar/data/1783180/000122520826001260/0001225208-26-001260.txt
Gitlin David L.,Chairman and CEO,2026-02-01,2026-02-03,90872,0.0,0.0,A,A,625346,False,True,True,0001225208-26-001259,https://www.sec.gov/Archives/edgar/data/1783180/000122520826001259/0001225208-26-001259.txt
Gitlin David L.,Chairman and CEO,2026-02-01,2026-02-03,35797,59.58,2132785.26,D,F,589549,False,True,True,0001225208-26-001259,https://www.sec.gov/Archives/edgar/data/1783180/000122520826001259/0001225208-26-001259.txt
Campbell Francesca,Senior VP & CLO,2026-02-01,2026-02-03,1958,0.0,0.0,A,A,7521,False,False,True,0001225208-26-001264,https://www.sec.gov/Archives/edgar/data/1783180/000122520826001264/0001225208-26-001264.txt
Campbell Francesca,Senior VP & CLO,2026-02-01,2026-02-03,581,59.58,34615.98,D,F,6940,False,False,True,0001225208-26-001264,https://www.sec.gov/Archives/edgar/data/1783180/000122520826001264/0001225208-26-001264.txt
Agrawal Ajay,"SVP, Services & Chief BD Ofcr",2026-02-01,2026-02-03,5705,0.0,0.0,A,A,117159,False,False,True,0001225208-26-001262,https://www.sec.gov/Archives/edgar/data/1783180/000122520826001262/0001225208-26-001262.txt
Agrawal Ajay,"SVP, Services & Chief BD Ofcr",2026-02-01,2026-02-03,1502,59.58,89489.16,D,F,115657,False,False,True,0001225208-26-001262,https://www.sec.gov/Archives/edgar/data/1783180/000122520826001262/0001225208-26-001262.txt
Gitlin David L.,Chairman and CEO,2025-11-25,2025-11-25,19300,52.6203,1015571.79,A,P,534474,False,True,True,0000950142-25-003064,https://www.sec.gov/Archives/edgar/data/1783180/000095014225003064/0000950142-25-003064.txt
Pandya Gaurang,"President, CSA",2025-08-08,2025-08-12,66,0.0,0.0,A,M,16879,False,False,True,0001225208-25-007207,https://www.sec.gov/Archives/edgar/data/1783180/000122520825007207/0001225208-25-007207.txt
Pandya Gaurang,"President, CSA",2025-08-08,2025-08-12,29,66.03,1914.87,D,F,16850,False,False,True,0001225208-25-007207,https://www.sec.gov/Archives/edgar/data/1783180/000122520825007207/0001225208-25-007207.txt
Pandya Gaurang,"President, CSA",2025-08-01,2025-08-05,19190,0.0,0.0,A,M,25180,False,False,True,0001225208-25-007043,https://www.sec.gov/Archives/edgar/data/1783180/000122520825007043/0001225208-25-007043.txt
Pandya Gaurang,"President, CSA",2025-08-01,2025-08-05,8367,66.92,559919.64,D,F,16813,False,False,True,0001225208-25-007043,https://www.sec.gov/Archives/edgar/data/1783180/000122520825007043/0001225208-25-007043.txt
