insider,title,transaction_date,filing_date,shares,price,value_usd,acquired_disposed,transaction_code,shares_owned_after,is_10b5_1,is_director,is_officer,accession,source_path
Thompson Tony,Senior Vice President,2026-08-24,2026-08-26,3074,203.9614,626977.34,D,S,10142,False,False,False,0001193125-26-368742,https://www.sec.gov/Archives/edgar/data/918646/000119312526368742/0001193125-26-368742.txt
Gregorio Mauro,,2026-08-05,2026-08-07,1173,0.0,0.0,D,G,1273,False,False,False,0001193125-26-340220,https://www.sec.gov/Archives/edgar/data/918646/000119312526340220/0001193125-26-340220.txt
Carter Margot Lebenberg,,2026-08-03,2026-08-03,561,212.35,119128.35,D,S,6757,False,False,False,0001193125-26-330593,https://www.sec.gov/Archives/edgar/data/918646/000119312526330593/0001193125-26-330593.txt
Carter Margot Lebenberg,,2026-07-31,2026-08-03,478,204.0,97512.0,D,S,11494,False,False,False,0001193125-26-330593,https://www.sec.gov/Archives/edgar/data/918646/000119312526330593/0001193125-26-330593.txt
Carter Margot Lebenberg,,2026-07-31,2026-08-03,2517,203.5719,512390.47,D,S,8977,False,False,False,0001193125-26-330593,https://www.sec.gov/Archives/edgar/data/918646/000119312526330593/0001193125-26-330593.txt
Carter Margot Lebenberg,,2026-07-31,2026-08-03,1659,204.561,339366.7,D,S,7318,False,False,False,0001193125-26-330593,https://www.sec.gov/Archives/edgar/data/918646/000119312526330593/0001193125-26-330593.txt
Rush David E,,2026-07-30,2026-08-03,1273,0.0,0.0,A,A,5446,False,False,False,0001193125-26-330633,https://www.sec.gov/Archives/edgar/data/918646/000119312526330633/0001193125-26-330633.txt
RICCIARDELLO MARY P,,2026-07-30,2026-08-03,955,0.0,0.0,A,A,10932,False,False,False,0001193125-26-330628,https://www.sec.gov/Archives/edgar/data/918646/000119312526330628/0001193125-26-330628.txt
NICOLAIS MICHAEL R,,2026-07-30,2026-08-03,1549,0.0,0.0,A,A,54411,False,False,False,0001193125-26-330622,https://www.sec.gov/Archives/edgar/data/918646/000119312526330622/0001193125-26-330622.txt
Gregorio Mauro,,2026-07-30,2026-08-03,1273,0.0,0.0,A,A,2446,False,False,False,0001193125-26-330618,https://www.sec.gov/Archives/edgar/data/918646/000119312526330618/0001193125-26-330618.txt
ELLEN MARTIN M,,2026-07-30,2026-08-03,1400,0.0,0.0,A,A,11511,False,False,False,0001193125-26-330611,https://www.sec.gov/Archives/edgar/data/918646/000119312526330611/0001193125-26-330611.txt
Damiris George John,,2026-07-30,2026-08-03,1273,0.0,0.0,A,A,10389,False,False,False,0001193125-26-330603,https://www.sec.gov/Archives/edgar/data/918646/000119312526330603/0001193125-26-330603.txt
Carter Margot Lebenberg,,2026-07-30,2026-08-03,1400,0.0,0.0,A,A,11972,False,False,False,0001193125-26-330593,https://www.sec.gov/Archives/edgar/data/918646/000119312526330593/0001193125-26-330593.txt
BECKWITT RICHARD,,2026-07-30,2026-08-03,1400,0.0,0.0,A,A,26801,False,False,False,0001193125-26-330586,https://www.sec.gov/Archives/edgar/data/918646/000119312526330586/0001193125-26-330586.txt
Guzman Sam,Senior Vice President,2026-07-23,2026-07-27,416,203.37,84601.92,A,M,416,False,False,False,0001193125-26-318127,https://www.sec.gov/Archives/edgar/data/918646/000119312526318127/0001193125-26-318127.txt
Guzman Sam,Senior Vice President,2026-07-23,2026-07-27,102,203.37,20743.74,D,F,314,False,False,False,0001193125-26-318127,https://www.sec.gov/Archives/edgar/data/918646/000119312526318127/0001193125-26-318127.txt
BECKWITT RICHARD,,2026-07-10,2026-07-14,2070,81.28,168249.6,A,M,25401,False,False,False,0001193125-26-303180,https://www.sec.gov/Archives/edgar/data/918646/000119312526303180/0001193125-26-303180.txt
NICOLAIS MICHAEL R,,2026-06-17,2026-07-22,4139,81.28,336417.92,A,M,54439,False,False,False,0001193125-26-312513,https://www.sec.gov/Archives/edgar/data/918646/000119312526312513/0001193125-26-312513.txt
NICOLAIS MICHAEL R,,2026-06-17,2026-07-22,1577,213.24,336279.48,D,F,52862,False,False,False,0001193125-26-312513,https://www.sec.gov/Archives/edgar/data/918646/000119312526312513/0001193125-26-312513.txt
Thompson Tony,Senior Vice President,2026-05-22,2026-05-26,354,199.13,70492.02,A,M,13356,False,False,False,0001193125-26-239300,https://www.sec.gov/Archives/edgar/data/918646/000119312526239300/0001193125-26-239300.txt
Thompson Tony,Senior Vice President,2026-05-22,2026-05-26,140,199.13,27878.2,D,F,13216,False,False,False,0001193125-26-239300,https://www.sec.gov/Archives/edgar/data/918646/000119312526239300/0001193125-26-239300.txt
Newby Matt,EVP & General Counsel,2026-05-22,2026-05-26,559,199.13,111313.67,A,M,20867,False,False,False,0001193125-26-239290,https://www.sec.gov/Archives/edgar/data/918646/000119312526239290/0001193125-26-239290.txt
Newby Matt,EVP & General Counsel,2026-05-22,2026-05-26,220,199.13,43808.6,D,F,20647,False,False,False,0001193125-26-239290,https://www.sec.gov/Archives/edgar/data/918646/000119312526239290/0001193125-26-239290.txt
Kesler Dale Craig,EVP and CFO,2026-05-22,2026-05-26,824,199.13,164083.12,A,M,56903,False,False,False,0001193125-26-239283,https://www.sec.gov/Archives/edgar/data/918646/000119312526239283/0001193125-26-239283.txt
Kesler Dale Craig,EVP and CFO,2026-05-22,2026-05-26,325,199.13,64717.25,D,F,56578,False,False,False,0001193125-26-239283,https://www.sec.gov/Archives/edgar/data/918646/000119312526239283/0001193125-26-239283.txt
