insider,title,transaction_date,filing_date,shares,price,value_usd,acquired_disposed,transaction_code,shares_owned_after,is_10b5_1,is_director,is_officer,accession,source_path
Hall Patricia Hemingway,,2026-04-15,2026-04-17,381,207.83,79183.23,A,A,28645,False,True,False,0000721371-26-000015,https://www.sec.gov/Archives/edgar/data/721371/000072137126000015/0000721371-26-000015.txt
Greene Michelle D.,Chief Information Officer,2026-02-27,2026-03-03,100,228.55,22855.0,D,S,14876,False,False,True,0001945228-26-000002,https://www.sec.gov/Archives/edgar/data/721371/000194522826000002/0001945228-26-000002.txt
Greene Michelle D.,Chief Information Officer,2026-02-27,2026-03-03,2646,228.47,604531.62,D,S,12230,False,False,True,0001945228-26-000002,https://www.sec.gov/Archives/edgar/data/721371/000194522826000002/0001945228-26-000002.txt
Alt Aaron E,Chief Financial Officer,2026-02-18,2026-02-18,2328,225.5,524964.0,D,S,26408,False,False,True,0001741576-26-000002,https://www.sec.gov/Archives/edgar/data/721371/000174157626000002/0001741576-26-000002.txt
Alt Aaron E,Chief Financial Officer,2026-02-15,2026-02-18,1914,220.79,422592.06,D,F,28736,False,False,True,0001741576-26-000002,https://www.sec.gov/Archives/edgar/data/721371/000174157626000002/0001741576-26-000002.txt
Hall Patricia Hemingway,,2026-02-06,2026-02-10,4000,229.72,918880.0,D,S,28264,False,True,False,0001517890-26-000002,https://www.sec.gov/Archives/edgar/data/721371/000151789026000002/0001517890-26-000002.txt
Pitteroff Valerie Christine,Chief Human Resources Officer,2026-01-15,2026-01-20,3982,213.26,849201.32,A,A,8022,False,False,True,0002102673-26-000004,https://www.sec.gov/Archives/edgar/data/721371/000210267326000004/0002102673-26-000004.txt
WEITZMAN DEBORAH,"CEO, PSS Segment",2025-12-01,2025-12-02,551,212.26,116955.26,D,F,52877,False,False,True,0001942639-25-000005,https://www.sec.gov/Archives/edgar/data/721371/000194263925000005/0001942639-25-000005.txt
Snow Ola M,Chief Human Resources Officer,2025-12-01,2025-12-02,320,212.26,67923.2,D,F,15111,False,False,True,0001754463-25-000006,https://www.sec.gov/Archives/edgar/data/721371/000175446325000006/0001754463-25-000006.txt
Scherer Mary C.,Chief Accounting Officer,2025-12-01,2025-12-02,61,212.26,12947.86,D,F,3495,False,False,True,0001945352-25-000005,https://www.sec.gov/Archives/edgar/data/721371/000194535225000005/0001945352-25-000005.txt
Mayer Jessica L,Chief Legal/Compliance Officer,2025-12-01,2025-12-02,422,212.26,89573.72,D,F,34427,False,False,True,0001771383-25-000005,https://www.sec.gov/Archives/edgar/data/721371/000177138325000005/0001771383-25-000005.txt
Mason Stephen M,"CEO, GMPD Segment",2025-12-01,2025-12-02,595,212.26,126294.7,D,F,25490,False,False,True,0001786065-25-000005,https://www.sec.gov/Archives/edgar/data/721371/000178606525000005/0001786065-25-000005.txt
Ramakrishna Sudhakar,,2025-11-05,2025-11-06,1067,0.0,0.0,A,A,2116,False,True,False,0001504970-25-000003,https://www.sec.gov/Archives/edgar/data/721371/000150497025000003/0001504970-25-000003.txt
Musslewhite Robert W,,2025-11-05,2025-11-06,1067,0.0,0.0,A,A,2116,False,True,False,0001390194-25-000006,https://www.sec.gov/Archives/edgar/data/721371/000139019425000006/0001390194-25-000006.txt
MUNDKUR CHRISTINE,,2025-11-05,2025-11-06,1067,0.0,0.0,A,A,7536,False,True,False,0000721371-25-000134,https://www.sec.gov/Archives/edgar/data/721371/000072137125000134/0000721371-25-000134.txt
Killefer Nancy,,2025-11-05,2025-11-06,1067,0.0,0.0,A,A,27624,False,True,False,0001584637-25-000003,https://www.sec.gov/Archives/edgar/data/721371/000158463725000003/0001584637-25-000003.txt
KENNY GREGORY B,,2025-11-05,2025-11-06,1702,0.0,0.0,A,A,64194,False,True,False,0001179497-25-000002,https://www.sec.gov/Archives/edgar/data/721371/000117949725000002/0001179497-25-000002.txt
JOHRI AKHIL,,2025-11-05,2025-11-06,1067,0.0,0.0,A,A,22868,False,True,False,0001517450-25-000003,https://www.sec.gov/Archives/edgar/data/721371/000151745025000003/0001517450-25-000003.txt
Hall Patricia Hemingway,,2025-11-05,2025-11-06,1067,0.0,0.0,A,A,32264,False,True,False,0001517890-25-000005,https://www.sec.gov/Archives/edgar/data/721371/000151789025000005/0001517890-25-000005.txt
Evans David C,,2025-11-05,2025-11-06,1067,0.0,0.0,A,A,15373,False,True,False,0001375909-25-000004,https://www.sec.gov/Archives/edgar/data/721371/000137590925000004/0001375909-25-000004.txt
Edison Sheri H.,,2025-11-05,2025-11-06,1067,0.0,0.0,A,A,14848,False,True,False,0001413612-25-000003,https://www.sec.gov/Archives/edgar/data/721371/000141361225000003/0001413612-25-000003.txt
Brennan Michelle,,2025-11-05,2025-11-06,1067,0.0,0.0,A,A,8086,False,True,False,0001827353-25-000003,https://www.sec.gov/Archives/edgar/data/721371/000182735325000003/0001827353-25-000003.txt
Azelby Robert,,2025-11-05,2025-11-06,1067,0.0,0.0,A,A,4085,False,True,False,0001656998-25-000004,https://www.sec.gov/Archives/edgar/data/721371/000165699825000004/0001656998-25-000004.txt
WEITZMAN DEBORAH,"CEO, PSS Segment",2025-08-20,2025-08-20,21367,150.53,3216374.51,D,S,53428,False,False,True,0000721371-25-000101,https://www.sec.gov/Archives/edgar/data/721371/000072137125000101/0000721371-25-000101.txt
Hollar Jason M.,Chief Executive Officer,2025-08-20,2025-08-20,12944,149.4,1933833.6,D,S,222957,False,False,True,0000721371-25-000100,https://www.sec.gov/Archives/edgar/data/721371/000072137125000100/0000721371-25-000100.txt
Hollar Jason M.,Chief Executive Officer,2025-08-20,2025-08-20,22957,150.4,3452732.8,D,S,200000,False,False,True,0000721371-25-000100,https://www.sec.gov/Archives/edgar/data/721371/000072137125000100/0000721371-25-000100.txt
