insider,title,transaction_date,filing_date,shares,price,value_usd,acquired_disposed,transaction_code,shares_owned_after,is_10b5_1,is_director,is_officer,accession,source_path
Smith Gordon,,2026-06-30,2026-07-02,1375,0.0,0.0,A,A,10521,False,True,False,0001225208-26-006372,https://www.sec.gov/Archives/edgar/data/1166691/000122520826006372/0001225208-26-006372.txt
Honickman Jeffrey A,,2026-06-30,2026-07-02,1783,0.0,0.0,A,A,271783,False,True,False,0001225208-26-006371,https://www.sec.gov/Archives/edgar/data/1166691/000122520826006371/0001225208-26-006371.txt
Brady Louise F.,,2026-06-30,2026-07-02,1375,0.0,0.0,A,A,34769,False,True,False,0001225208-26-006369,https://www.sec.gov/Archives/edgar/data/1166691/000122520826006369/0001225208-26-006369.txt
Baltimore Thomas J Jr,,2026-06-30,2026-07-02,1375,0.0,0.0,A,A,41257,False,True,False,0001225208-26-006365,https://www.sec.gov/Archives/edgar/data/1166691/000122520826006365/0001225208-26-006365.txt
BREEN EDWARD D,,2026-06-30,2026-07-02,815,0.0,0.0,A,A,89777,False,True,False,0001225208-26-006370,https://www.sec.gov/Archives/edgar/data/1166691/000122520826006370/0001225208-26-006370.txt
ROBERTS BRIAN L,Chairman of Board & Co-CEO,2026-05-19,2026-05-20,202500,0.0,0.0,D,G,5697826,False,True,True,0001225208-26-005505,https://www.sec.gov/Archives/edgar/data/1166691/000122520826005505/0001225208-26-005505.txt
BREEN EDWARD D,,2026-05-11,2026-05-12,32440,0.0,0.0,A,G,88962,False,True,False,0001225208-26-005149,https://www.sec.gov/Archives/edgar/data/1166691/000122520826005149/0001225208-26-005149.txt
Murdock Daniel C.,EVP & Chief Accounting Officer,2026-04-03,2026-04-03,5268,0.0,0.0,A,M,64435,False,False,True,0001225208-26-004342,https://www.sec.gov/Archives/edgar/data/1166691/000122520826004342/0001225208-26-004342.txt
Murdock Daniel C.,EVP & Chief Accounting Officer,2026-04-03,2026-04-03,2073,27.93,57898.89,D,F,62362,False,False,True,0001225208-26-004342,https://www.sec.gov/Archives/edgar/data/1166691/000122520826004342/0001225208-26-004342.txt
Smith Gordon,,2026-03-31,2026-04-02,1176,0.0,0.0,A,A,9045,False,True,False,0001225208-26-004203,https://www.sec.gov/Archives/edgar/data/1166691/000122520826004203/0001225208-26-004203.txt
