insider,title,transaction_date,filing_date,shares,price,value_usd,acquired_disposed,transaction_code,shares_owned_after,is_10b5_1,is_director,is_officer,accession,source_path
Taira Thomas,"President, Special Projects",2026-07-01,2026-07-02,3949,67.87,268018.63,D,F,311126,False,False,True,0001607889-26-000028,https://www.sec.gov/Archives/edgar/data/1690820/000160788926000028/0001607889-26-000028.txt
Palmer Stephen R,Vice President of Accounting,2026-07-01,2026-07-02,3021,67.87,205035.27,D,F,149934,True,False,True,0001783558-26-000016,https://www.sec.gov/Archives/edgar/data/1690820/000178355826000016/0001783558-26-000016.txt
Palmer Stephen R,Vice President of Accounting,2026-07-01,2026-07-02,280,65.13,18236.4,D,S,149654,True,False,True,0001783558-26-000016,https://www.sec.gov/Archives/edgar/data/1690820/000178355826000016/0001783558-26-000016.txt
Palmer Stephen R,Vice President of Accounting,2026-07-01,2026-07-02,360,66.09,23792.4,D,S,149294,True,False,True,0001783558-26-000016,https://www.sec.gov/Archives/edgar/data/1690820/000178355826000016/0001783558-26-000016.txt
Palmer Stephen R,Vice President of Accounting,2026-07-01,2026-07-02,1320,67.81,89509.2,D,S,147974,True,False,True,0001783558-26-000016,https://www.sec.gov/Archives/edgar/data/1690820/000178355826000016/0001783558-26-000016.txt
Palmer Stephen R,Vice President of Accounting,2026-07-01,2026-07-02,1360,68.47,93119.2,D,S,146614,True,False,True,0001783558-26-000016,https://www.sec.gov/Archives/edgar/data/1690820/000178355826000016/0001783558-26-000016.txt
Palmer Stephen R,Vice President of Accounting,2026-07-01,2026-07-02,600,69.69,41814.0,D,S,146014,True,False,True,0001783558-26-000016,https://www.sec.gov/Archives/edgar/data/1690820/000178355826000016/0001783558-26-000016.txt
Palmer Stephen R,Vice President of Accounting,2026-07-01,2026-07-02,1080,70.52,76161.6,D,S,144934,True,False,True,0001783558-26-000016,https://www.sec.gov/Archives/edgar/data/1690820/000178355826000016/0001783558-26-000016.txt
KEETON RYAN S.,Chief Brand Officer,2026-07-01,2026-07-02,2883,67.87,195669.21,D,F,378528,False,False,True,0001700542-26-000016,https://www.sec.gov/Archives/edgar/data/1690820/000170054226000016/0001700542-26-000016.txt
JENKINS MARK W.,Chief Financial Officer,2026-07-01,2026-07-02,7014,67.87,476040.18,D,F,1029580,True,False,True,0001700540-26-000016,https://www.sec.gov/Archives/edgar/data/1690820/000170054026000016/0001700540-26-000016.txt
JENKINS MARK W.,Chief Financial Officer,2026-07-01,2026-07-02,50000,2.01,100500.0,A,M,1079580,True,False,True,0001700540-26-000016,https://www.sec.gov/Archives/edgar/data/1690820/000170054026000016/0001700540-26-000016.txt
JENKINS MARK W.,Chief Financial Officer,2026-07-01,2026-07-02,10000,8.41,84100.0,A,M,1089580,True,False,True,0001700540-26-000016,https://www.sec.gov/Archives/edgar/data/1690820/000170054026000016/0001700540-26-000016.txt
JENKINS MARK W.,Chief Financial Officer,2026-07-01,2026-07-02,3750,10.39,38962.5,A,M,1093330,True,False,True,0001700540-26-000016,https://www.sec.gov/Archives/edgar/data/1690820/000170054026000016/0001700540-26-000016.txt
JENKINS MARK W.,Chief Financial Officer,2026-07-01,2026-07-02,6710,65.18,437357.8,D,S,1086620,True,False,True,0001700540-26-000016,https://www.sec.gov/Archives/edgar/data/1690820/000170054026000016/0001700540-26-000016.txt
JENKINS MARK W.,Chief Financial Officer,2026-07-01,2026-07-02,4560,66.07,301279.2,D,S,1082060,True,False,True,0001700540-26-000016,https://www.sec.gov/Archives/edgar/data/1690820/000170054026000016/0001700540-26-000016.txt
JENKINS MARK W.,Chief Financial Officer,2026-07-01,2026-07-02,5960,67.49,402240.4,D,S,1076100,True,False,True,0001700540-26-000016,https://www.sec.gov/Archives/edgar/data/1690820/000170054026000016/0001700540-26-000016.txt
JENKINS MARK W.,Chief Financial Officer,2026-07-01,2026-07-02,21130,68.14,1439798.2,D,S,1054970,True,False,True,0001700540-26-000016,https://www.sec.gov/Archives/edgar/data/1690820/000170054026000016/0001700540-26-000016.txt
JENKINS MARK W.,Chief Financial Officer,2026-07-01,2026-07-02,9840,69.22,681124.8,D,S,1045130,True,False,True,0001700540-26-000016,https://www.sec.gov/Archives/edgar/data/1690820/000170054026000016/0001700540-26-000016.txt
JENKINS MARK W.,Chief Financial Officer,2026-07-01,2026-07-02,15550,70.43,1095186.5,D,S,1029580,True,False,True,0001700540-26-000016,https://www.sec.gov/Archives/edgar/data/1690820/000170054026000016/0001700540-26-000016.txt
HUSTON BENJAMIN E.,Chief Operating Officer,2026-07-01,2026-07-02,7014,67.87,476040.18,D,F,508755,True,False,True,0001700537-26-000016,https://www.sec.gov/Archives/edgar/data/1690820/000170053726000016/0001700537-26-000016.txt
HUSTON BENJAMIN E.,Chief Operating Officer,2026-07-01,2026-07-02,2560,65.23,166988.8,D,S,506195,True,False,True,0001700537-26-000016,https://www.sec.gov/Archives/edgar/data/1690820/000170053726000016/0001700537-26-000016.txt
HUSTON BENJAMIN E.,Chief Operating Officer,2026-07-01,2026-07-02,3680,66.06,243100.8,D,S,502515,True,False,True,0001700537-26-000016,https://www.sec.gov/Archives/edgar/data/1690820/000170053726000016/0001700537-26-000016.txt
HUSTON BENJAMIN E.,Chief Operating Officer,2026-07-01,2026-07-02,5038,67.49,340014.62,D,S,497477,True,False,True,0001700537-26-000016,https://www.sec.gov/Archives/edgar/data/1690820/000170053726000016/0001700537-26-000016.txt
HUSTON BENJAMIN E.,Chief Operating Officer,2026-07-01,2026-07-02,17562,68.14,1196674.68,D,S,479915,True,False,True,0001700537-26-000016,https://www.sec.gov/Archives/edgar/data/1690820/000170053726000016/0001700537-26-000016.txt
HUSTON BENJAMIN E.,Chief Operating Officer,2026-07-01,2026-07-02,8200,69.22,567604.0,D,S,471715,True,False,True,0001700537-26-000016,https://www.sec.gov/Archives/edgar/data/1690820/000170053726000016/0001700537-26-000016.txt
HUSTON BENJAMIN E.,Chief Operating Officer,2026-07-01,2026-07-02,12960,70.44,912902.4,D,S,458755,True,False,True,0001700537-26-000016,https://www.sec.gov/Archives/edgar/data/1690820/000170053726000016/0001700537-26-000016.txt
GILL DANIEL J.,Chief Product Officer,2026-07-01,2026-07-02,7705,67.87,522938.35,D,F,938128,False,False,True,0001700538-26-000016,https://www.sec.gov/Archives/edgar/data/1690820/000170053826000016/0001700538-26-000016.txt
GARCIA ERNEST C. III,Chief Executive Officer,2026-07-01,2026-07-02,7072,67.87,479976.64,D,F,4596231,False,True,True,0001700548-26-000016,https://www.sec.gov/Archives/edgar/data/1690820/000170054826000016/0001700548-26-000016.txt
BREAUX PAUL W.,See Remarks,2026-07-01,2026-07-02,4453,67.87,302225.11,D,F,350057,False,False,True,0001700545-26-000016,https://www.sec.gov/Archives/edgar/data/1690820/000170054526000016/0001700545-26-000016.txt
PLATT IRA J.,,2026-06-15,2026-06-16,15000,3.0,45000.0,A,M,201470,False,True,False,0001702455-26-000008,https://www.sec.gov/Archives/edgar/data/1690820/000170245526000008/0001702455-26-000008.txt
PLATT IRA J.,,2026-06-15,2026-06-16,7500,67.65,507375.0,D,S,193970,False,True,False,0001702455-26-000008,https://www.sec.gov/Archives/edgar/data/1690820/000170245526000008/0001702455-26-000008.txt
PLATT IRA J.,,2026-06-15,2026-06-16,7500,68.0,510000.0,D,S,186470,False,True,False,0001702455-26-000008,https://www.sec.gov/Archives/edgar/data/1690820/000170245526000008/0001702455-26-000008.txt
QUAYLE J DANFORTH,,2026-06-10,2026-06-11,14525,3.0,43575.0,A,M,229485,True,True,False,0001210412-26-000006,https://www.sec.gov/Archives/edgar/data/1690820/000121041226000006/0001210412-26-000006.txt
QUAYLE J DANFORTH,,2026-06-10,2026-06-11,14525,70.0,1016750.0,D,S,214960,True,True,False,0001210412-26-000006,https://www.sec.gov/Archives/edgar/data/1690820/000121041226000006/0001210412-26-000006.txt
