insider,title,transaction_date,filing_date,shares,price,value_usd,acquired_disposed,transaction_code,shares_owned_after,is_10b5_1,is_director,is_officer,accession,source_path
Lonergan Robert,"EVP, CSTO",2026-06-22,2026-06-23,7000,262.7097,1838967.9,D,S,27373,False,False,False,0001193125-26-279551,https://www.sec.gov/Archives/edgar/data/1267238/000119312526279551/0001193125-26-279551.txt
DiRienzo Dimitry,"SVP, CAO, Controller",2026-05-26,2026-05-27,2000,255.678,511356.0,D,S,2741,False,False,False,0001193125-26-241968,https://www.sec.gov/Archives/edgar/data/1267238/000119312526241968/0001193125-26-241968.txt
WARREN KEVIN M,,2026-05-22,2026-05-26,668,0.0,0.0,A,A,2315,False,False,False,0001193125-26-239465,https://www.sec.gov/Archives/edgar/data/1267238/000119312526239465/0001193125-26-239465.txt
Reilly Paul J,,2026-05-22,2026-05-26,668,0.0,0.0,A,A,22155,False,False,False,0001193125-26-239494,https://www.sec.gov/Archives/edgar/data/1267238/000119312526239494/0001193125-26-239494.txt
Redzic Ognjen,,2026-05-22,2026-05-26,668,0.0,0.0,A,A,8136,False,False,False,0001193125-26-239505,https://www.sec.gov/Archives/edgar/data/1267238/000119312526239505/0001193125-26-239505.txt
ROSEN ELAINE,,2026-05-22,2026-05-26,668,0.0,0.0,A,A,27686,False,False,False,0001193125-26-239479,https://www.sec.gov/Archives/edgar/data/1267238/000119312526239479/0001193125-26-239479.txt
Granat Sari Beth,,2026-05-22,2026-05-26,668,0.0,0.0,A,A,4624,False,False,False,0001193125-26-239527,https://www.sec.gov/Archives/edgar/data/1267238/000119312526239527/0001193125-26-239527.txt
EDELMAN HARRIET,,2026-05-22,2026-05-26,668,0.0,0.0,A,A,11114,False,False,False,0001193125-26-239550,https://www.sec.gov/Archives/edgar/data/1267238/000119312526239550/0001193125-26-239550.txt
Carter J Braxton II,,2026-05-22,2026-05-26,668,0.0,0.0,A,A,8961,False,False,False,0001193125-26-239558,https://www.sec.gov/Archives/edgar/data/1267238/000119312526239558/0001193125-26-239558.txt
Blake Lynn S.,,2026-05-22,2026-05-26,668,0.0,0.0,A,A,668,False,False,False,0001193125-26-239571,https://www.sec.gov/Archives/edgar/data/1267238/000119312526239571/0001193125-26-239571.txt
Basu Rajiv,,2026-05-22,2026-05-26,668,0.0,0.0,A,A,3731,False,False,False,0001193125-26-239579,https://www.sec.gov/Archives/edgar/data/1267238/000119312526239579/0001193125-26-239579.txt
MEIER KEITH,"EVP, Chief Financial Officer",2026-05-15,2026-05-18,25000,254.31,6357750.0,D,S,18552,False,False,False,0001193125-26-229028,https://www.sec.gov/Archives/edgar/data/1267238/000119312526229028/0001193125-26-229028.txt
Rosenblum Jay,"EVP, Chief Legal Officer",2026-05-14,2026-05-15,2000,251.77,503540.0,D,S,12764,False,False,False,0001193125-26-227023,https://www.sec.gov/Archives/edgar/data/1267238/000119312526227023/0001193125-26-227023.txt
Sengupta Subhashish,"EVP, Chief People Officer",2026-04-01,2026-04-03,149,216.33,32233.17,D,F,2746,False,False,False,0001193125-26-142191,https://www.sec.gov/Archives/edgar/data/1267238/000119312526142191/0001193125-26-142191.txt
Lumsden Ryan,"EVP, Pres, Global Housing",2026-04-01,2026-04-03,557,216.33,120495.81,D,F,17298,False,False,False,0001193125-26-142232,https://www.sec.gov/Archives/edgar/data/1267238/000119312526142232/0001193125-26-142232.txt
Biju Nair,"EVP, Pres, Global Conn Living",2026-04-01,2026-04-03,1108,216.33,239693.64,D,F,28142,False,False,False,0001193125-26-142212,https://www.sec.gov/Archives/edgar/data/1267238/000119312526142212/0001193125-26-142212.txt
Sengupta Subhashish,"EVP, Chief People Officer",2026-03-20,2026-03-23,1880,210.53,395796.4,D,S,2895,False,False,False,0001193125-26-119849,https://www.sec.gov/Archives/edgar/data/1267238/000119312526119849/0001193125-26-119849.txt
DiRienzo Dimitry,"SVP, CAO, Controller",2026-03-20,2026-03-23,750,210.98,158235.0,D,S,4741,False,False,False,0001193125-26-119839,https://www.sec.gov/Archives/edgar/data/1267238/000119312526119839/0001193125-26-119839.txt
Sengupta Subhashish,"EVP, Chief People Officer",2026-03-19,2026-03-23,20,215.0,4300.0,D,S,4775,False,False,False,0001193125-26-119849,https://www.sec.gov/Archives/edgar/data/1267238/000119312526119849/0001193125-26-119849.txt
Strickland Jeffrey A.,"EVP, Pres. Global Automotive",2026-03-16,2026-03-18,1711,0.0,0.0,A,A,5874,False,False,False,0001193125-26-114369,https://www.sec.gov/Archives/edgar/data/1267238/000119312526114369/0001193125-26-114369.txt
Strickland Jeffrey A.,"EVP, Pres. Global Automotive",2026-03-16,2026-03-18,722,222.15,160392.3,D,F,5152,False,False,False,0001193125-26-114369,https://www.sec.gov/Archives/edgar/data/1267238/000119312526114369/0001193125-26-114369.txt
Strickland Jeffrey A.,"EVP, Pres. Global Automotive",2026-03-16,2026-03-18,844,0.0,0.0,A,A,5996,False,False,False,0001193125-26-114369,https://www.sec.gov/Archives/edgar/data/1267238/000119312526114369/0001193125-26-114369.txt
Sengupta Subhashish,"EVP, Chief People Officer",2026-03-16,2026-03-18,2076,0.0,0.0,A,A,5190,False,False,False,0001193125-26-114357,https://www.sec.gov/Archives/edgar/data/1267238/000119312526114357/0001193125-26-114357.txt
Sengupta Subhashish,"EVP, Chief People Officer",2026-03-16,2026-03-18,1239,222.15,275243.85,D,F,3951,False,False,False,0001193125-26-114357,https://www.sec.gov/Archives/edgar/data/1267238/000119312526114357/0001193125-26-114357.txt
Sengupta Subhashish,"EVP, Chief People Officer",2026-03-16,2026-03-18,844,0.0,0.0,A,A,4795,False,False,False,0001193125-26-114357,https://www.sec.gov/Archives/edgar/data/1267238/000119312526114357/0001193125-26-114357.txt
Rosenblum Jay,EVP and CLO,2026-03-16,2026-03-18,11736,0.0,0.0,A,A,19611,False,False,False,0001193125-26-114347,https://www.sec.gov/Archives/edgar/data/1267238/000119312526114347/0001193125-26-114347.txt
Rosenblum Jay,EVP and CLO,2026-03-16,2026-03-18,6196,222.15,1376441.4,D,F,13415,False,False,False,0001193125-26-114347,https://www.sec.gov/Archives/edgar/data/1267238/000119312526114347/0001193125-26-114347.txt
Rosenblum Jay,EVP and CLO,2026-03-16,2026-03-18,1349,0.0,0.0,A,A,14764,False,False,False,0001193125-26-114347,https://www.sec.gov/Archives/edgar/data/1267238/000119312526114347/0001193125-26-114347.txt
MEIER KEITH,"EVP, CFO",2026-03-16,2026-03-18,22355,0.0,0.0,A,A,51780,False,False,False,0001193125-26-114320,https://www.sec.gov/Archives/edgar/data/1267238/000119312526114320/0001193125-26-114320.txt
MEIER KEITH,"EVP, CFO",2026-03-16,2026-03-18,11717,222.15,2602931.55,D,F,40063,False,False,False,0001193125-26-114320,https://www.sec.gov/Archives/edgar/data/1267238/000119312526114320/0001193125-26-114320.txt
MEIER KEITH,"EVP, CFO",2026-03-16,2026-03-18,3489,0.0,0.0,A,A,43552,False,False,False,0001193125-26-114320,https://www.sec.gov/Archives/edgar/data/1267238/000119312526114320/0001193125-26-114320.txt
Lumsden Ryan,"EVP, Pres. Global Housing",2026-03-16,2026-03-18,2189,0.0,0.0,A,A,18044,False,False,False,0001193125-26-114270,https://www.sec.gov/Archives/edgar/data/1267238/000119312526114270/0001193125-26-114270.txt
Lumsden Ryan,"EVP, Pres. Global Housing",2026-03-16,2026-03-18,1033,222.15,229480.95,D,F,17011,False,False,False,0001193125-26-114270,https://www.sec.gov/Archives/edgar/data/1267238/000119312526114270/0001193125-26-114270.txt
Lumsden Ryan,"EVP, Pres. Global Housing",2026-03-16,2026-03-18,844,0.0,0.0,A,A,17855,False,False,False,0001193125-26-114270,https://www.sec.gov/Archives/edgar/data/1267238/000119312526114270/0001193125-26-114270.txt
Lonergan Robert,"EVP, CSTO",2026-03-16,2026-03-18,13414,0.0,0.0,A,A,39229,False,False,False,0001193125-26-114213,https://www.sec.gov/Archives/edgar/data/1267238/000119312526114213/0001193125-26-114213.txt
Lonergan Robert,"EVP, CSTO",2026-03-16,2026-03-18,6699,222.15,1488182.85,D,F,32530,False,False,False,0001193125-26-114213,https://www.sec.gov/Archives/edgar/data/1267238/000119312526114213/0001193125-26-114213.txt
