insider,title,transaction_date,filing_date,shares,price,value_usd,acquired_disposed,transaction_code,shares_owned_after,is_10b5_1,is_director,is_officer,accession,source_path
Yee Kenneth,,2026-04-07,2026-04-07,913,18.84,17200.92,A,P,5205,False,False,False,0001193125-26-145921,https://www.sec.gov/Archives/edgar/data/96869/000119312526145921/0001193125-26-145921.txt
TISCH DANIEL R,,2026-04-07,2026-04-07,1776,18.84,33459.84,A,P,87974,False,True,False,0001111794-26-000012,https://www.sec.gov/Archives/edgar/data/96869/000111179426000012/0001111794-26-000012.txt
SPERON ERIC H.,,2026-04-07,2026-04-07,1577,18.84,29710.68,A,P,6223,False,False,False,0001193125-26-145924,https://www.sec.gov/Archives/edgar/data/96869/000119312526145924/0001193125-26-145924.txt
McCall Jeffrey Joseph,,2026-04-07,2026-04-07,1577,18.84,29710.68,A,P,9711,False,False,False,0001193125-26-145927,https://www.sec.gov/Archives/edgar/data/96869/000119312526145927/0001193125-26-145927.txt
METCALFE NORMAN J,,2026-04-07,2026-04-07,1245,18.84,23455.8,A,P,90871,False,False,False,0001193125-26-145926,https://www.sec.gov/Archives/edgar/data/96869/000119312526145926/0001193125-26-145926.txt
Leggio Anthony L.,,2026-04-07,2026-04-07,1113,18.84,20968.92,A,P,57399,False,False,False,0001193125-26-145932,https://www.sec.gov/Archives/edgar/data/96869/000119312526145932/0001193125-26-145932.txt
Gammon Denise A,,2026-04-07,2026-04-07,913,18.84,17200.92,A,P,5559,False,False,False,0001193125-26-145931,https://www.sec.gov/Archives/edgar/data/96869/000119312526145931/0001193125-26-145931.txt
Dakos Andrew,,2026-04-07,2026-04-07,913,18.84,17200.92,A,P,35449,False,False,False,0001193125-26-145935,https://www.sec.gov/Archives/edgar/data/96869/000119312526145935/0001193125-26-145935.txt
Bielli Gregory S.,,2026-04-07,2026-04-07,913,18.84,17200.92,A,P,448418,False,False,False,0001193125-26-145929,https://www.sec.gov/Archives/edgar/data/96869/000119312526145929/0001193125-26-145929.txt
Betts Steven A.,,2026-04-07,2026-04-07,1312,18.84,24718.08,A,P,50698,False,False,False,0001193125-26-145933,https://www.sec.gov/Archives/edgar/data/96869/000119312526145933/0001193125-26-145933.txt
Walker Matthew H.,"CEO, President",2026-03-31,2026-03-31,32435,17.92,581235.2,A,P,32435,False,False,False,0001193125-26-133900,https://www.sec.gov/Archives/edgar/data/96869/000119312526133900/0001193125-26-133900.txt
Walker Matthew H.,"CEO, President",2026-03-31,2026-03-31,13509,17.92,242081.28,D,S,18926,False,False,False,0001193125-26-133900,https://www.sec.gov/Archives/edgar/data/96869/000119312526133900/0001193125-26-133900.txt
Velasquez Robert D,SVP Finance/CAO,2026-03-24,2026-03-24,17221,18.9,325476.9,A,P,58127,False,False,False,0001193125-26-122364,https://www.sec.gov/Archives/edgar/data/96869/000119312526122364/0001193125-26-122364.txt
Velasquez Robert D,SVP Finance/CAO,2026-03-24,2026-03-24,9559,18.9,180665.1,D,S,48568,False,False,False,0001193125-26-122364,https://www.sec.gov/Archives/edgar/data/96869/000119312526122364/0001193125-26-122364.txt
McMahon Hugh F. IV,Executive VP- Real Estate,2026-03-24,2026-03-24,26042,18.9,492193.8,A,P,101188,False,False,False,0001193125-26-122362,https://www.sec.gov/Archives/edgar/data/96869/000119312526122362/0001193125-26-122362.txt
McMahon Hugh F. IV,Executive VP- Real Estate,2026-03-24,2026-03-24,12864,18.9,243129.6,D,S,88324,False,False,False,0001193125-26-122362,https://www.sec.gov/Archives/edgar/data/96869/000119312526122362/0001193125-26-122362.txt
Houston Michael R.W.,Sr. VP & General Counsel,2026-03-24,2026-03-24,20473,18.9,386939.7,A,P,23205,False,False,False,0001193125-26-122359,https://www.sec.gov/Archives/edgar/data/96869/000119312526122359/0001193125-26-122359.txt
Houston Michael R.W.,Sr. VP & General Counsel,2026-03-24,2026-03-24,8541,18.9,161424.9,D,S,14664,False,False,False,0001193125-26-122359,https://www.sec.gov/Archives/edgar/data/96869/000119312526122359/0001193125-26-122359.txt
Yee Kenneth,,2026-01-13,2026-01-13,1043,15.77,16448.11,A,P,4292,False,False,False,0001193125-26-011467,https://www.sec.gov/Archives/edgar/data/96869/000119312526011467/0001193125-26-011467.txt
SPERON ERIC H.,,2026-01-13,2026-01-13,1043,15.77,16448.11,A,P,4646,False,False,False,0001193125-26-011473,https://www.sec.gov/Archives/edgar/data/96869/000119312526011473/0001193125-26-011473.txt
McCall Jeffrey Joseph,,2026-01-13,2026-01-13,1835,15.77,28937.95,A,P,8134,False,False,False,0001193125-26-011469,https://www.sec.gov/Archives/edgar/data/96869/000119312526011469/0001193125-26-011469.txt
METCALFE NORMAN J,,2026-01-13,2026-01-13,1439,15.77,22693.03,A,P,89626,False,False,False,0001193125-26-011464,https://www.sec.gov/Archives/edgar/data/96869/000119312526011464/0001193125-26-011464.txt
Leggio Anthony L.,,2026-01-13,2026-01-13,1280,15.77,20185.6,A,P,56286,False,False,False,0001193125-26-011479,https://www.sec.gov/Archives/edgar/data/96869/000119312526011479/0001193125-26-011479.txt
Gammon Denise A,,2026-01-13,2026-01-13,1043,15.77,16448.11,A,P,4646,False,False,False,0001193125-26-011478,https://www.sec.gov/Archives/edgar/data/96869/000119312526011478/0001193125-26-011478.txt
Bielli Gregory S.,,2026-01-13,2026-01-13,1043,15.77,16448.11,A,P,447505,False,False,False,0001193125-26-011480,https://www.sec.gov/Archives/edgar/data/96869/000119312526011480/0001193125-26-011480.txt
Betts Steven A.,,2026-01-13,2026-01-13,1518,15.77,23938.86,A,P,49386,False,False,False,0001193125-26-011461,https://www.sec.gov/Archives/edgar/data/96869/000119312526011461/0001193125-26-011461.txt
TISCH DANIEL R,,2026-01-12,2026-01-13,2073,15.77,32691.21,A,P,86198,False,True,False,0001111794-26-000002,https://www.sec.gov/Archives/edgar/data/96869/000111179426000002/0001111794-26-000002.txt
Dakos Andrew,,2026-01-12,2026-01-13,1043,15.77,16448.11,A,P,34536,False,True,False,0001398344-26-000622,https://www.sec.gov/Archives/edgar/data/96869/000139834426000622/0001398344-26-000622.txt
Yee Kenneth,,2025-11-05,2025-11-06,1032,15.98,16491.36,A,P,3249,False,False,False,0001193125-25-268984,https://www.sec.gov/Archives/edgar/data/96869/000119312525268984/0001193125-25-268984.txt
SPERON ERIC H.,,2025-11-05,2025-11-06,1032,15.98,16491.36,A,P,3603,False,False,False,0001193125-25-268962,https://www.sec.gov/Archives/edgar/data/96869/000119312525268962/0001193125-25-268962.txt
McCall Jeffrey Joseph,,2025-11-05,2025-11-06,1814,15.98,28987.72,A,P,6299,False,False,False,0001193125-25-269024,https://www.sec.gov/Archives/edgar/data/96869/000119312525269024/0001193125-25-269024.txt
METCALFE NORMAN J,,2025-11-05,2025-11-06,1423,15.98,22739.54,A,P,88187,False,False,False,0001193125-25-269056,https://www.sec.gov/Archives/edgar/data/96869/000119312525269056/0001193125-25-269056.txt
Leggio Anthony L.,,2025-11-05,2025-11-06,1267,15.98,20246.66,A,P,55006,False,False,False,0001193125-25-268919,https://www.sec.gov/Archives/edgar/data/96869/000119312525268919/0001193125-25-268919.txt
Gammon Denise A,,2025-11-05,2025-11-06,1032,15.98,16491.36,A,P,3603,False,False,False,0001193125-25-268883,https://www.sec.gov/Archives/edgar/data/96869/000119312525268883/0001193125-25-268883.txt
Bielli Gregory S.,,2025-11-05,2025-11-06,1032,15.98,16491.36,A,P,446462,False,False,False,0001193125-25-268904,https://www.sec.gov/Archives/edgar/data/96869/000119312525268904/0001193125-25-268904.txt
Betts Steven A.,,2025-11-05,2025-11-06,1502,15.98,24001.96,A,P,47868,False,False,False,0001193125-25-268846,https://www.sec.gov/Archives/edgar/data/96869/000119312525268846/0001193125-25-268846.txt
TISCH DANIEL R,,2025-11-04,2025-11-05,2049,15.98,32743.02,A,P,84125,False,True,False,0001111794-25-000007,https://www.sec.gov/Archives/edgar/data/96869/000111179425000007/0001111794-25-000007.txt
