insider,title,transaction_date,filing_date,shares,price,value_usd,acquired_disposed,transaction_code,shares_owned_after,is_10b5_1,is_director,is_officer,accession,source_path
Necas Kevin J. Jr.,SVP - Chief Accounting Officer,2026-07-02,2026-07-06,2133,0.0,0.0,A,A,4131,False,False,False,0002138483-26-000004,https://www.sec.gov/Archives/edgar/data/906345/000213848326000004/0002138483-26-000004.txt
CAMPO RICHARD J,Executive Chairman,2026-06-05,2026-06-05,30000,112.42,3372600.0,D,S,297437,False,False,False,0001193125-26-259326,https://www.sec.gov/Archives/edgar/data/906345/000119312526259326/0001193125-26-259326.txt
WESTBROOK KELVIN R,,2026-05-08,2026-05-12,2507,0.0,0.0,A,A,31492,False,False,False,0001193125-26-218539,https://www.sec.gov/Archives/edgar/data/906345/000119312526218539/0001193125-26-218539.txt
WEBSTER STEVEN A,,2026-05-08,2026-05-12,1350,0.0,0.0,A,A,120170,False,False,False,0001193125-26-218531,https://www.sec.gov/Archives/edgar/data/906345/000119312526218531/0001193125-26-218531.txt
Sevilla-Sacasa Frances Aldrich,,2026-05-08,2026-05-12,2507,0.0,0.0,A,A,24388,False,False,False,0001193125-26-218544,https://www.sec.gov/Archives/edgar/data/906345/000119312526218544/0001193125-26-218544.txt
Khator Renu,,2026-05-08,2026-05-12,2507,0.0,0.0,A,A,21271,False,False,False,0001193125-26-218508,https://www.sec.gov/Archives/edgar/data/906345/000119312526218508/0001193125-26-218508.txt
INGRAHAM SCOTT S,,2026-05-08,2026-05-12,2507,0.0,0.0,A,A,70692,False,False,False,0001193125-26-218504,https://www.sec.gov/Archives/edgar/data/906345/000119312526218504/0001193125-26-218504.txt
Gibson Mark,,2026-05-08,2026-05-12,2507,0.0,0.0,A,A,14677,False,False,False,0001193125-26-218500,https://www.sec.gov/Archives/edgar/data/906345/000119312526218500/0001193125-26-218500.txt
Brunner Heather J.,,2026-05-08,2026-05-12,2507,0.0,0.0,A,A,12712,False,False,False,0001193125-26-218492,https://www.sec.gov/Archives/edgar/data/906345/000119312526218492/0001193125-26-218492.txt
Benito Javier,,2026-05-08,2026-05-12,2507,0.0,0.0,A,A,10379,False,False,False,0001193125-26-218486,https://www.sec.gov/Archives/edgar/data/906345/000119312526218486/0001193125-26-218486.txt
ODEN D KEITH,Executive Vice Chairman,2026-02-25,2026-02-27,31881,108.84,3469928.04,A,A,543794,False,False,False,0001193125-26-079929,https://www.sec.gov/Archives/edgar/data/906345/000119312526079929/0001193125-26-079929.txt
Jessett Alexander J.,President & CFO,2026-02-25,2026-02-27,17059,108.84,1856701.56,A,A,158880,False,False,False,0001193125-26-079855,https://www.sec.gov/Archives/edgar/data/906345/000119312526079855/0001193125-26-079855.txt
Gallagher Michael P,Chief Accounting Officer,2026-02-25,2026-02-27,4034,108.84,439060.56,A,A,43674,False,False,False,0001193125-26-079844,https://www.sec.gov/Archives/edgar/data/906345/000119312526079844/0001193125-26-079844.txt
CAMPO RICHARD J,Chairman and CEO,2026-02-25,2026-02-27,31881,108.84,3469928.04,A,A,327437,False,False,False,0001193125-26-079940,https://www.sec.gov/Archives/edgar/data/906345/000119312526079940/0001193125-26-079940.txt
Baker Laurie,EVP - Chief Operating Officer,2026-02-25,2026-02-27,13502,108.84,1469557.68,A,A,107970,False,False,False,0001193125-26-079949,https://www.sec.gov/Archives/edgar/data/906345/000119312526079949/0001193125-26-079949.txt
Gallagher Michael P,Chief Accounting Officer,2026-02-18,2026-02-19,169,108.43,18324.67,D,S,39640,False,False,False,0001193125-26-059670,https://www.sec.gov/Archives/edgar/data/906345/000119312526059670/0001193125-26-059670.txt
Baker Laurie,EVP - Chief Operating Officer,2026-02-18,2026-02-19,2163,108.398,234464.87,D,S,94473,False,False,False,0001193125-26-059657,https://www.sec.gov/Archives/edgar/data/906345/000119312526059657/0001193125-26-059657.txt
Baker Laurie,EVP - Chief Operating Officer,2026-02-18,2026-02-19,5,108.465,542.33,D,S,94468,False,False,False,0001193125-26-059657,https://www.sec.gov/Archives/edgar/data/906345/000119312526059657/0001193125-26-059657.txt
CAMPO RICHARD J,Chairman and CEO,2026-01-06,2026-01-07,5600,110.206,617153.6,D,S,295556,False,False,False,0001193125-26-005784,https://www.sec.gov/Archives/edgar/data/906345/000119312526005784/0001193125-26-005784.txt
