insider,title,transaction_date,filing_date,shares,price,value_usd,acquired_disposed,transaction_code,shares_owned_after,is_10b5_1,is_director,is_officer,accession,source_path
Phillips Jarrod,Chief Financial Officer,2026-07-01,2026-07-02,2583,113.63,293506.29,D,F,325226,False,False,True,0001832049-26-000006,https://www.sec.gov/Archives/edgar/data/1176948/000183204926000006/0001832049-26-000006.txt
deVeer R. Kipp,Co-President,2026-06-30,2026-07-02,82957,111.31,9233943.67,D,F,1165599,False,True,True,0001576312-26-000004,https://www.sec.gov/Archives/edgar/data/1176948/000157631226000004/0001576312-26-000004.txt
Arougheti Michael J,Co-Founder and CEO,2026-06-30,2026-07-02,82957,111.31,9233943.67,D,F,1364548,False,True,True,0001304471-26-000006,https://www.sec.gov/Archives/edgar/data/1176948/000130447126000006/0001304471-26-000006.txt
Jacobson Blair,Co-President,2026-06-03,2026-06-04,8000,0.0,0.0,D,G,1103221,False,False,True,0001756898-26-000005,https://www.sec.gov/Archives/edgar/data/1176948/000175689826000005/0001756898-26-000005.txt
Olian Judy D.,,2026-02-20,2026-02-24,480,124.43,59726.4,A,P,29734,False,True,False,0001605729-26-000002,https://www.sec.gov/Archives/edgar/data/1176948/000160572926000002/0001605729-26-000002.txt
BHUTANI ASHISH,,2026-02-06,2026-02-10,10000,126.61,1266100.0,A,P,34071,False,True,False,0001287727-26-000002,https://www.sec.gov/Archives/edgar/data/1176948/000128772726000002/0001287727-26-000002.txt
Sagati Aghili Naseem,General Counsel,2026-02-04,2026-02-06,300,126.68,38004.0,D,S,330510,True,False,True,0001779014-26-000008,https://www.sec.gov/Archives/edgar/data/1176948/000177901426000008/0001779014-26-000008.txt
Sagati Aghili Naseem,General Counsel,2026-02-04,2026-02-06,300,128.98,38694.0,D,S,330210,True,False,True,0001779014-26-000008,https://www.sec.gov/Archives/edgar/data/1176948/000177901426000008/0001779014-26-000008.txt
Sagati Aghili Naseem,General Counsel,2026-02-04,2026-02-06,100,131.61,13161.0,D,S,330110,True,False,True,0001779014-26-000008,https://www.sec.gov/Archives/edgar/data/1176948/000177901426000008/0001779014-26-000008.txt
Sagati Aghili Naseem,General Counsel,2026-02-04,2026-02-06,300,134.0,40200.0,D,S,329810,True,False,True,0001779014-26-000008,https://www.sec.gov/Archives/edgar/data/1176948/000177901426000008/0001779014-26-000008.txt
Sagati Aghili Naseem,General Counsel,2026-02-04,2026-02-06,1110,135.28,150160.8,D,S,328700,True,False,True,0001779014-26-000008,https://www.sec.gov/Archives/edgar/data/1176948/000177901426000008/0001779014-26-000008.txt
