insider,title,transaction_date,filing_date,shares,price,value_usd,acquired_disposed,transaction_code,shares_owned_after,is_10b5_1,is_director,is_officer,accession,source_path
WARNER CYNTHIA J,,2026-05-27,2026-05-29,1272,0.0,0.0,A,A,7837,False,True,False,0000093410-26-000143,https://www.sec.gov/Archives/edgar/data/93410/000009341026000143/0000093410-26-000143.txt
Umpleby III Donald J,,2026-05-27,2026-05-29,1272,0.0,0.0,A,A,3031,False,True,False,0000093410-26-000141,https://www.sec.gov/Archives/edgar/data/93410/000009341026000141/0000093410-26-000141.txt
REED DEBRA L,,2026-05-27,2026-05-29,1272,0.0,0.0,A,A,17420,False,True,False,0000093410-26-000146,https://www.sec.gov/Archives/edgar/data/93410/000009341026000146/0000093410-26-000146.txt
Moyo Dambisa F,,2026-05-27,2026-05-29,1272,0.0,0.0,A,A,14790,False,True,False,0000093410-26-000139,https://www.sec.gov/Archives/edgar/data/93410/000009341026000139/0000093410-26-000139.txt
Huntsman Jon M Jr,,2026-05-27,2026-05-29,1272,0.0,0.0,A,A,12002,False,True,False,0000093410-26-000148,https://www.sec.gov/Archives/edgar/data/93410/000009341026000148/0000093410-26-000148.txt
HORTON THOMAS W,,2026-05-27,2026-05-29,1272,0.0,0.0,A,A,1734,False,True,False,0000093410-26-000137,https://www.sec.gov/Archives/edgar/data/93410/000009341026000137/0000093410-26-000137.txt
HEWSON MARILLYN A,,2026-05-27,2026-05-29,1272,0.0,0.0,A,A,15020,False,True,False,0000093410-26-000135,https://www.sec.gov/Archives/edgar/data/93410/000009341026000135/0000093410-26-000135.txt
HESS JOHN B,,2026-05-27,2026-05-29,1272,0.0,0.0,A,A,356900,False,True,False,0000093410-26-000133,https://www.sec.gov/Archives/edgar/data/93410/000009341026000133/0000093410-26-000133.txt
HERNANDEZ ENRIQUE JR,,2026-05-27,2026-05-29,1272,0.0,0.0,A,A,34859,False,True,False,0000093410-26-000131,https://www.sec.gov/Archives/edgar/data/93410/000009341026000131/0000093410-26-000131.txt
Frank John,,2026-05-27,2026-05-29,1272,0.0,0.0,A,A,20333,False,True,False,0000093410-26-000129,https://www.sec.gov/Archives/edgar/data/93410/000009341026000129/0000093410-26-000129.txt
Austin Wanda M,,2026-05-27,2026-05-29,1272,0.0,0.0,A,A,3032,False,True,False,0000093410-26-000127,https://www.sec.gov/Archives/edgar/data/93410/000009341026000127/0000093410-26-000127.txt
HESS JOHN B,,2026-05-20,2026-05-22,117836,191.5195,22567891.8,D,S,540209,False,True,False,0000093410-26-000121,https://www.sec.gov/Archives/edgar/data/93410/000009341026000121/0000093410-26-000121.txt
HESS JOHN B,,2026-05-20,2026-05-22,119787,192.8617,23102324.46,D,S,420422,False,True,False,0000093410-26-000121,https://www.sec.gov/Archives/edgar/data/93410/000009341026000121/0000093410-26-000121.txt
