insider,title,transaction_date,filing_date,shares,price,value_usd,acquired_disposed,transaction_code,shares_owned_after,is_10b5_1,is_director,is_officer,accession,source_path
Ross Susan Williamson,,2026-05-29,2026-05-29,238,1700.0,404600.0,A,M,624,False,True,False,0000906163-26-000081,https://www.sec.gov/Archives/edgar/data/906163/000090616326000081/0000906163-26-000081.txt
Bredow Eugene James,Chief Executive Officer,2026-05-14,2026-05-15,60,5776.15,346569.0,A,I,140,False,False,True,0000906163-26-000049,https://www.sec.gov/Archives/edgar/data/906163/000090616326000049/0000906163-26-000049.txt
Bredow Eugene James,Chief Executive Officer,2026-05-06,2026-05-07,80,6262.53,501002.4,A,I,80,False,False,True,0000906163-26-000042,https://www.sec.gov/Archives/edgar/data/906163/000090616326000042/0000906163-26-000042.txt
DeVito Michael J,,2026-04-24,2026-04-27,11,6699.5,73694.5,A,P,25,False,True,False,0000906163-26-000036,https://www.sec.gov/Archives/edgar/data/906163/000090616326000036/0000906163-26-000036.txt
ANDREWS CHARLES ELLIOTT,,2026-02-20,2026-02-23,5,0.0,0.0,D,G,774,False,True,False,0000906163-26-000024,https://www.sec.gov/Archives/edgar/data/906163/000090616326000024/0000906163-26-000024.txt
Ross Susan Williamson,,2026-02-13,2026-02-17,200,1700.0,340000.0,A,M,586,False,True,False,0000906163-26-000022,https://www.sec.gov/Archives/edgar/data/906163/000090616326000022/0000906163-26-000022.txt
Ross Susan Williamson,,2026-02-13,2026-02-17,200,7922.06,1584412.0,D,S,386,False,True,False,0000906163-26-000022,https://www.sec.gov/Archives/edgar/data/906163/000090616326000022/0000906163-26-000022.txt
Kelpy Matthew B.,"VP, Chief Accounting Officer",2026-02-10,2026-02-11,500,4475.53,2237765.0,A,M,708,False,False,True,0000906163-26-000017,https://www.sec.gov/Archives/edgar/data/906163/000090616326000017/0000906163-26-000017.txt
Kelpy Matthew B.,"VP, Chief Accounting Officer",2026-02-10,2026-02-11,500,8100.0,4050000.0,D,S,208,False,False,True,0000906163-26-000017,https://www.sec.gov/Archives/edgar/data/906163/000090616326000017/0000906163-26-000017.txt
Ross Susan Williamson,,2026-02-05,2026-02-06,200,1700.0,340000.0,A,M,586,False,True,False,0000906163-26-000012,https://www.sec.gov/Archives/edgar/data/906163/000090616326000012/0000906163-26-000012.txt
Ross Susan Williamson,,2026-02-05,2026-02-06,200,8091.62,1618324.0,D,S,386,False,True,False,0000906163-26-000012,https://www.sec.gov/Archives/edgar/data/906163/000090616326000012/0000906163-26-000012.txt
Ross Susan Williamson,,2026-02-04,2026-02-05,220,1700.0,374000.0,A,M,606,False,True,False,0000906163-26-000008,https://www.sec.gov/Archives/edgar/data/906163/000090616326000008/0000906163-26-000008.txt
Ross Susan Williamson,,2026-02-04,2026-02-05,220,8000.0,1760000.0,D,S,386,False,True,False,0000906163-26-000008,https://www.sec.gov/Archives/edgar/data/906163/000090616326000008/0000906163-26-000008.txt
ANDREWS CHARLES ELLIOTT,,2025-12-16,2025-12-17,50,0.0,0.0,D,G,779,False,True,False,0000906163-25-000125,https://www.sec.gov/Archives/edgar/data/906163/000090616325000125/0000906163-25-000125.txt
Malzahn Daniel David,Chief Financial Officer,2025-12-15,2025-12-16,3,0.0,0.0,D,G,13793,False,False,True,0000906163-25-000123,https://www.sec.gov/Archives/edgar/data/906163/000090616325000123/0000906163-25-000123.txt
PREISER DAVID A,,2025-12-12,2025-12-19,35,0.0,0.0,D,G,204,False,True,False,0000906163-25-000127,https://www.sec.gov/Archives/edgar/data/906163/000090616325000127/0000906163-25-000127.txt
DeVito Michael J,,2025-11-03,2025-11-05,14,7068.05,98952.7,A,P,14,False,True,False,0000906163-25-000118,https://www.sec.gov/Archives/edgar/data/906163/000090616325000118/0000906163-25-000118.txt
Jung Alexandra A,,2025-08-26,2025-08-28,200,2450.0,490000.0,A,M,275,False,True,False,0000906163-25-000102,https://www.sec.gov/Archives/edgar/data/906163/000090616325000102/0000906163-25-000102.txt
Jung Alexandra A,,2025-08-26,2025-08-28,200,8082.44,1616488.0,D,S,75,False,True,False,0000906163-25-000102,https://www.sec.gov/Archives/edgar/data/906163/000090616325000102/0000906163-25-000102.txt
Jung Alexandra A,,2025-08-22,2025-08-26,50,8231.74,411587.0,D,S,75,False,True,False,0000906163-25-000098,https://www.sec.gov/Archives/edgar/data/906163/000090616325000098/0000906163-25-000098.txt
Kelpy Matthew B.,"VP, Chief Accounting Officer",2025-08-13,2025-08-14,600,2843.17,1705902.0,A,M,808,False,False,True,0000906163-25-000094,https://www.sec.gov/Archives/edgar/data/906163/000090616325000094/0000906163-25-000094.txt
Kelpy Matthew B.,"VP, Chief Accounting Officer",2025-08-13,2025-08-14,600,8100.0,4860000.0,D,S,208,False,False,True,0000906163-25-000094,https://www.sec.gov/Archives/edgar/data/906163/000090616325000094/0000906163-25-000094.txt
Ross Susan Williamson,,2025-08-04,2025-08-05,125,1700.0,212500.0,A,M,511,False,True,False,0000906163-25-000086,https://www.sec.gov/Archives/edgar/data/906163/000090616325000086/0000906163-25-000086.txt
Ross Susan Williamson,,2025-08-04,2025-08-05,125,7850.28,981285.0,D,S,386,False,True,False,0000906163-25-000086,https://www.sec.gov/Archives/edgar/data/906163/000090616325000086/0000906163-25-000086.txt
Malzahn Daniel David,Chief Financial Officer,2025-08-01,2025-08-05,33,0.0,0.0,D,G,13796,False,False,True,0000906163-25-000084,https://www.sec.gov/Archives/edgar/data/906163/000090616325000084/0000906163-25-000084.txt
