insider,title,transaction_date,filing_date,shares,price,value_usd,acquired_disposed,transaction_code,shares_owned_after,is_10b5_1,is_director,is_officer,accession,source_path
CAHILL JOHN T,,2026-06-23,2026-06-23,2000,189.2,378400.0,A,P,4000,False,True,False,0001197000-26-000008,https://www.sec.gov/Archives/edgar/data/769397/000119700026000008/0001197000-26-000008.txt
Krishnan Ram R.,,2026-06-22,2026-06-22,0,0.0,0.0,A,A,1641,False,True,False,0001847946-26-000008,https://www.sec.gov/Archives/edgar/data/769397/000184794626000008/0001847946-26-000008.txt
Krishnan Ram R.,,2026-06-22,2026-06-22,0,0.0,0.0,A,A,1641,False,True,False,0001847946-26-000008,https://www.sec.gov/Archives/edgar/data/769397/000184794626000008/0001847946-26-000008.txt
rahim rami,,2026-06-17,2026-06-22,466,0.0,0.0,A,A,5115,False,True,False,0001560849-26-000005,https://www.sec.gov/Archives/edgar/data/769397/000156084926000005/0001560849-26-000005.txt
rahim rami,,2026-06-17,2026-06-22,1553,0.0,0.0,A,A,6668,False,True,False,0001560849-26-000005,https://www.sec.gov/Archives/edgar/data/769397/000156084926000005/0001560849-26-000005.txt
Smith Stacy J,,2026-06-17,2026-06-22,1087,0.0,0.0,A,A,27604,False,True,False,0000769397-26-000052,https://www.sec.gov/Archives/edgar/data/769397/000076939726000052/0000769397-26-000052.txt
Smith Stacy J,,2026-06-17,2026-06-22,1553,0.0,0.0,A,A,29157,False,True,False,0000769397-26-000052,https://www.sec.gov/Archives/edgar/data/769397/000076939726000052/0000769397-26-000052.txt
Simons Anna C,,2026-06-17,2026-06-22,466,0.0,0.0,A,A,1492,False,True,False,0002058781-26-000002,https://www.sec.gov/Archives/edgar/data/769397/000205878126000002/0002058781-26-000002.txt
Simons Anna C,,2026-06-17,2026-06-22,1553,0.0,0.0,A,A,3045,False,True,False,0002058781-26-000002,https://www.sec.gov/Archives/edgar/data/769397/000205878126000002/0002058781-26-000002.txt
Irving Blake,,2026-06-17,2026-06-22,559,0.0,0.0,A,A,11349,False,True,False,0001492275-26-000009,https://www.sec.gov/Archives/edgar/data/769397/000149227526000009/0001492275-26-000009.txt
Irving Blake,,2026-06-17,2026-06-22,1553,0.0,0.0,A,A,12902,False,True,False,0001492275-26-000009,https://www.sec.gov/Archives/edgar/data/769397/000149227526000009/0001492275-26-000009.txt
Howard Ayanna,,2026-06-17,2026-06-22,466,0.0,0.0,A,A,3942,False,True,False,0001788899-26-000004,https://www.sec.gov/Archives/edgar/data/769397/000178889926000004/0001788899-26-000004.txt
