insider,title,transaction_date,filing_date,shares,price,value_usd,acquired_disposed,transaction_code,shares_owned_after,is_10b5_1,is_director,is_officer,accession,source_path
Hamm Gregory C.,"VP, CFO and Treasurer",2026-06-01,2026-06-02,1000,12.7662,12766.2,D,S,77668,True,False,True,0001104659-26-069529,https://www.sec.gov/Archives/edgar/data/1342423/000110465926069529/0001104659-26-069529.txt
Hamm Gregory C.,"VP, CFO and Treasurer",2026-05-01,2026-05-05,1000,12.7845,12784.5,D,S,78668,True,False,True,0001104659-26-055619,https://www.sec.gov/Archives/edgar/data/1342423/000110465926055619/0001104659-26-055619.txt
Hamm Gregory C.,"VP, CFO and Treasurer",2026-04-02,2026-04-03,1000,13.41,13410.0,D,S,79668,True,False,True,0001104659-26-039623,https://www.sec.gov/Archives/edgar/data/1342423/000110465926039623/0001104659-26-039623.txt
TERRY EDGAR A.,,2026-03-25,2026-03-26,6315,0.0,0.0,A,P,32590,False,True,False,0001104659-26-035189,https://www.sec.gov/Archives/edgar/data/1342423/000110465926035189/0001104659-26-035189.txt
Slater Scott S,,2026-03-25,2026-03-26,6315,0.0,0.0,A,P,70762,False,True,False,0001104659-26-035196,https://www.sec.gov/Archives/edgar/data/1342423/000110465926035196/0001104659-26-035196.txt
NOLAN PETER J,,2026-03-25,2026-03-26,6315,0.0,0.0,D,S,1140177,False,True,False,0001104659-26-035173,https://www.sec.gov/Archives/edgar/data/1342423/000110465926035173/0001104659-26-035173.txt
Mora Elizabeth,,2026-03-25,2026-03-26,6315,0.0,0.0,D,S,23850,False,True,False,0001104659-26-035192,https://www.sec.gov/Archives/edgar/data/1342423/000110465926035192/0001104659-26-035192.txt
Kimball Gordon E,,2026-03-25,2026-03-26,6315,0.0,0.0,A,P,60858,False,True,False,0001104659-26-035181,https://www.sec.gov/Archives/edgar/data/1342423/000110465926035181/0001104659-26-035181.txt
Carbone Barbara,,2026-03-25,2026-03-26,6315,0.0,0.0,D,S,19293,False,True,False,0001104659-26-035185,https://www.sec.gov/Archives/edgar/data/1342423/000110465926035185/0001104659-26-035185.txt
Hamm Gregory C.,"VP, CFO and Treasurer",2026-03-03,2026-03-03,1000,13.9681,13968.1,D,S,80668,True,False,True,0001104659-26-022924,https://www.sec.gov/Archives/edgar/data/1342423/000110465926022924/0001104659-26-022924.txt
PALAMOUNTAIN MARK,"EVP, CFO and Treasurer",2026-02-09,2026-02-17,31248,14.25,445284.0,D,S,75958,False,False,True,0001104659-26-016383,https://www.sec.gov/Archives/edgar/data/1342423/000110465926016383/0001104659-26-016383.txt
Slater Scott S,,2026-01-08,2026-01-09,5000,12.85,64250.0,A,P,64447,False,True,False,0001104659-26-002450,https://www.sec.gov/Archives/edgar/data/1342423/000110465926002450/0001104659-26-002450.txt
NOLAN PETER J,,2026-01-05,2026-01-06,3580,12.7821,45759.92,A,P,1133862,False,True,False,0001104659-26-001279,https://www.sec.gov/Archives/edgar/data/1342423/000110465926001279/0001104659-26-001279.txt
NOLAN PETER J,,2026-01-02,2026-01-06,16420,12.7291,209011.82,A,P,1130282,False,True,False,0001104659-26-001279,https://www.sec.gov/Archives/edgar/data/1342423/000110465926001279/0001104659-26-001279.txt
PALAMOUNTAIN MARK,"EVP, CFO and Treasurer",2025-12-22,2025-12-29,3745,14.4,53928.0,D,S,107206,False,False,True,0001104659-25-124825,https://www.sec.gov/Archives/edgar/data/1342423/000110465925124825/0001104659-25-124825.txt
Edwards Harold S,President and CEO,2025-12-22,2025-12-29,6151,14.4,88574.4,D,S,243609,False,True,True,0001104659-25-124822,https://www.sec.gov/Archives/edgar/data/1342423/000110465925124822/0001104659-25-124822.txt
PALAMOUNTAIN MARK,"EVP, CFO and Treasurer",2025-12-18,2025-12-22,2335,14.95,34908.25,D,S,110951,False,False,True,0001104659-25-123796,https://www.sec.gov/Archives/edgar/data/1342423/000110465925123796/0001104659-25-123796.txt
Edwards Harold S,President and CEO,2025-12-18,2025-12-22,3370,14.95,50381.5,D,S,249760,False,True,True,0001104659-25-123798,https://www.sec.gov/Archives/edgar/data/1342423/000110465925123798/0001104659-25-123798.txt
PALAMOUNTAIN MARK,"EVP, CFO and Treasurer",2025-11-17,2025-11-19,18825,0.0,0.0,A,P,113286,False,False,True,0001104659-25-114133,https://www.sec.gov/Archives/edgar/data/1342423/000110465925114133/0001104659-25-114133.txt
Edwards Harold S,President and CEO,2025-11-17,2025-11-19,37651,0.0,0.0,A,P,253130,False,True,True,0001104659-25-114131,https://www.sec.gov/Archives/edgar/data/1342423/000110465925114131/0001104659-25-114131.txt
PALAMOUNTAIN MARK,"EVP, CFO and Treasurer",2025-10-31,2025-11-07,5822,14.13,82264.86,D,S,94461,False,False,True,0001104659-25-108609,https://www.sec.gov/Archives/edgar/data/1342423/000110465925108609/0001104659-25-108609.txt
PALAMOUNTAIN MARK,"EVP, CFO and Treasurer",2025-10-31,2025-11-04,9970,14.13,140876.1,D,S,90313,False,False,True,0001104659-25-106313,https://www.sec.gov/Archives/edgar/data/1342423/000110465925106313/0001104659-25-106313.txt
Edwards Harold S,President and CEO,2025-10-31,2025-11-07,9811,14.13,138629.43,D,S,215479,False,True,True,0001104659-25-108610,https://www.sec.gov/Archives/edgar/data/1342423/000110465925108610/0001104659-25-108610.txt
Edwards Harold S,President and CEO,2025-10-31,2025-11-04,16798,14.13,237355.74,D,S,208492,False,True,True,0001104659-25-106315,https://www.sec.gov/Archives/edgar/data/1342423/000110465925106315/0001104659-25-106315.txt
