insider,title,transaction_date,filing_date,shares,price,value_usd,acquired_disposed,transaction_code,shares_owned_after,is_10b5_1,is_director,is_officer,accession,source_path
BASS KEITH E,,2026-05-29,2026-06-01,1047,20.89,21871.83,A,P,45178,False,True,False,0001403625-26-000009,https://www.sec.gov/Archives/edgar/data/52827/000140362526000009/0001403625-26-000009.txt
SULLIVAN LENORE M,,2026-05-15,2026-05-19,6811,19.82,134994.02,A,P,67471,False,True,False,0001267871-26-000008,https://www.sec.gov/Archives/edgar/data/52827/000126787126000008/0001267871-26-000008.txt
Nelson Ann C,,2026-05-15,2026-05-19,6811,19.82,134994.02,A,P,44613,False,True,False,0001811413-26-000005,https://www.sec.gov/Archives/edgar/data/52827/000181141326000005/0001811413-26-000005.txt
LELAND D MARK,,2026-05-15,2026-05-19,6811,19.82,134994.02,A,P,64006,False,True,False,0001174722-26-000007,https://www.sec.gov/Archives/edgar/data/52827/000117472226000007/0001174722-26-000007.txt
Jones Scott R.,,2026-05-15,2026-05-19,6811,19.82,134994.02,A,P,50439,False,True,False,0001612280-26-000002,https://www.sec.gov/Archives/edgar/data/52827/000161228026000002/0001612280-26-000002.txt
Gonsalves Gregg A,,2026-05-15,2026-05-19,6811,19.82,134994.02,A,P,22680,False,True,False,0001705056-26-000002,https://www.sec.gov/Archives/edgar/data/52827/000170505626000002/0001705056-26-000002.txt
COVEY MICHAEL J,,2026-05-15,2026-05-19,6811,19.82,134994.02,A,P,238388,False,True,False,0001202540-26-000008,https://www.sec.gov/Archives/edgar/data/52827/000120254026000008/0001202540-26-000008.txt
Breard Linda M.,,2026-05-15,2026-05-19,6811,19.82,134994.02,A,P,66514,False,True,False,0001510492-26-000008,https://www.sec.gov/Archives/edgar/data/52827/000151049226000008/0001510492-26-000008.txt
BASS KEITH E,,2026-05-15,2026-05-19,6811,19.82,134994.02,A,P,44131,False,True,False,0001403625-26-000006,https://www.sec.gov/Archives/edgar/data/52827/000140362526000006/0001403625-26-000006.txt
WASECHEK WAYNE,EVP and CFO,2026-04-20,2026-04-21,2920,21.17,61816.4,D,S,115530,True,False,True,0001760492-26-000008,https://www.sec.gov/Archives/edgar/data/52827/000176049226000008/0001760492-26-000008.txt
Tice April J.,SVP & Chief Accounting Officer,2026-04-03,2026-04-06,372,21.1,7849.2,D,S,79552,False,False,True,0001689093-26-000016,https://www.sec.gov/Archives/edgar/data/52827/000168909326000016/0001689093-26-000016.txt
Rogers W. Rhett,"EVP, Land Resources",2026-04-03,2026-04-06,965,21.1,20361.5,D,S,125917,False,False,True,0001699480-26-000017,https://www.sec.gov/Archives/edgar/data/52827/000169948026000017/0001699480-26-000017.txt
McHugh Mark,President and CEO,2026-04-03,2026-04-06,1929,21.1,40701.9,D,S,405365,False,True,True,0001627806-26-000017,https://www.sec.gov/Archives/edgar/data/52827/000162780626000017/0001627806-26-000017.txt
CORR CHRISTOPHER T,"SVP, Real Estate Development",2026-04-03,2026-04-06,534,21.1,11267.4,D,S,86166,False,False,True,0001353928-26-000013,https://www.sec.gov/Archives/edgar/data/52827/000135392826000013/0001353928-26-000013.txt
Bridwell Mark R,"EVP, GC and Secretary",2026-04-03,2026-04-06,817,21.1,17238.7,D,S,136979,False,False,True,0001612263-26-000013,https://www.sec.gov/Archives/edgar/data/52827/000161226326000013/0001612263-26-000013.txt
Tice April J.,SVP & Chief Accounting Officer,2026-04-01,2026-04-03,236,20.86,4922.96,D,S,83786,False,False,True,0001689093-26-000013,https://www.sec.gov/Archives/edgar/data/52827/000168909326000013/0001689093-26-000013.txt
Tice April J.,SVP & Chief Accounting Officer,2026-04-01,2026-04-03,1484,20.86,30956.24,D,S,82302,False,False,True,0001689093-26-000013,https://www.sec.gov/Archives/edgar/data/52827/000168909326000013/0001689093-26-000013.txt
Tice April J.,SVP & Chief Accounting Officer,2026-04-01,2026-04-03,1061,20.86,22132.46,D,S,81241,False,False,True,0001689093-26-000013,https://www.sec.gov/Archives/edgar/data/52827/000168909326000013/0001689093-26-000013.txt
Tice April J.,SVP & Chief Accounting Officer,2026-04-01,2026-04-03,1317,20.86,27472.62,D,S,79924,False,False,True,0001689093-26-000013,https://www.sec.gov/Archives/edgar/data/52827/000168909326000013/0001689093-26-000013.txt
Rogers W. Rhett,"EVP, Land Resources",2026-04-01,2026-04-03,589,20.86,12286.54,D,S,133200,False,False,True,0001699480-26-000014,https://www.sec.gov/Archives/edgar/data/52827/000169948026000014/0001699480-26-000014.txt
Rogers W. Rhett,"EVP, Land Resources",2026-04-01,2026-04-03,3858,20.86,80477.88,D,S,129342,False,False,True,0001699480-26-000014,https://www.sec.gov/Archives/edgar/data/52827/000169948026000014/0001699480-26-000014.txt
Rogers W. Rhett,"EVP, Land Resources",2026-04-01,2026-04-03,1099,20.86,22925.14,D,S,128243,False,False,True,0001699480-26-000014,https://www.sec.gov/Archives/edgar/data/52827/000169948026000014/0001699480-26-000014.txt
Rogers W. Rhett,"EVP, Land Resources",2026-04-01,2026-04-03,1361,20.86,28390.46,D,S,126882,False,False,True,0001699480-26-000014,https://www.sec.gov/Archives/edgar/data/52827/000169948026000014/0001699480-26-000014.txt
McHugh Mark,President and CEO,2026-04-01,2026-04-03,1412,20.86,29454.32,D,S,424266,False,True,True,0001627806-26-000014,https://www.sec.gov/Archives/edgar/data/52827/000162780626000014/0001627806-26-000014.txt
McHugh Mark,President and CEO,2026-04-01,2026-04-03,7716,20.86,160955.76,D,S,416550,False,True,True,0001627806-26-000014,https://www.sec.gov/Archives/edgar/data/52827/000162780626000014/0001627806-26-000014.txt
