insider,title,transaction_date,filing_date,shares,price,value_usd,acquired_disposed,transaction_code,shares_owned_after,is_10b5_1,is_director,is_officer,accession,source_path
Lafnitzegger Kelly,"EVP, Chief HR Officer",2026-06-03,2026-06-03,549,72.55,39829.95,D,F,11225,False,False,True,0002025132-26-000006,https://www.sec.gov/Archives/edgar/data/5272/000202513226000006/0002025132-26-000006.txt
Navagamuwa Roshan,"EVP, Chief Info. Officer",2026-04-01,2026-04-02,19704,0.0,0.0,A,M,70604,False,False,True,0002005230-26-000008,https://www.sec.gov/Archives/edgar/data/5272/000200523026000008/0002005230-26-000008.txt
Navagamuwa Roshan,"EVP, Chief Info. Officer",2026-04-01,2026-04-02,10059,75.56,760058.04,D,F,60545,False,False,True,0002005230-26-000008,https://www.sec.gov/Archives/edgar/data/5272/000200523026000008/0002005230-26-000008.txt
Zaffino Peter,Chairman & CEO,2026-03-03,2026-03-03,134150,80.49,10797733.5,D,F,792833,False,True,True,0001428849-26-000004,https://www.sec.gov/Archives/edgar/data/5272/000142884926000004/0001428849-26-000004.txt
Walsh Keith,EVP and CFO,2026-03-03,2026-03-03,1405,80.49,113088.45,D,F,44962,False,False,True,0002041533-26-000006,https://www.sec.gov/Archives/edgar/data/5272/000204153326000006/0002041533-26-000006.txt
Twiningdavis Melissa,"EVP, Chief Admin Officer",2026-03-03,2026-03-03,657,80.49,52881.93,D,F,39419,False,False,True,0002034303-26-000004,https://www.sec.gov/Archives/edgar/data/5272/000203430326000004/0002034303-26-000004.txt
Schaper Christopher,"EVP, Chief Risk Officer",2026-03-03,2026-03-03,10857,80.49,873879.93,D,F,101189,False,False,True,0001529254-26-000006,https://www.sec.gov/Archives/edgar/data/5272/000152925426000006/0001529254-26-000006.txt
Navagamuwa Roshan,"EVP, Chief Info. Officer",2026-03-03,2026-03-03,1874,80.49,150838.26,D,F,50900,False,False,True,0002005230-26-000006,https://www.sec.gov/Archives/edgar/data/5272/000200523026000006/0002005230-26-000006.txt
Lafnitzegger Kelly,"EVP, Chief HR Officer",2026-03-03,2026-03-03,702,80.49,56503.98,D,F,11774,False,False,True,0002025132-26-000004,https://www.sec.gov/Archives/edgar/data/5272/000202513226000004/0002025132-26-000004.txt
Hancock Jonathan,"EVP & CEO, Int'l Insurance",2026-03-03,2026-03-03,13259,80.49,1067216.91,D,F,113685,False,False,True,0002006047-26-000006,https://www.sec.gov/Archives/edgar/data/5272/000200604726000006/0002006047-26-000006.txt
Glazer Rose Marie E.,"EVP, General Counsel",2026-03-03,2026-03-03,11753,80.49,945998.97,D,F,79130,False,False,True,0001901086-26-000006,https://www.sec.gov/Archives/edgar/data/5272/000190108626000006/0001901086-26-000006.txt
Fry Charles,"EVP, Reinsur & Risk Cap Optim",2026-03-03,2026-03-03,12744,80.49,1025764.56,D,F,56314,False,False,True,0002005821-26-000006,https://www.sec.gov/Archives/edgar/data/5272/000200582126000006/0002005821-26-000006.txt
Dandridge Edward Lee,"EVP, Chief Marketing & Comms",2026-03-03,2026-03-03,1171,80.49,94253.79,D,F,11514,False,False,True,0001825015-26-000004,https://www.sec.gov/Archives/edgar/data/5272/000182501526000004/0001825015-26-000004.txt
Carbone Kathleen,VP & Chief Accounting Officer,2026-03-03,2026-03-03,6823,80.49,549183.27,D,F,32504,False,False,True,0001848925-26-000008,https://www.sec.gov/Archives/edgar/data/5272/000184892526000008/0001848925-26-000008.txt
Schaper Christopher,"EVP, Chief Risk Officer",2026-02-21,2026-02-23,2365,0.0,0.0,A,M,112046,False,False,True,0001529254-26-000004,https://www.sec.gov/Archives/edgar/data/5272/000152925426000004/0001529254-26-000004.txt
Hancock Jonathan,"EVP & CEO, Int'l Insurance",2026-02-21,2026-02-23,6490,0.0,0.0,A,M,126944,False,False,True,0002006047-26-000004,https://www.sec.gov/Archives/edgar/data/5272/000200604726000004/0002006047-26-000004.txt
Glazer Rose Marie E.,"EVP, General Counsel",2026-02-21,2026-02-23,1623,0.0,0.0,A,M,90883,False,False,True,0001901086-26-000004,https://www.sec.gov/Archives/edgar/data/5272/000190108626000004/0001901086-26-000004.txt
Fry Charles,"EVP, Reinsur & Risk Cap Optim",2026-02-21,2026-02-23,2108,0.0,0.0,A,M,69058,False,False,True,0002005821-26-000004,https://www.sec.gov/Archives/edgar/data/5272/000200582126000004/0002005821-26-000004.txt
Carbone Kathleen,VP & Chief Accounting Officer,2026-02-21,2026-02-23,2109,0.0,0.0,A,M,39327,False,False,True,0001848925-26-000006,https://www.sec.gov/Archives/edgar/data/5272/000184892526000006/0001848925-26-000006.txt
Zaffino Peter,Chairman & CEO,2026-02-17,2026-02-18,274163,0.0,0.0,A,A,926983,False,True,True,0001428849-26-000002,https://www.sec.gov/Archives/edgar/data/5272/000142884926000002/0001428849-26-000002.txt
Walsh Keith,EVP and CFO,2026-02-17,2026-02-18,8108,0.0,0.0,A,A,46367,False,False,True,0002041533-26-000004,https://www.sec.gov/Archives/edgar/data/5272/000204153326000004/0002041533-26-000004.txt
Twiningdavis Melissa,"EVP, Chief Admin Officer",2026-02-17,2026-02-18,5675,0.0,0.0,A,A,40076,False,False,True,0002034303-26-000002,https://www.sec.gov/Archives/edgar/data/5272/000203430326000002/0002034303-26-000002.txt
Schaper Christopher,"EVP, Chief Risk Officer",2026-02-17,2026-02-18,22845,0.0,0.0,A,A,103843,False,False,True,0001529254-26-000002,https://www.sec.gov/Archives/edgar/data/5272/000152925426000002/0001529254-26-000002.txt
Schaper Christopher,"EVP, Chief Risk Officer",2026-02-17,2026-02-18,5838,0.0,0.0,A,A,109681,False,False,True,0001529254-26-000002,https://www.sec.gov/Archives/edgar/data/5272/000152925426000002/0001529254-26-000002.txt
Navagamuwa Roshan,"EVP, Chief Info. Officer",2026-02-17,2026-02-18,5189,0.0,0.0,A,A,52774,False,False,True,0002005230-26-000004,https://www.sec.gov/Archives/edgar/data/5272/000200523026000004/0002005230-26-000004.txt
Lafnitzegger Kelly,"EVP, Chief HR Officer",2026-02-17,2026-02-18,5675,0.0,0.0,A,A,12476,False,False,True,0002025132-26-000002,https://www.sec.gov/Archives/edgar/data/5272/000202513226000002/0002025132-26-000002.txt
Hancock Jonathan,"EVP & CEO, Int'l Insurance",2026-02-17,2026-02-18,15673,0.0,0.0,A,A,104094,False,False,True,0002006047-26-000002,https://www.sec.gov/Archives/edgar/data/5272/000200604726000002/0002006047-26-000002.txt
Hancock Jonathan,"EVP & CEO, Int'l Insurance",2026-02-17,2026-02-18,16360,0.0,0.0,A,A,120454,False,False,True,0002006047-26-000002,https://www.sec.gov/Archives/edgar/data/5272/000200604726000002/0002006047-26-000002.txt
Hallworth Scott,"EVP, Chief Digital Officer",2026-02-17,2026-02-18,5189,0.0,0.0,A,A,15125,False,False,True,0002094881-26-000005,https://www.sec.gov/Archives/edgar/data/5272/000209488126000005/0002094881-26-000005.txt
Glazer Rose Marie E.,"EVP, General Counsel",2026-02-17,2026-02-18,15665,0.0,0.0,A,A,78720,False,False,True,0001901086-26-000002,https://www.sec.gov/Archives/edgar/data/5272/000190108626000002/0001901086-26-000002.txt
Glazer Rose Marie E.,"EVP, General Counsel",2026-02-17,2026-02-18,10540,0.0,0.0,A,A,89260,False,False,True,0001901086-26-000002,https://www.sec.gov/Archives/edgar/data/5272/000190108626000002/0001901086-26-000002.txt
Fry Charles,"EVP, Reinsur & Risk Cap Optim",2026-02-17,2026-02-18,20363,0.0,0.0,A,A,59867,False,False,True,0002005821-26-000002,https://www.sec.gov/Archives/edgar/data/5272/000200582126000002/0002005821-26-000002.txt
Fry Charles,"EVP, Reinsur & Risk Cap Optim",2026-02-17,2026-02-18,7083,0.0,0.0,A,A,66950,False,False,True,0002005821-26-000002,https://www.sec.gov/Archives/edgar/data/5272/000200582126000002/0002005821-26-000002.txt
Dandridge Edward Lee,"EVP, Chief Marketing & Comms",2026-02-17,2026-02-18,3243,0.0,0.0,A,A,12685,False,False,True,0001825015-26-000002,https://www.sec.gov/Archives/edgar/data/5272/000182501526000002/0001825015-26-000002.txt
Carbone Kathleen,VP & Chief Accounting Officer,2026-02-17,2026-02-18,5090,0.0,0.0,A,A,29110,False,False,True,0001848925-26-000004,https://www.sec.gov/Archives/edgar/data/5272/000184892526000004/0001848925-26-000004.txt
Carbone Kathleen,VP & Chief Accounting Officer,2026-02-17,2026-02-18,8108,0.0,0.0,A,A,37218,False,False,True,0001848925-26-000004,https://www.sec.gov/Archives/edgar/data/5272/000184892526000004/0001848925-26-000004.txt
Andersen Eric,President & CEO Elect,2026-02-17,2026-02-18,30812,0.0,0.0,A,A,186400,False,False,True,0001697695-26-000007,https://www.sec.gov/Archives/edgar/data/5272/000169769526000007/0001697695-26-000007.txt
Andersen Eric,President & CEO Elect,2026-02-16,2026-02-18,155588,0.0,0.0,A,A,155588,False,False,True,0001697695-26-000007,https://www.sec.gov/Archives/edgar/data/5272/000169769526000007/0001697695-26-000007.txt
"AMERICAN INTERNATIONAL GROUP, INC.",,2026-02-12,2026-02-12,24654833,30.42,750000019.86,D,S,25457020,False,False,False,0000005272-26-000029,https://www.sec.gov/Archives/edgar/data/5272/000000527226000029/0000005272-26-000029.txt
Walsh Keith,EVP and CFO,2026-02-02,2026-02-02,4540,73.92,335596.8,D,F,38259,False,False,True,0002041533-26-000002,https://www.sec.gov/Archives/edgar/data/5272/000204153326000002/0002041533-26-000002.txt
Navagamuwa Roshan,"EVP, Chief Info. Officer",2026-01-05,2026-01-07,11657,0.0,0.0,A,A,47585,False,False,True,0002005230-26-000002,https://www.sec.gov/Archives/edgar/data/5272/000200523026000002/0002005230-26-000002.txt
Carbone Kathleen,VP & Chief Accounting Officer,2026-01-05,2026-01-07,5828,0.0,0.0,A,A,24020,False,False,True,0001848925-26-000002,https://www.sec.gov/Archives/edgar/data/5272/000184892526000002/0001848925-26-000002.txt
Walsh Keith,EVP and CFO,2025-12-30,2026-02-02,5,86.54,432.7,A,P,42799,False,False,True,0002041533-26-000002,https://www.sec.gov/Archives/edgar/data/5272/000204153326000002/0002041533-26-000002.txt
Inglis John C,,2025-12-30,2025-12-31,13,86.47,1124.11,A,P,2680,False,True,False,0001657175-25-000005,https://www.sec.gov/Archives/edgar/data/5272/000165717525000005/0001657175-25-000005.txt
Glazer Rose Marie E.,"EVP, General Counsel",2025-12-15,2025-12-15,5071,0.0,0.0,A,M,65644,False,False,True,0001901086-25-000003,https://www.sec.gov/Archives/edgar/data/5272/000190108625000003/0001901086-25-000003.txt
Glazer Rose Marie E.,"EVP, General Counsel",2025-12-15,2025-12-15,2589,86.3,223430.7,D,F,63055,False,False,True,0001901086-25-000003,https://www.sec.gov/Archives/edgar/data/5272/000190108625000003/0001901086-25-000003.txt
Zaffino Peter,Chairman & CEO,2025-12-08,2025-12-08,85403,0.0,0.0,A,M,694609,False,True,True,0001428849-25-000003,https://www.sec.gov/Archives/edgar/data/5272/000142884925000003/0001428849-25-000003.txt
Zaffino Peter,Chairman & CEO,2025-12-08,2025-12-08,41789,76.31,3188918.59,D,F,652820,False,True,True,0001428849-25-000003,https://www.sec.gov/Archives/edgar/data/5272/000142884925000003/0001428849-25-000003.txt
"AMERICAN INTERNATIONAL GROUP, INC.",,2025-11-04,2025-11-05,32600000,31.1,1013860000.0,D,S,50111853,False,False,False,0000005272-25-000161,https://www.sec.gov/Archives/edgar/data/5272/000000527225000161/0000005272-25-000161.txt
Walsh Keith,EVP and CFO,2025-10-21,2025-10-22,7563,78.38,592787.94,D,F,42772,False,False,True,0001225208-25-008715,https://www.sec.gov/Archives/edgar/data/5272/000122520825008715/0001225208-25-008715.txt
Dandridge Edward Lee,"EVP, Chief Marketing & Comms",2025-10-16,2025-10-17,2811,0.0,0.0,A,M,10878,False,False,True,0001225208-25-008638,https://www.sec.gov/Archives/edgar/data/5272/000122520825008638/0001225208-25-008638.txt
Dandridge Edward Lee,"EVP, Chief Marketing & Comms",2025-10-16,2025-10-17,1436,77.02,110600.72,D,F,9442,False,False,True,0001225208-25-008638,https://www.sec.gov/Archives/edgar/data/5272/000122520825008638/0001225208-25-008638.txt
Walsh Keith,EVP and CFO,2025-09-30,2026-02-02,5,77.75,388.75,A,P,42793,False,False,True,0002041533-26-000002,https://www.sec.gov/Archives/edgar/data/5272/000204153326000002/0002041533-26-000002.txt
Inglis John C,,2025-09-30,2025-10-01,15,78.0329,1170.49,A,P,2666,False,True,False,0001225208-25-008188,https://www.sec.gov/Archives/edgar/data/5272/000122520825008188/0001225208-25-008188.txt
"AMERICAN INTERNATIONAL GROUP, INC.",,2025-09-05,2025-09-08,1184160,33.65,39846984.0,D,S,82711853,False,False,False,0000005272-25-000137,https://www.sec.gov/Archives/edgar/data/5272/000000527225000137/0000005272-25-000137.txt
Zaffino Peter,Chairman & CEO,2025-08-18,2025-08-19,31760,0.0,0.0,D,G,609206,False,True,True,0001225208-25-007341,https://www.sec.gov/Archives/edgar/data/5272/000122520825007341/0001225208-25-007341.txt
Inglis John C,,2025-08-08,2025-08-08,653,77.04,50307.12,A,P,2651,False,True,False,0001225208-25-007183,https://www.sec.gov/Archives/edgar/data/5272/000122520825007183/0001225208-25-007183.txt
Walsh Keith,EVP and CFO,2025-06-27,2026-02-02,5,84.79,423.95,A,P,42787,False,False,True,0002041533-26-000002,https://www.sec.gov/Archives/edgar/data/5272/000204153326000002/0002041533-26-000002.txt
Walsh Keith,EVP and CFO,2025-03-31,2026-02-02,4,83.52,334.08,A,P,42782,False,False,True,0002041533-26-000002,https://www.sec.gov/Archives/edgar/data/5272/000204153326000002/0002041533-26-000002.txt
Walsh Keith,EVP and CFO,2024-12-30,2026-02-02,5,73.2,366.0,A,P,42777,False,False,True,0002041533-26-000002,https://www.sec.gov/Archives/edgar/data/5272/000204153326000002/0002041533-26-000002.txt
