insider,title,transaction_date,filing_date,shares,price,value_usd,acquired_disposed,transaction_code,shares_owned_after,is_10b5_1,is_director,is_officer,accession,source_path
Lee Damon J.,Chief Financial Officer,2026-07-08,2026-07-10,4698,190.95,897083.1,D,F,36736,False,False,True,0001437749-26-023319,https://www.sec.gov/Archives/edgar/data/1043277/000143774926023319/0001437749-26-023319.txt
Bozeman David P,President & CEO,2026-06-26,2026-06-30,11693,180.34,2108715.62,D,F,178978,False,True,True,0001437749-26-022143,https://www.sec.gov/Archives/edgar/data/1043277/000143774926022143/0001437749-26-022143.txt
RAJAN ARUN,Chief Strat & Innov Officer,2026-05-29,2026-06-02,8714,0.0,0.0,A,A,133340,False,False,True,0001437749-26-019183,https://www.sec.gov/Archives/edgar/data/1043277/000143774926019183/0001437749-26-019183.txt
Capers Dorothy Trefon,Chief Legal Officer,2026-05-05,2026-05-07,1204,161.24,194132.96,D,F,19360,False,False,True,0001437749-26-015630,https://www.sec.gov/Archives/edgar/data/1043277/000143774926015630/0001437749-26-015630.txt
Short Michael John,"President, Global Forwarding",2026-02-17,2026-02-19,7803,176.01,1373406.03,D,F,44298,False,False,True,0001437749-26-004750,https://www.sec.gov/Archives/edgar/data/1043277/000143774926004750/0001437749-26-004750.txt
RAJAN ARUN,Chief Strat & Innov Officer,2026-02-17,2026-02-19,9030,176.01,1589370.3,D,F,124626,False,False,True,0001437749-26-004755,https://www.sec.gov/Archives/edgar/data/1043277/000143774926004755/0001437749-26-004755.txt
Freeman Angela K.,CHRO and ESG Officer,2026-02-17,2026-02-19,6787,176.01,1194579.87,D,F,48824,False,False,True,0001437749-26-004756,https://www.sec.gov/Archives/edgar/data/1043277/000143774926004756/0001437749-26-004756.txt
Castagnetto Michael D.,"Pres, NAST",2026-02-17,2026-02-19,3009,176.01,529614.09,D,F,32479,False,False,True,0001437749-26-004757,https://www.sec.gov/Archives/edgar/data/1043277/000143774926004757/0001437749-26-004757.txt
RAJAN ARUN,Chief Strat & Innov Officer,2026-02-12,2026-02-13,605,167.111,101102.15,A,P,133656,False,False,True,0001437749-26-004142,https://www.sec.gov/Archives/edgar/data/1043277/000143774926004142/0001437749-26-004142.txt
Lee Damon J.,Chief Financial Officer,2026-02-12,2026-02-13,620,162.5221,100763.7,A,P,41364,False,False,True,0001437749-26-004141,https://www.sec.gov/Archives/edgar/data/1043277/000143774926004141/0001437749-26-004141.txt
Castagnetto Michael D.,"Pres, NAST",2026-02-12,2026-02-13,594,168.24,99934.56,A,P,35488,False,False,True,0001437749-26-004171,https://www.sec.gov/Archives/edgar/data/1043277/000143774926004171/0001437749-26-004171.txt
Bozeman David P,President & CEO,2026-02-12,2026-02-13,1223,163.345,199770.93,A,P,190600,False,True,True,0001437749-26-004143,https://www.sec.gov/Archives/edgar/data/1043277/000143774926004143/0001437749-26-004143.txt
Short Michael John,"President, Global Forwarding",2026-02-09,2026-02-11,3787,200.59,759634.33,D,F,58469,True,False,True,0001437749-26-003834,https://www.sec.gov/Archives/edgar/data/1043277/000143774926003834/0001437749-26-003834.txt
Short Michael John,"President, Global Forwarding",2026-02-09,2026-02-11,6368,201.3,1281878.4,D,S,52101,True,False,True,0001437749-26-003834,https://www.sec.gov/Archives/edgar/data/1043277/000143774926003834/0001437749-26-003834.txt
Freeman Angela K.,CHRO and ESG Officer,2026-02-09,2026-02-11,5926,200.59,1188696.34,D,F,64190,False,False,True,0001437749-26-003835,https://www.sec.gov/Archives/edgar/data/1043277/000143774926003835/0001437749-26-003835.txt
Freeman Angela K.,CHRO and ESG Officer,2026-02-09,2026-02-11,8579,200.52,1720261.08,D,S,55611,False,False,True,0001437749-26-003835,https://www.sec.gov/Archives/edgar/data/1043277/000143774926003835/0001437749-26-003835.txt
Short Michael John,"President, Global Forwarding",2026-02-04,2026-02-06,4710,0.0,0.0,A,A,58638,False,False,True,0001437749-26-003375,https://www.sec.gov/Archives/edgar/data/1043277/000143774926003375/0001437749-26-003375.txt
Short Michael John,"President, Global Forwarding",2026-02-04,2026-02-06,3618,0.0,0.0,A,A,62256,False,False,True,0001437749-26-003375,https://www.sec.gov/Archives/edgar/data/1043277/000143774926003375/0001437749-26-003375.txt
RAJAN ARUN,Chief Strat & Innov Officer,2026-02-04,2026-02-06,11780,0.0,0.0,A,A,125826,False,False,True,0001437749-26-003376,https://www.sec.gov/Archives/edgar/data/1043277/000143774926003376/0001437749-26-003376.txt
RAJAN ARUN,Chief Strat & Innov Officer,2026-02-04,2026-02-06,7225,0.0,0.0,A,A,133051,False,False,True,0001437749-26-003376,https://www.sec.gov/Archives/edgar/data/1043277/000143774926003376/0001437749-26-003376.txt
Lee Damon J.,Chief Financial Officer,2026-02-04,2026-02-06,5610,0.0,0.0,A,A,40744,False,False,True,0001437749-26-003372,https://www.sec.gov/Archives/edgar/data/1043277/000143774926003372/0001437749-26-003372.txt
Freeman Angela K.,CHRO and ESG Officer,2026-02-04,2026-02-06,3930,0.0,0.0,A,A,67495,False,False,True,0001437749-26-003374,https://www.sec.gov/Archives/edgar/data/1043277/000143774926003374/0001437749-26-003374.txt
Freeman Angela K.,CHRO and ESG Officer,2026-02-04,2026-02-06,2621,0.0,0.0,A,A,70116,False,False,True,0001437749-26-003374,https://www.sec.gov/Archives/edgar/data/1043277/000143774926003374/0001437749-26-003374.txt
Castagnetto Michael D.,"Pres, NAST",2026-02-04,2026-02-06,4940,0.0,0.0,A,A,33089,False,False,True,0001437749-26-003373,https://www.sec.gov/Archives/edgar/data/1043277/000143774926003373/0001437749-26-003373.txt
Castagnetto Michael D.,"Pres, NAST",2026-02-04,2026-02-06,1805,0.0,0.0,A,A,34894,False,False,True,0001437749-26-003373,https://www.sec.gov/Archives/edgar/data/1043277/000143774926003373/0001437749-26-003373.txt
Capers Dorothy Trefon,Chief Legal Officer,2026-02-04,2026-02-06,3480,0.0,0.0,A,A,20564,False,False,True,0001437749-26-003371,https://www.sec.gov/Archives/edgar/data/1043277/000143774926003371/0001437749-26-003371.txt
Bozeman David P,President & CEO,2026-02-04,2026-02-06,20740,0.0,0.0,A,A,171740,False,True,True,0001437749-26-003370,https://www.sec.gov/Archives/edgar/data/1043277/000143774926003370/0001437749-26-003370.txt
Bozeman David P,President & CEO,2026-02-04,2026-02-06,31201,0.0,0.0,A,A,202941,False,True,True,0001437749-26-003370,https://www.sec.gov/Archives/edgar/data/1043277/000143774926003370/0001437749-26-003370.txt
Bozeman David P,President & CEO,2026-02-04,2026-02-06,13564,199.71,2708866.44,D,F,189377,False,True,True,0001437749-26-003370,https://www.sec.gov/Archives/edgar/data/1043277/000143774926003370/0001437749-26-003370.txt
Castagnetto Michael D.,"Pres, NAST",2026-02-02,2026-02-04,2849,194.2,553275.8,D,S,28149,True,False,True,0001437749-26-002998,https://www.sec.gov/Archives/edgar/data/1043277/000143774926002998/0001437749-26-002998.txt
Short Michael John,"President, Global Forwarding",2026-01-15,2026-01-20,1230,175.0,215250.0,D,S,53928,True,False,True,0001437749-26-001583,https://www.sec.gov/Archives/edgar/data/1043277/000143774926001583/0001437749-26-001583.txt
RAJAN ARUN,Chief Strat & Innov Officer,2026-01-02,2026-01-05,7848,160.76,1261644.48,D,F,114046,False,False,True,0001437749-26-000357,https://www.sec.gov/Archives/edgar/data/1043277/000143774926000357/0001437749-26-000357.txt
Short Michael John,"President, Global Forwarding",2025-12-31,2026-01-05,2853,161.96,462071.88,D,F,57548,True,False,True,0001437749-26-000356,https://www.sec.gov/Archives/edgar/data/1043277/000143774926000356/0001437749-26-000356.txt
Short Michael John,"President, Global Forwarding",2025-12-31,2026-01-05,2390,161.91,386964.9,D,S,55158,True,False,True,0001437749-26-000356,https://www.sec.gov/Archives/edgar/data/1043277/000143774926000356/0001437749-26-000356.txt
RAJAN ARUN,Chief Strat & Innov Officer,2025-12-31,2026-01-05,6197,161.96,1003666.12,D,F,121894,False,False,True,0001437749-26-000357,https://www.sec.gov/Archives/edgar/data/1043277/000143774926000357/0001437749-26-000357.txt
Lee Damon J.,Chief Financial Officer,2025-12-31,2026-01-05,2603,161.96,421581.88,D,F,35134,False,False,True,0001437749-26-000340,https://www.sec.gov/Archives/edgar/data/1043277/000143774926000340/0001437749-26-000340.txt
Freeman Angela K.,CHRO and ESG Officer,2025-12-31,2026-01-05,2163,161.96,350319.48,D,F,63565,False,False,True,0001437749-26-000343,https://www.sec.gov/Archives/edgar/data/1043277/000143774926000343/0001437749-26-000343.txt
Castagnetto Michael D.,"Pres, NAST",2025-12-31,2026-01-05,2390,161.96,387084.4,D,F,30998,False,False,True,0001437749-26-000352,https://www.sec.gov/Archives/edgar/data/1043277/000143774926000352/0001437749-26-000352.txt
Capers Dorothy Trefon,Chief Legal Officer,2025-12-31,2026-01-05,711,161.96,115153.56,D,F,17084,False,False,True,0001437749-26-000355,https://www.sec.gov/Archives/edgar/data/1043277/000143774926000355/0001437749-26-000355.txt
Bozeman David P,President & CEO,2025-12-31,2026-01-05,11209,161.96,1815409.64,D,F,151000,False,True,True,0001437749-26-000358,https://www.sec.gov/Archives/edgar/data/1043277/000143774926000358/0001437749-26-000358.txt
RAJAN ARUN,Chief Strat & Innov Officer,2025-11-17,2025-11-18,2500,152.77,381925.0,D,S,128091,True,False,True,0001437749-25-035596,https://www.sec.gov/Archives/edgar/data/1043277/000143774925035596/0001437749-25-035596.txt
Freeman Angela K.,CHRO and ESG Officer,2025-11-06,2025-11-10,10572,87.15,921349.8,A,M,76300,False,False,True,0001437749-25-034105,https://www.sec.gov/Archives/edgar/data/1043277/000143774925034105/0001437749-25-034105.txt
Freeman Angela K.,CHRO and ESG Officer,2025-11-06,2025-11-10,20220,88.87,1796951.4,A,M,96520,False,False,True,0001437749-25-034105,https://www.sec.gov/Archives/edgar/data/1043277/000143774925034105/0001437749-25-034105.txt
Freeman Angela K.,CHRO and ESG Officer,2025-11-06,2025-11-10,19092,72.74,1388752.08,A,M,115612,False,False,True,0001437749-25-034105,https://www.sec.gov/Archives/edgar/data/1043277/000143774925034105/0001437749-25-034105.txt
Freeman Angela K.,CHRO and ESG Officer,2025-11-06,2025-11-10,38738,149.4852,5790757.68,D,S,76874,False,False,True,0001437749-25-034105,https://www.sec.gov/Archives/edgar/data/1043277/000143774925034105/0001437749-25-034105.txt
Freeman Angela K.,CHRO and ESG Officer,2025-11-06,2025-11-10,11146,150.4697,1677135.28,D,S,65728,False,False,True,0001437749-25-034105,https://www.sec.gov/Archives/edgar/data/1043277/000143774925034105/0001437749-25-034105.txt
Castagnetto Michael D.,"Pres, NAST",2025-11-04,2025-11-05,658,0.0,0.0,D,G,33388,False,False,True,0001437749-25-033408,https://www.sec.gov/Archives/edgar/data/1043277/000143774925033408/0001437749-25-033408.txt
Castagnetto Michael D.,"Pres, NAST",2025-11-03,2025-11-05,7760,76.72,595347.2,A,M,41806,False,False,True,0001437749-25-033408,https://www.sec.gov/Archives/edgar/data/1043277/000143774925033408/0001437749-25-033408.txt
Castagnetto Michael D.,"Pres, NAST",2025-11-03,2025-11-05,10012,87.15,872545.8,A,M,51818,False,False,True,0001437749-25-033408,https://www.sec.gov/Archives/edgar/data/1043277/000143774925033408/0001437749-25-033408.txt
Castagnetto Michael D.,"Pres, NAST",2025-11-03,2025-11-05,6904,88.87,613558.48,A,M,58722,False,False,True,0001437749-25-033408,https://www.sec.gov/Archives/edgar/data/1043277/000143774925033408/0001437749-25-033408.txt
Castagnetto Michael D.,"Pres, NAST",2025-11-03,2025-11-05,20590,72.74,1497716.6,A,M,79312,False,False,True,0001437749-25-033408,https://www.sec.gov/Archives/edgar/data/1043277/000143774925033408/0001437749-25-033408.txt
Castagnetto Michael D.,"Pres, NAST",2025-11-03,2025-11-05,26050,151.476,3945949.8,D,S,53262,False,False,True,0001437749-25-033408,https://www.sec.gov/Archives/edgar/data/1043277/000143774925033408/0001437749-25-033408.txt
Castagnetto Michael D.,"Pres, NAST",2025-11-03,2025-11-05,19216,151.995,2920735.92,D,S,34046,False,False,True,0001437749-25-033408,https://www.sec.gov/Archives/edgar/data/1043277/000143774925033408/0001437749-25-033408.txt
