insider,title,transaction_date,filing_date,shares,price,value_usd,acquired_disposed,transaction_code,shares_owned_after,is_10b5_1,is_director,is_officer,accession,source_path
Sievwright John P.,,2026-06-15,2026-06-17,32076,0.0,0.0,A,A,66319,False,True,False,0001714174-26-000090,https://www.sec.gov/Archives/edgar/data/1714174/000171417426000090/0001714174-26-000090.txt
OCONNELL ELIZABETH,Chief Strategy Officer,2026-06-15,2026-06-17,42112,0.0,0.0,A,M,42112,False,False,True,0001714174-26-000091,https://www.sec.gov/Archives/edgar/data/1714174/000171417426000091/0001714174-26-000091.txt
OCONNELL ELIZABETH,Chief Strategy Officer,2026-06-15,2026-06-17,9265,4.64,42989.6,D,F,32847,False,False,True,0001714174-26-000091,https://www.sec.gov/Archives/edgar/data/1714174/000171417426000091/0001714174-26-000091.txt
Noel Ricky J.,,2026-06-15,2026-06-17,7121,0.0,0.0,A,A,7121,False,True,False,0001714174-26-000088,https://www.sec.gov/Archives/edgar/data/1714174/000171417426000088/0001714174-26-000088.txt
Halmy Christopher A,,2026-06-15,2026-06-17,22406,0.0,0.0,A,A,59576,False,True,False,0001714174-26-000089,https://www.sec.gov/Archives/edgar/data/1714174/000171417426000089/0001714174-26-000089.txt
Gillespie Robert Andrew Joseph,,2026-06-15,2026-06-17,11203,0.0,0.0,A,A,30185,False,True,False,0001714174-26-000087,https://www.sec.gov/Archives/edgar/data/1714174/000171417426000087/0001714174-26-000087.txt
Dames Rukia Baruti,,2026-06-15,2026-06-17,11203,0.0,0.0,A,A,19879,False,True,False,0001714174-26-000083,https://www.sec.gov/Archives/edgar/data/1714174/000171417426000083/0001714174-26-000083.txt
Corrie Pamela B,,2026-06-15,2026-06-17,11203,0.0,0.0,A,A,19365,False,True,False,0001714174-26-000084,https://www.sec.gov/Archives/edgar/data/1714174/000171417426000084/0001714174-26-000084.txt
BOGART CHRISTOPHER P,Chief Executive Officer,2026-06-15,2026-06-17,121880,0.0,0.0,A,M,121880,False,True,True,0001714174-26-000092,https://www.sec.gov/Archives/edgar/data/1714174/000171417426000092/0001714174-26-000092.txt
BOGART CHRISTOPHER P,Chief Executive Officer,2026-06-15,2026-06-17,18294,4.64,84884.16,D,F,103586,False,True,True,0001714174-26-000092,https://www.sec.gov/Archives/edgar/data/1714174/000171417426000092/0001714174-26-000092.txt
Utley Charles,Chief Accounting Officer,2026-03-26,2026-03-30,16962,0.0,0.0,A,M,35823,False,False,True,0001714174-26-000047,https://www.sec.gov/Archives/edgar/data/1714174/000171417426000047/0001714174-26-000047.txt
Utley Charles,Chief Accounting Officer,2026-03-26,2026-03-30,4044,0.0,0.0,A,M,39867,False,False,True,0001714174-26-000047,https://www.sec.gov/Archives/edgar/data/1714174/000171417426000047/0001714174-26-000047.txt
Utley Charles,Chief Accounting Officer,2026-03-26,2026-03-30,8466,7.7,65188.2,D,F,31401,False,False,True,0001714174-26-000047,https://www.sec.gov/Archives/edgar/data/1714174/000171417426000047/0001714174-26-000047.txt
Perla David,Vice Chair,2026-03-26,2026-03-30,2686,0.0,0.0,A,M,82858,False,False,True,0001982783-26-000002,https://www.sec.gov/Archives/edgar/data/1714174/000198278326000002/0001982783-26-000002.txt
Perla David,Vice Chair,2026-03-26,2026-03-30,1739,7.7,13390.3,D,F,81119,False,False,True,0001982783-26-000002,https://www.sec.gov/Archives/edgar/data/1714174/000198278326000002/0001982783-26-000002.txt
OCONNELL ELIZABETH,Chief Strategy Officer,2026-03-26,2026-03-30,18437,0.0,0.0,A,M,53191,False,False,True,0001714174-26-000048,https://www.sec.gov/Archives/edgar/data/1714174/000171417426000048/0001714174-26-000048.txt
OCONNELL ELIZABETH,Chief Strategy Officer,2026-03-26,2026-03-30,14197,0.0,0.0,A,M,67388,False,False,True,0001714174-26-000048,https://www.sec.gov/Archives/edgar/data/1714174/000171417426000048/0001714174-26-000048.txt
OCONNELL ELIZABETH,Chief Strategy Officer,2026-03-26,2026-03-30,13029,7.7,100323.3,D,F,54359,False,False,True,0001714174-26-000048,https://www.sec.gov/Archives/edgar/data/1714174/000171417426000048/0001714174-26-000048.txt
Molot Jonathan Todd,Chief Investment Officer,2026-03-26,2026-03-30,1104,7.7,8500.8,D,F,3406625,False,False,True,0001872592-26-000002,https://www.sec.gov/Archives/edgar/data/1714174/000187259226000002/0001872592-26-000002.txt
Licht Jordan David,Chief Financial Officer,2026-03-26,2026-03-30,18437,0.0,0.0,A,M,68959,False,False,True,0001714174-26-000046,https://www.sec.gov/Archives/edgar/data/1714174/000171417426000046/0001714174-26-000046.txt
Licht Jordan David,Chief Financial Officer,2026-03-26,2026-03-30,14197,0.0,0.0,A,M,83156,False,False,True,0001714174-26-000046,https://www.sec.gov/Archives/edgar/data/1714174/000171417426000046/0001714174-26-000046.txt
Licht Jordan David,Chief Financial Officer,2026-03-26,2026-03-30,3791,0.0,0.0,A,M,86947,False,False,True,0001714174-26-000046,https://www.sec.gov/Archives/edgar/data/1714174/000171417426000046/0001714174-26-000046.txt
Licht Jordan David,Chief Financial Officer,2026-03-26,2026-03-30,18597,7.7,143196.9,D,F,68350,False,False,True,0001714174-26-000046,https://www.sec.gov/Archives/edgar/data/1714174/000171417426000046/0001714174-26-000046.txt
Lenkner Travis,Chief Development Officer,2026-03-26,2026-03-30,1100,0.0,0.0,A,M,26383,False,False,True,0001714174-26-000044,https://www.sec.gov/Archives/edgar/data/1714174/000171417426000044/0001714174-26-000044.txt
Lenkner Travis,Chief Development Officer,2026-03-26,2026-03-30,517,7.7,3980.9,D,F,25866,False,False,True,0001714174-26-000044,https://www.sec.gov/Archives/edgar/data/1714174/000171417426000044/0001714174-26-000044.txt
Klein Mark N.,GC&ChiefAdministrative Officer,2026-03-26,2026-03-30,18437,0.0,0.0,A,M,95636,False,False,True,0001714174-26-000043,https://www.sec.gov/Archives/edgar/data/1714174/000171417426000043/0001714174-26-000043.txt
Klein Mark N.,GC&ChiefAdministrative Officer,2026-03-26,2026-03-30,14197,0.0,0.0,A,M,109833,False,False,True,0001714174-26-000043,https://www.sec.gov/Archives/edgar/data/1714174/000171417426000043/0001714174-26-000043.txt
Klein Mark N.,GC&ChiefAdministrative Officer,2026-03-26,2026-03-30,3791,0.0,0.0,A,M,113624,False,False,True,0001714174-26-000043,https://www.sec.gov/Archives/edgar/data/1714174/000171417426000043/0001714174-26-000043.txt
Klein Mark N.,GC&ChiefAdministrative Officer,2026-03-26,2026-03-30,18148,7.7,139739.6,D,F,95476,False,False,True,0001714174-26-000043,https://www.sec.gov/Archives/edgar/data/1714174/000171417426000043/0001714174-26-000043.txt
BOGART CHRISTOPHER P,Chief Executive Officer,2026-03-26,2026-03-30,1104,7.7,8500.8,D,F,0,False,True,True,0001370948-26-000001,https://www.sec.gov/Archives/edgar/data/1714174/000137094826000001/0001370948-26-000001.txt
Arnott Craig,Chief Investment Officer-Int'l,2026-03-26,2026-03-30,18437,0.0,0.0,A,M,285441,False,False,True,0001714174-26-000045,https://www.sec.gov/Archives/edgar/data/1714174/000171417426000045/0001714174-26-000045.txt
Arnott Craig,Chief Investment Officer-Int'l,2026-03-26,2026-03-30,14197,0.0,0.0,A,M,299638,False,False,True,0001714174-26-000045,https://www.sec.gov/Archives/edgar/data/1714174/000171417426000045/0001714174-26-000045.txt
Arnott Craig,Chief Investment Officer-Int'l,2026-03-26,2026-03-30,3791,0.0,0.0,A,M,303429,False,False,True,0001714174-26-000045,https://www.sec.gov/Archives/edgar/data/1714174/000171417426000045/0001714174-26-000045.txt
Licht Jordan David,Chief Financial Officer,2025-10-01,2025-10-02,51606,0.0,0.0,A,M,51606,False,False,True,0001714174-25-000184,https://www.sec.gov/Archives/edgar/data/1714174/000171417425000184/0001714174-25-000184.txt
Licht Jordan David,Chief Financial Officer,2025-10-01,2025-10-02,51606,0.0,0.0,A,M,103212,False,False,True,0001714174-25-000184,https://www.sec.gov/Archives/edgar/data/1714174/000171417425000184/0001714174-25-000184.txt
Licht Jordan David,Chief Financial Officer,2025-10-01,2025-10-02,52690,12.11,638075.9,D,F,50522,False,False,True,0001714174-25-000184,https://www.sec.gov/Archives/edgar/data/1714174/000171417425000184/0001714174-25-000184.txt
OCONNELL ELIZABETH,Chief Strategy Officer,2025-09-30,2025-10-02,96138,0.0,0.0,D,G,34754,False,False,True,0001714174-25-000186,https://www.sec.gov/Archives/edgar/data/1714174/000171417425000186/0001714174-25-000186.txt
BOGART CHRISTOPHER P,Chief Executive Officer,2025-09-30,2025-10-02,96138,0.0,0.0,A,G,375000,False,True,True,0001714174-25-000188,https://www.sec.gov/Archives/edgar/data/1714174/000171417425000188/0001714174-25-000188.txt
