StockholdersEquityNoteStockSplitConversionRatio1: 0.5
CostOfRevenue: 933,543
CostOfRevenue: 864,428
CostOfRevenue: 808,538
OperatingExpenses: 338,562
OperatingExpenses: 278,469
OperatingExpenses: 235,335
OperatingIncomeLoss: 91,968
OperatingIncomeLoss: 2,825
OperatingIncomeLoss: 2,866
InvestmentIncomeInterest: 9,414
InvestmentIncomeInterest: 3,302
InvestmentIncomeInterest: 2,664
EquityMethodInvestmentOtherThanTemporaryImpairment: &#8212;
EquityMethodInvestmentOtherThanTemporaryImpairment: 4,108
EquityMethodInvestmentOtherThanTemporaryImpairment: 2,419
GainLossOnDispositionOfIntangibleAssets: 2,054
GainLossOnDispositionOfIntangibleAssets: 52,604
GainLossOnDispositionOfIntangibleAssets: &#8212;
GainsLossesOnExtinguishmentOfDebt: 107,656
GainsLossesOnExtinguishmentOfDebt: &#8212;
GainsLossesOnExtinguishmentOfDebt: &#8212;
OtherNonoperatingIncomeExpense: 10,951
OtherNonoperatingIncomeExpense: 1,475
OtherNonoperatingIncomeExpense: 4,538
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest: 68,579
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest: 105,081
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest: 22,069
IncomeTaxExpenseBenefit: 1,450
IncomeTaxExpenseBenefit: 3,095
IncomeTaxExpenseBenefit: 697
NetIncomeLossAttributableToNoncontrollingInterest: &#8212;
NetIncomeLossAttributableToNoncontrollingInterest: 137
NetIncomeLossAttributableToNoncontrollingInterest: 482
NetIncomeLoss: 70,029
NetIncomeLoss: 102,123
NetIncomeLoss: 20,890
EarningsPerShareBasic: 1.00
EarningsPerShareBasic: 1.68
EarningsPerShareBasic: 0.37
EarningsPerShareDiluted: 1.00
EarningsPerShareDiluted: 1.39
EarningsPerShareDiluted: 0.37
NetIncomeLoss: 70,029
NetIncomeLoss: 102,123
NetIncomeLoss: 20,890
OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTaxPortionAttributableToParent: 0.1
OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTaxPortionAttributableToParent: 0
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent: 641
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent: &#8212;
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent: &#8212;
ComprehensiveIncomeNetOfTax: 70,670
ComprehensiveIncomeNetOfTax: 102,123
ComprehensiveIncomeNetOfTax: 20,890
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 1
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 47
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: &#8212;
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 647,830
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 647,606
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: &#8212;
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 272
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 379
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 107
AdjustmentsToAdditionalPaidInCapitalEquityRightsProgram: 4,601
AdjustmentsToAdditionalPaidInCapitalEquityRightsProgram: 4,601
AdjustmentsToAdditionalPaidInCapitalEquityRightsProgram: 4,601
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 1
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 57
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: &#8212;
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 833,080
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 668,496
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: &#8212;
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 164,642
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 861
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 163,781
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 375
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 231
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 144
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 144
AdjustmentsToAdditionalPaidInCapitalWarrantExtensionInConnectionWithDebtAmendments: 520
AdjustmentsToAdditionalPaidInCapitalWarrantExtensionInConnectionWithDebtAmendments: 520
AdjustmentsToAdditionalPaidInCapitalWarrantExtensionInConnectionWithDebtAmendments: 520
AdjustmentsToAdditionalPaidInCapitalEquityRightsProgram: 1,975
AdjustmentsToAdditionalPaidInCapitalEquityRightsProgram: 1,975
AdjustmentsToAdditionalPaidInCapitalEquityRightsProgram: 1,975
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 1
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 63
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 775
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 930,638
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 562,310
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: &#8212;
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 367,617
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: &#8212;
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 367,617
AdjustmentsToAdditionalPaidInCapitalReclassificationOfPuttableWarrantsIssuedWithDebt: 65,360
AdjustmentsToAdditionalPaidInCapitalReclassificationOfPuttableWarrantsIssuedWithDebt: 65,360
AdjustmentsToAdditionalPaidInCapitalReclassificationOfPuttableWarrantsIssuedWithDebt: 65,360
OtherComprehensiveIncomeLossNetOfTax: 641
OtherComprehensiveIncomeLossNetOfTax: 641
OtherComprehensiveIncomeLossNetOfTax: 641
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: &#8212;
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 86
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 8,232
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 1,522,143
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 632,339
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 641
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 881,017
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: &#8212;
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 881,017
DeferredIncomeTaxesAndTaxCredits: 474
DeferredIncomeTaxesAndTaxCredits: 3,188
DeferredIncomeTaxesAndTaxCredits: 864
EquityMethodInvestmentOtherThanTemporaryImpairment: &#8212;
EquityMethodInvestmentOtherThanTemporaryImpairment: 4,108
EquityMethodInvestmentOtherThanTemporaryImpairment: 2,419
ImpairmentOfLongLivedAssetsHeldForUse: 2,717
ImpairmentOfLongLivedAssetsHeldForUse: 1,981
ImpairmentOfLongLivedAssetsHeldForUse: 7,619
EquitySecuritiesFvNiUnrealizedGainLoss: 10,374
EquitySecuritiesFvNiUnrealizedGainLoss: 1,085
EquitySecuritiesFvNiUnrealizedGainLoss: 3,301
GainLossOnDispositionOfIntangibleAssetsNoncash: 2,054
GainLossOnDispositionOfIntangibleAssetsNoncash: &#8212;
GainLossOnDispositionOfIntangibleAssetsNoncash: &#8212;
ProceedsFromSaleOfIntangibleAssetsOperatingActivities: 16,239
ProceedsFromSaleOfIntangibleAssetsOperatingActivities: &#8212;
ProceedsFromSaleOfIntangibleAssetsOperatingActivities: &#8212;
GainsLossesOnExtinguishmentOfDebt: 107,656
GainsLossesOnExtinguishmentOfDebt: &#8212;
GainsLossesOnExtinguishmentOfDebt: &#8212;
OtherNoncashIncomeExpense: 860
OtherNoncashIncomeExpense: &#8212;
OtherNoncashIncomeExpense: &#8212;
IncreaseDecreaseInDepositAssetsExcludingParticipantMarginDeposits: 17,666
IncreaseDecreaseInDepositAssetsExcludingParticipantMarginDeposits: 19,897
IncreaseDecreaseInDepositAssetsExcludingParticipantMarginDeposits: 84,960
IncreaseDecreaseInParticipantMarginDepositAssets: 277
IncreaseDecreaseInParticipantMarginDepositAssets: 25,150
IncreaseDecreaseInParticipantMarginDepositAssets: 26,384
IncreaseDecreaseInOtherCurrentAssets: 3,568
IncreaseDecreaseInOtherCurrentAssets: 1,149
IncreaseDecreaseInOtherCurrentAssets: 4,362
IncreaseDecreaseInOtherNoncurrentAssets: 18,374
IncreaseDecreaseInOtherNoncurrentAssets: 5,689
IncreaseDecreaseInOtherNoncurrentAssets: 17,527
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities: 29,904
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities: 26,571
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities: 12,621
IncreaseDecreaseInEmployeeRelatedLiabilities: 6,211
IncreaseDecreaseInEmployeeRelatedLiabilities: 5,753
IncreaseDecreaseInEmployeeRelatedLiabilities: 5,621
IncreaseDecreaseInOtherOperatingLiabilities: 3,414
IncreaseDecreaseInOtherOperatingLiabilities: 2,107
IncreaseDecreaseInOtherOperatingLiabilities: 4,150
NetCashProvidedByUsedInOperatingActivities: 167,833
NetCashProvidedByUsedInOperatingActivities: 111,439
NetCashProvidedByUsedInOperatingActivities: 49,195
PaymentsToAcquireBusinessesNetOfCashAcquired: 56,458
PaymentsToAcquireBusinessesNetOfCashAcquired: &#8212;
PaymentsToAcquireBusinessesNetOfCashAcquired: 19,876
NetCashProvidedByUsedInInvestingActivities: 101,326
NetCashProvidedByUsedInInvestingActivities: 40,585
NetCashProvidedByUsedInInvestingActivities: 64,139
ProceedsFromDebtNetOfIssuanceCosts: 36,881
ProceedsFromDebtNetOfIssuanceCosts: 35,474
ProceedsFromDebtNetOfIssuanceCosts: 1,486
ProceedsFromIssuanceOfPuttableWarrantsWithDebt: &#8212;
ProceedsFromIssuanceOfPuttableWarrantsWithDebt: 59,526
ProceedsFromIssuanceOfPuttableWarrantsWithDebt: &#8212;
PaymentsOfDebtIssuanceCosts: 1,975
PaymentsOfDebtIssuanceCosts: 5,857
PaymentsOfDebtIssuanceCosts: &#8212;
RepaymentsOfLongTermDebt: 140,000
RepaymentsOfLongTermDebt: 57,322
RepaymentsOfLongTermDebt: 32,000
PaymentsOfDebtExtinguishmentCosts: 36,107
PaymentsOfDebtExtinguishmentCosts: 
PaymentsOfDebtExtinguishmentCosts: 
NetCashProvidedByUsedInFinancingActivities: 214,768
NetCashProvidedByUsedInFinancingActivities: 29,406
NetCashProvidedByUsedInFinancingActivities: 16,622
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations: 89
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations: &#8212;
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations: &#8212;
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect: 281,186
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect: 100,260
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect: 129,956
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents: 276,398
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents: 176,138
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents: 306,094
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents: 557,584
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents: 276,398
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents: 176,138
CashAndCashEquivalentsAtCarryingValue: 433,648
CashAndCashEquivalentsAtCarryingValue: 150,341
CashAndCashEquivalentsAtCarryingValue: 59,293
CashAndSecuritiesSegregatedUnderFederalAndOtherRegulationsCurrent: 27,618
CashAndSecuritiesSegregatedUnderFederalAndOtherRegulationsCurrent: 30,809
CashAndSecuritiesSegregatedUnderFederalAndOtherRegulationsCurrent: 15,191
RestrictedCashCurrent: 6,005
RestrictedCashCurrent: 6,270
RestrictedCashCurrent: 7,423
DepositAssetsExcludingParticipantMarginDepositsCurrent: 70,078
DepositAssetsExcludingParticipantMarginDepositsCurrent: 87,744
DepositAssetsExcludingParticipantMarginDepositsCurrent: 67,847
ParticipantMarginDepositAssetsCurrent: &#8212;
ParticipantMarginDepositAssetsCurrent: 1,234
ParticipantMarginDepositAssetsCurrent: 26,384
DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalentsAndParticipantMarginDepositAssetsCurrent: 20,235
DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalentsAndParticipantMarginDepositAssetsCurrent: &#8212;
DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalentsAndParticipantMarginDepositAssetsCurrent: &#8212;
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents: 557,584
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents: 276,398
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents: 176,138
IncomeTaxesPaid: 1,637
IncomeTaxesPaid: 457
IncomeTaxesPaid: 602
ProceedsFromIncomeTaxRefunds: 425
ProceedsFromIncomeTaxRefunds: 1,506
ProceedsFromIncomeTaxRefunds: &#8212;
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability: 5,737
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability: 4,078
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability: 8,564
NoncashIssuanceOfWarrantsWithDebtOrDebtAmendments: &#8212;
NoncashIssuanceOfWarrantsWithDebtOrDebtAmendments: 520
NoncashIssuanceOfWarrantsWithDebtOrDebtAmendments: 445
NumberOfElectronicUnitedStatesEquityOptionExchanges: four
RestrictedCash: 6.0
RestrictedCash: 6.3
ImpairmentOfLongLivedAssetsHeldForUse: 2.7
ImpairmentOfLongLivedAssetsHeldForUse: 2.0
ImpairmentOfLongLivedAssetsHeldForUse: 7.6
ImpairmentOfIntangibleAssetsFinitelived: No
RetainedEarningsAccumulatedDeficit: 0.2
LongTermDebt: 0.2
BusinessCombinationStepAcquisitionEquityInterestInAcquireePercentage: 29.46
BusinessCombinationStepAcquisitionEquityInterestInAcquireeFairValue1: 25.5
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGain: 8.6
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssetsAcquiredIncludingGoodwill: 116.1
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill: 76.0
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities: 20.9
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents: 12,423
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables: 1,967
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsOther: 5,872
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment: 109
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedOtherNoncurrentAssets: 528
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill: 76,000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssetsAcquiredIncludingGoodwill: 116,141
BusinessCombinationRecognizedLiabilityAssumedAccountsPayableAndOtherAccruedLiabilitiesCurrent: 1,333
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesOther: 1,532
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesDeferredRevenue: 5,689
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesOther: 1,127
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxLiabilities: 11,227
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities: 20,908
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet: 95,233
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIndefiniteLivedIntangibleAssets: 63,000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles: 13,000
IntangibleAssetsExcludingGoodwillMeasurementInput: 13.0
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual: 11.3
BusinessCombinationProFormaInformationEarningsOrLossOfAcquireeSinceAcquisitionDateActual: 5.4
DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents: 18,724
DisposalGroupIncludingDiscontinuedOperationParticipantMarginDepositAssetsCurrent: 1,511
DisposalGroupIncludingDiscontinuedOperationOtherCurrentAssets: 221
DisposalGroupIncludingDiscontinuedOperationIntangibleAssetsCurrent: 18,000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent: 40,976
DisposalGroupIncludingDiscontinuedOperationAccountsPayableAndOtherLiabilitiesCurrent: 100
DisposalGroupIncludingDiscontinuedOperationEmployeeRelatedLiabilitiesCurrent: 1,147
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent: 2,758
RevenueFromContractWithCustomerExcludingAssessedTax: 988,130
RevenueFromContractWithCustomerExcludingAssessedTax: 129,062
RevenueFromContractWithCustomerExcludingAssessedTax: 71,983
RevenueFromContractWithCustomerExcludingAssessedTax: 254
RevenueFromContractWithCustomerExcludingAssessedTax: &#8212;
RevenueFromContractWithCustomerExcludingAssessedTax: 1,189,429
RevenueFromContractWithCustomerExcludingAssessedTax: 90,386
RevenueFromContractWithCustomerExcludingAssessedTax: 14,738
RevenueFromContractWithCustomerExcludingAssessedTax: 990
RevenueFromContractWithCustomerExcludingAssessedTax: 162
RevenueFromContractWithCustomerExcludingAssessedTax: 228
RevenueFromContractWithCustomerExcludingAssessedTax: 106,048
RevenueFromContractWithCustomerExcludingAssessedTax: 27,222
RevenueFromContractWithCustomerExcludingAssessedTax: 9,519
RevenueFromContractWithCustomerExcludingAssessedTax: 4,568
RevenueFromContractWithCustomerExcludingAssessedTax: 319
RevenueFromContractWithCustomerExcludingAssessedTax: 30
RevenueFromContractWithCustomerExcludingAssessedTax: 41,598
RevenueFromContractWithCustomerExcludingAssessedTax: 1,281
RevenueFromContractWithCustomerExcludingAssessedTax: 27
RevenueFromContractWithCustomerExcludingAssessedTax: 10,328
RevenueFromContractWithCustomerExcludingAssessedTax: 13,954
RevenueFromContractWithCustomerExcludingAssessedTax: 1,408
RevenueFromContractWithCustomerExcludingAssessedTax: 26,998
RevenueFromContractWithCustomerExcludingAssessedTax: 1,107,019
RevenueFromContractWithCustomerExcludingAssessedTax: 153,346
RevenueFromContractWithCustomerExcludingAssessedTax: 87,869
RevenueFromContractWithCustomerExcludingAssessedTax: 14,689
RevenueFromContractWithCustomerExcludingAssessedTax: 1,150
RevenueFromContractWithCustomerExcludingAssessedTax: 1,364,073
RevenueFromContractWithCustomerExcludingAssessedTax: 989,949
RevenueFromContractWithCustomerExcludingAssessedTax: 129,089
RevenueFromContractWithCustomerExcludingAssessedTax: 72,811
RevenueFromContractWithCustomerExcludingAssessedTax: 5,146
RevenueFromContractWithCustomerExcludingAssessedTax: &#8212;
RevenueFromContractWithCustomerExcludingAssessedTax: 1,196,995
RevenueFromContractWithCustomerExcludingAssessedTax: 117,070
RevenueFromContractWithCustomerExcludingAssessedTax: 24,257
RevenueFromContractWithCustomerExcludingAssessedTax: 15,058
RevenueFromContractWithCustomerExcludingAssessedTax: 9,543
RevenueFromContractWithCustomerExcludingAssessedTax: 1,150
RevenueFromContractWithCustomerExcludingAssessedTax: 167,078
RevenueFromContractWithCustomerExcludingAssessedTax: 1,107,019
RevenueFromContractWithCustomerExcludingAssessedTax: 153,346
RevenueFromContractWithCustomerExcludingAssessedTax: 87,869
RevenueFromContractWithCustomerExcludingAssessedTax: 14,689
RevenueFromContractWithCustomerExcludingAssessedTax: 1,150
RevenueFromContractWithCustomerExcludingAssessedTax: 1,364,073
RevenueFromContractWithCustomerExcludingAssessedTax: 757,286
RevenueFromContractWithCustomerExcludingAssessedTax: 163,507
RevenueFromContractWithCustomerExcludingAssessedTax: 79,102
RevenueFromContractWithCustomerExcludingAssessedTax: 219
RevenueFromContractWithCustomerExcludingAssessedTax: &#8212;
RevenueFromContractWithCustomerExcludingAssessedTax: 1,000,114
RevenueFromContractWithCustomerExcludingAssessedTax: 75,218
RevenueFromContractWithCustomerExcludingAssessedTax: 13,739
RevenueFromContractWithCustomerExcludingAssessedTax: 694
RevenueFromContractWithCustomerExcludingAssessedTax: 144
RevenueFromContractWithCustomerExcludingAssessedTax: 228

