NumberOfOperatingSegments: one
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 59,505
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 10,355,211
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 2,236
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 7,293,575
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 2,999,929
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 6,714
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 3,006,643
OtherComprehensiveIncomeLossNetOfTax: 5,573
OtherComprehensiveIncomeLossNetOfTax: 5,573
OtherComprehensiveIncomeLossNetOfTax: 5,573
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 34
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 54,488
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 11,469,468
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 3,337
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 9,494,249
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 1,924,102
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: &#8212;
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 1,924,102
BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued: 0.2
NoncashOperatingLeaseCosts: 66,463
NoncashOperatingLeaseCosts: 59,943
NoncashOperatingLeaseCosts: 52,892
EquitySecuritiesFvNiGainLoss: 59,895
EquitySecuritiesFvNiGainLoss: 31,420
EquitySecuritiesFvNiGainLoss: 46,809
DeferredIncomeTaxExpenseBenefit: 2,337
DeferredIncomeTaxExpenseBenefit: 7,671
DeferredIncomeTaxExpenseBenefit: 26,762
NonCashRestructuringChargesRecoveriesNet: 11,159
NonCashRestructuringChargesRecoveriesNet: 1,391
NonCashRestructuringChargesRecoveriesNet: &#8212;
OtherNoncashIncomeExpense: 1,250
OtherNoncashIncomeExpense: 6,029
OtherNoncashIncomeExpense: 14,895
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets: 44,516
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets: 29,850
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets: 59,795
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities: 393,337
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities: 70,876
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities: 171,048
IncreaseDecreaseInOperatingLeaseLiabilities: 26,949
IncreaseDecreaseInOperatingLeaseLiabilities: 47,711
IncreaseDecreaseInOperatingLeaseLiabilities: 40,498
NetCashProvidedByUsedInOperatingActivities: 1,221,942
NetCashProvidedByUsedInOperatingActivities: 959,764
NetCashProvidedByUsedInOperatingActivities: 848,122
PaymentsToAcquireBusinessesNetOfCashAcquired: 178,850
PaymentsToAcquireBusinessesNetOfCashAcquired: 30,305
PaymentsToAcquireBusinessesNetOfCashAcquired: 275,706
PaymentsToAcquireIntangibleAssets: 3,101
PaymentsToAcquireIntangibleAssets: &#8212;
PaymentsToAcquireIntangibleAssets: 28,744
NetCashProvidedByUsedInInvestingActivities: 312,241
NetCashProvidedByUsedInInvestingActivities: 190,646
NetCashProvidedByUsedInInvestingActivities: 832,258
ProceedsFromConvertibleDebt: &#8212;
ProceedsFromConvertibleDebt: 2,300,000
ProceedsFromConvertibleDebt: &#8212;
PaymentsOfDebtIssuanceCosts: &#8212;
PaymentsOfDebtIssuanceCosts: 31,230
PaymentsOfDebtIssuanceCosts: &#8212;
NetCashProvidedByUsedInFinancingActivities: 1,385,390
NetCashProvidedByUsedInFinancingActivities: 226,523
NetCashProvidedByUsedInFinancingActivities: 854,103
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents: 16,832
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents: 6,186
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents: 2,031
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect: 165,625
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect: 917,701
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect: 824,246
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents: 2,698,678
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents: 1,780,977
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents: 956,731
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents: 2,864,303
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents: 2,698,678
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents: 1,780,977
BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable: 13,074
BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable: 87,706
BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable: 174,284
CashAndCashEquivalentsAtCarryingValue: 2,828,163
CashAndCashEquivalentsAtCarryingValue: 2,628,798
CashAndCashEquivalentsAtCarryingValue: 1,762,749
RestrictedCash: 36,140
RestrictedCash: 69,880
RestrictedCash: 18,228
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents: 2,864,303
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents: 2,698,678
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents: 1,780,977
RevenueFromContractWithCustomerExcludingAssessedTax: 4,683,946
RevenueFromContractWithCustomerExcludingAssessedTax: 3,626,396
RevenueFromContractWithCustomerExcludingAssessedTax: 2,806,489
InvestmentIncomeNonoperating: 190,556
InvestmentIncomeNonoperating: 209,009
InvestmentIncomeNonoperating: 200,663
OtherNonoperatingIncomeExpense: 59,003
OtherNonoperatingIncomeExpense: 35,339
OtherNonoperatingIncomeExpense: 44,887
IncomeTaxExpenseBenefit: 17,125
IncomeTaxExpenseBenefit: 4,113
IncomeTaxExpenseBenefit: 11,233
NoncurrentAssets: 392,566
NoncurrentAssets: 536,885
NoncurrentAssets: 130,942
NoncurrentAssets: 118,947
NoncurrentAssets: 523,508
NoncurrentAssets: 655,832
RevenueFromContractWithCustomerExcludingAssessedTax: 4,472,317
RevenueFromContractWithCustomerExcludingAssessedTax: 3,462,422
RevenueFromContractWithCustomerExcludingAssessedTax: 2,666,849
RevenueFromContractWithCustomerExcludingAssessedTax: 211,629
RevenueFromContractWithCustomerExcludingAssessedTax: 163,974
RevenueFromContractWithCustomerExcludingAssessedTax: 139,640
RevenueFromContractWithCustomerExcludingAssessedTax: 4,683,946
RevenueFromContractWithCustomerExcludingAssessedTax: 3,626,396
RevenueFromContractWithCustomerExcludingAssessedTax: 2,806,489
RevenueFromContractWithCustomerExcludingAssessedTax: 3,523,974
RevenueFromContractWithCustomerExcludingAssessedTax: 2,761,664
RevenueFromContractWithCustomerExcludingAssessedTax: 2,166,448
RevenueFromContractWithCustomerExcludingAssessedTax: 125,278
RevenueFromContractWithCustomerExcludingAssessedTax: 101,943
RevenueFromContractWithCustomerExcludingAssessedTax: 72,784
RevenueFromContractWithCustomerExcludingAssessedTax: 763,650
RevenueFromContractWithCustomerExcludingAssessedTax: 574,748
RevenueFromContractWithCustomerExcludingAssessedTax: 432,634
RevenueFromContractWithCustomerExcludingAssessedTax: 271,044
RevenueFromContractWithCustomerExcludingAssessedTax: 188,041
RevenueFromContractWithCustomerExcludingAssessedTax: 134,623
RevenueFromContractWithCustomerExcludingAssessedTax: 4,683,946
RevenueFromContractWithCustomerExcludingAssessedTax: 3,626,396
RevenueFromContractWithCustomerExcludingAssessedTax: 2,806,489
ContractWithCustomerLiabilityRevenueRecognized: 2.2
ContractWithCustomerLiabilityRevenueRecognized: 1.8
ContractWithCustomerLiabilityRevenueRecognized: 1.4
RevenueRemainingPerformanceObligation: 9.8
RevenueRemainingPerformanceObligationPercentage: 46
CashEquivalentsAtCarryingValue: 1,752,777
CashEquivalentsAccumulatedGrossUnrealizedGainBeforeTax: &#8212;
CashEquivalentsAccumulatedGrossUnrealizedLossBeforeTax: &#8212;
CashAndCashEquivalentsFairValueDisclosure: 1,752,777
CashEquivalentsAtCarryingValue: 108,727
CashEquivalentsAccumulatedGrossUnrealizedGainBeforeTax: &#8212;
CashEquivalentsAccumulatedGrossUnrealizedLossBeforeTax: &#8212;
CashAndCashEquivalentsFairValueDisclosure: 108,727
CashEquivalentsAtCarryingValue: 94,523
CashEquivalentsAccumulatedGrossUnrealizedGainBeforeTax: 9
CashEquivalentsAccumulatedGrossUnrealizedLossBeforeTax: &#8212;
CashAndCashEquivalentsFairValueDisclosure: 94,532
CashEquivalentsAtCarryingValue: 40,384
CashEquivalentsAccumulatedGrossUnrealizedGainBeforeTax: 2
CashEquivalentsAccumulatedGrossUnrealizedLossBeforeTax: 7
CashAndCashEquivalentsFairValueDisclosure: 40,379
CashEquivalentsAtCarryingValue: 2,808
CashEquivalentsAccumulatedGrossUnrealizedGainBeforeTax: &#8212;
CashEquivalentsAccumulatedGrossUnrealizedLossBeforeTax: &#8212;
CashAndCashEquivalentsFairValueDisclosure: 2,808
CashEquivalentsAtCarryingValue: 75
CashEquivalentsAccumulatedGrossUnrealizedGainBeforeTax: &#8212;
CashEquivalentsAccumulatedGrossUnrealizedLossBeforeTax: &#8212;
CashAndCashEquivalentsFairValueDisclosure: 75
CashEquivalentsAtCarryingValue: 1,999,294
CashEquivalentsAccumulatedGrossUnrealizedGainBeforeTax: 11
CashEquivalentsAccumulatedGrossUnrealizedLossBeforeTax: 7
CashAndCashEquivalentsFairValueDisclosure: 1,999,298
AvailableForSaleDebtSecuritiesAmortizedCostBasis: 1,382,374
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax: 4,473
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax: 11
AvailableForSaleSecuritiesDebtSecurities: 1,386,836
AvailableForSaleDebtSecuritiesAmortizedCostBasis: 484,453
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax: 961
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax: 14
AvailableForSaleSecuritiesDebtSecurities: 485,400
AvailableForSaleDebtSecuritiesAmortizedCostBasis: 65,643
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax: 46
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax: &#8212;
AvailableForSaleSecuritiesDebtSecurities: 65,689
AvailableForSaleDebtSecuritiesAmortizedCostBasis: 18,605
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax: 6
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax: &#8212;
AvailableForSaleSecuritiesDebtSecurities: 18,611
AvailableForSaleDebtSecuritiesAmortizedCostBasis: 1,951,075
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax: 5,486
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax: 25
AvailableForSaleSecuritiesDebtSecurities: 1,956,536
CashEquivalentsAndDebtSecuritiesAvailableForSaleAmortizedCost: 3,950,369
CashEquivalentsAndDebtSecuritiesAvailableForSaleAccumulatedGrossUnrealizedGainsBeforeTax: 5,497
CashEquivalentsAndDebtSecuritiesAvailableForSaleAccumulatedGrossUnrealizedLossBeforeTax: 32
CashEquivalentsAndDebtSecuritiesAvailableForSaleFairValue: 3,955,834
CashEquivalentsAtCarryingValue: 1,741,089
CashEquivalentsAccumulatedGrossUnrealizedGainBeforeTax: &#8212;
CashEquivalentsAccumulatedGrossUnrealizedLossBeforeTax: &#8212;
CashAndCashEquivalentsFairValueDisclosure: 1,741,089
CashEquivalentsAtCarryingValue: 388,578
CashEquivalentsAccumulatedGrossUnrealizedGainBeforeTax: 92
CashEquivalentsAccumulatedGrossUnrealizedLossBeforeTax: &#8212;
CashAndCashEquivalentsFairValueDisclosure: 388,670
CashEquivalentsAtCarryingValue: 113,851
CashEquivalentsAccumulatedGrossUnrealizedGainBeforeTax: &#8212;
CashEquivalentsAccumulatedGrossUnrealizedLossBeforeTax: &#8212;
CashAndCashEquivalentsFairValueDisclosure: 113,851
CashEquivalentsAtCarryingValue: 4,466
CashEquivalentsAccumulatedGrossUnrealizedGainBeforeTax: &#8212;
CashEquivalentsAccumulatedGrossUnrealizedLossBeforeTax: &#8212;
CashAndCashEquivalentsFairValueDisclosure: 4,466
CashEquivalentsAtCarryingValue: 3,064
CashEquivalentsAccumulatedGrossUnrealizedGainBeforeTax: &#8212;
CashEquivalentsAccumulatedGrossUnrealizedLossBeforeTax: &#8212;
CashAndCashEquivalentsFairValueDisclosure: 3,064
CashEquivalentsAtCarryingValue: 2,251,048
CashEquivalentsAccumulatedGrossUnrealizedGainBeforeTax: 92
CashEquivalentsAccumulatedGrossUnrealizedLossBeforeTax: &#8212;
CashAndCashEquivalentsFairValueDisclosure: 2,251,140
AvailableForSaleDebtSecuritiesAmortizedCostBasis: 1,559,893
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax: 2,177
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax: 1,520
AvailableForSaleSecuritiesDebtSecurities: 1,560,550
AvailableForSaleDebtSecuritiesAmortizedCostBasis: 609,937
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax: 528
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax: 727
AvailableForSaleSecuritiesDebtSecurities: 609,738
AvailableForSaleDebtSecuritiesAmortizedCostBasis: 307,752
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax: 142
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax: 38
AvailableForSaleSecuritiesDebtSecurities: 307,856
AvailableForSaleDebtSecuritiesAmortizedCostBasis: 187,112
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax: 97
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax: 4
AvailableForSaleSecuritiesDebtSecurities: 187,205
AvailableForSaleDebtSecuritiesAmortizedCostBasis: 2,664,694
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax: 2,944
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax: 2,289
AvailableForSaleSecuritiesDebtSecurities: 2,665,349
CashEquivalentsAndDebtSecuritiesAvailableForSaleAmortizedCost: 4,915,742
CashEquivalentsAndDebtSecuritiesAvailableForSaleAccumulatedGrossUnrealizedGainsBeforeTax: 3,036
CashEquivalentsAndDebtSecuritiesAvailableForSaleAccumulatedGrossUnrealizedLossBeforeTax: 2,289
CashEquivalentsAndDebtSecuritiesAvailableForSaleFairValue: 4,916,489
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue: 1,201,523
DebtSecuritiesAvailableForSaleFairValueMaturityAllocatedAndSingleMaturityDateAfterYearOneThroughThree: 755,013
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDate: 1,956,536
CashEquivalentsAndDebtSecuritiesAvailableForSaleUnrealizedLossPositionAccumulatedLossBeforeTax: not
EquitySecuritiesWithoutReadilyDeterminableFairValueAmount: 359,114
EquitySecuritiesWithoutReadilyDeterminableFairValueAmount: 281,158
EquityMethodInvestments: 5,241
EquityMethodInvestments: 5,491
MarketableEquitySecuritiesFVNIAmount: 6,264
MarketableEquitySecuritiesFVNIAmount: 13,833
DebtSecuritiesWithoutReadilyDeterminableFairValueAmount: 10,000
DebtSecuritiesWithoutReadilyDeterminableFairValueAmount: 750
EquitySecuritiesWithoutReadilyDeterminableFairValueImpairmentLossAnnualAmount: 53,852
EquitySecuritiesWithoutReadilyDeterminableFairValueImpairmentLossAnnualAmount: 11,578
EquitySecuritiesWithoutReadilyDeterminableFairValueImpairmentLossAnnualAmount: 3,101
MarketableEquitySecuritiesFVNIUnrealizedGainLoss: 7,569
MarketableEquitySecuritiesFVNIUnrealizedGainLoss: 2,428
MarketableEquitySecuritiesFVNIUnrealizedGainLoss: 15,197
EquitySecuritiesFvNiUnrealizedGainLoss: 61,421
EquitySecuritiesFvNiUnrealizedGainLoss: 14,006
EquitySecuritiesFvNiUnrealizedGainLoss: 12,096
EquitySecuritiesFvNiRealizedGainLoss: 1,526
EquitySecuritiesFvNiRealizedGainLoss: 17,414
EquitySecuritiesFvNiRealizedGainLoss: 34,713
EquitySecuritiesFvNiGainLoss: 59,895
EquitySecuritiesFvNiGainLoss: 31,420
EquitySecuritiesFvNiGainLoss: 46,809
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGainOrLoss: 34.0
EquitySecuritiesWithoutReadilyDeterminableFairValueUpwardPriceAdjustmentAnnualAmount: No
EquitySecuritiesWithoutReadilyDeterminableFairValueUpwardPriceAdjustmentCumulativeAmount: 18.3
EquitySecuritiesWithoutReadilyDeterminableFairValueImpairmentLossCumulativeAmount: 82.8
CashAndCashEquivalentsFairValueDisclosure: 1,752,777
CashAndCashEquivalentsFairValueDisclosure: &#8212;
CashAndCashEquivalentsFairValueDisclosure: &#8212;
CashAndCashEquivalentsFairValueDisclosure: 1,752,777
CashAndCashEquivalentsFairValueDisclosure: &#8212;
CashAndCashEquivalentsFairValueDisclosure: 108,727
CashAndCashEquivalentsFairValueDisclosure: &#8212;
CashAndCashEquivalentsFairValueDisclosure: 108,727
CashAndCashEquivalentsFairValueDisclosure: &#8212;

