date,ticker,listed_shares,creation_unit_shares,redemption_unit_shares,nav_jpy,aum_jpym,units_method,tag
2026-06-03,1321.T,258096281.0,29320,29770,71580.0,18474531.79398,[Market/JPX],[Market/JPX]
2026-06-04,1321.T,258096281.0,29320,29770,70570.0,18213854.55017,[Market/JPX],[Market/JPX]
2026-06-05,1321.T,258096281.0,29320,29770,69700.0,17989310.7857,[Market/JPX],[Market/JPX]
2026-04-30,1356.T,37330000.0,20000,20000,132.39999389648438,4942.491772155761,[Market/JPX],[Market/JPX]
2026-05-01,1356.T,37330000.0,20000,20000,132.10000610351562,4931.293227844239,[Market/JPX],[Market/JPX]
2026-05-07,1356.T,37330000.0,20000,20000,124.0,4628.92,[Market/JPX],[Market/JPX]
2026-05-08,1356.T,37330000.0,20000,20000,125.0,4666.25,[Market/JPX],[Market/JPX]
2026-05-11,1356.T,37330000.0,20000,20000,124.0,4628.92,[Market/JPX],[Market/JPX]
2026-05-12,1356.T,37330000.0,20000,20000,122.0999984741211,4557.99294303894,[Market/JPX],[Market/JPX]
2026-05-13,1356.T,37330000.0,20000,20000,119.0,4442.27,[Market/JPX],[Market/JPX]
2026-05-14,1356.T,37330000.0,20000,20000,121.5999984741211,4539.32794303894,[Market/JPX],[Market/JPX]
2026-05-15,1356.T,37330000.0,20000,20000,122.5999984741211,4576.65794303894,[Market/JPX],[Market/JPX]
2026-05-18,1356.T,37330000.0,20000,20000,125.0,4666.25,[Market/JPX],[Market/JPX]
2026-05-19,1356.T,37330000.0,20000,20000,123.4000015258789,4606.522056961059,[Market/JPX],[Market/JPX]
2026-05-20,1356.T,37330000.0,20000,20000,126.9000015258789,4737.17705696106,[Market/JPX],[Market/JPX]
2026-05-21,1356.T,37330000.0,20000,20000,122.8000030517578,4584.124113922118,[Market/JPX],[Market/JPX]
2026-05-22,1356.T,37330000.0,20000,20000,120.5999984741211,4501.99794303894,[Market/JPX],[Market/JPX]
2026-05-25,1356.T,37330000.0,20000,20000,117.1999969482422,4375.0758860778815,[Market/JPX],[Market/JPX]
2026-05-26,1356.T,37330000.0,20000,20000,117.8000030517578,4397.474113922118,[Market/JPX],[Market/JPX]
2026-05-27,1356.T,37330000.0,20000,20000,118.8000030517578,4434.804113922119,[Market/JPX],[Market/JPX]
2026-05-28,1356.T,37330000.0,20000,20000,119.6999969482422,4468.400886077882,[Market/JPX],[Market/JPX]
2026-05-29,1356.T,37330000.0,20000,20000,116.3000030517578,4341.479113922118,[Market/JPX],[Market/JPX]
2026-06-01,1356.T,37330000.0,20000,20000,117.1999969482422,4375.0758860778815,[Market/JPX],[Market/JPX]
2026-06-02,1356.T,37330000.0,20000,20000,118.4000015258789,4419.87205696106,[Market/JPX],[Market/JPX]
2026-06-03,1356.T,37330000.0,20000,20000,113.6999969482422,4244.420886077882,[Market/JPX],[Market/JPX]
2026-06-04,1356.T,37330000.0,20000,20000,116.5999984741211,4352.677943038941,[Market/JPX],[Market/JPX]
2026-06-05,1356.T,37330000.0,20000,20000,116.8000030517578,4360.144113922118,[Market/JPX],[Market/JPX]
2026-04-30,1360.T,519110000.0,20000,20000,93.5999984741211,48588.695207901,[Market/JPX],[Market/JPX]
2026-05-01,1360.T,519110000.0,20000,20000,92.9000015258789,48225.319792099,[Market/JPX],[Market/JPX]
2026-05-07,1360.T,519110000.0,20000,20000,81.69999694824219,42411.285415802005,[Market/JPX],[Market/JPX]
2026-05-08,1360.T,519110000.0,20000,20000,82.5999984741211,42878.485207901,[Market/JPX],[Market/JPX]
2026-05-11,1360.T,519110000.0,20000,20000,83.30000305175781,43241.864584197996,[Market/JPX],[Market/JPX]
2026-05-12,1360.T,519110000.0,20000,20000,82.5999984741211,42878.485207901,[Market/JPX],[Market/JPX]
2026-05-13,1360.T,519110000.0,20000,20000,81.0,42047.91,[Market/JPX],[Market/JPX]
2026-05-14,1360.T,519110000.0,20000,20000,82.69999694824219,42930.395415802,[Market/JPX],[Market/JPX]
2026-05-15,1360.T,519110000.0,20000,20000,85.80000305175781,44539.639584198,[Market/JPX],[Market/JPX]
2026-05-18,1360.T,519110000.0,20000,20000,87.5999984741211,45474.035207901004,[Market/JPX],[Market/JPX]
2026-05-19,1360.T,519110000.0,20000,20000,88.19999694824219,45785.500415802,[Market/JPX],[Market/JPX]
2026-05-20,1360.T,519110000.0,20000,20000,90.3000030517578,46875.63458419799,[Market/JPX],[Market/JPX]
2026-05-21,1360.T,519110000.0,20000,20000,84.80000305175781,44020.529584198,[Market/JPX],[Market/JPX]
2026-05-22,1360.T,519110000.0,20000,20000,80.30000305175781,41684.534584198,[Market/JPX],[Market/JPX]
2026-05-25,1360.T,519110000.0,20000,20000,75.19999694824219,39037.070415802,[Market/JPX],[Market/JPX]
2026-05-26,1360.T,519110000.0,20000,20000,76.19999694824219,39556.180415802,[Market/JPX],[Market/JPX]
2026-05-27,1360.T,519110000.0,20000,20000,75.69999694824219,39296.625415802,[Market/JPX],[Market/JPX]
2026-05-28,1360.T,519110000.0,20000,20000,76.80000305175781,39867.649584198,[Market/JPX],[Market/JPX]
2026-05-29,1360.T,519110000.0,20000,20000,72.69999694824219,37739.295415802,[Market/JPX],[Market/JPX]
2026-06-01,1360.T,519110000.0,20000,20000,71.4000015258789,37064.454792099,[Market/JPX],[Market/JPX]
2026-06-02,1360.T,519110000.0,20000,20000,72.0,37375.92,[Market/JPX],[Market/JPX]
2026-06-03,1360.T,519110000.0,20000,20000,68.19999694824219,35403.300415802005,[Market/JPX],[Market/JPX]
2026-06-04,1360.T,519110000.0,20000,20000,70.0,36337.7,[Market/JPX],[Market/JPX]
2026-06-05,1360.T,519110000.0,20000,20000,71.80000305175781,37272.099584198,[Market/JPX],[Market/JPX]
2026-04-30,1551.T,131739.0,"16,000（注2）","16,000（注2）",6844.0,901.621716,[Market/JPX],[Market/JPX]
2026-05-01,1551.T,131739.0,"16,000（注2）","16,000（注2）",6842.0,901.358238,[Market/JPX],[Market/JPX]
2026-05-07,1551.T,131739.0,"16,000（注2）","16,000（注2）",6950.0,915.58605,[Market/JPX],[Market/JPX]
2026-05-08,1551.T,131739.0,"16,000（注2）","16,000（注2）",7016.0,924.280824,[Market/JPX],[Market/JPX]
2026-05-11,1551.T,131739.0,"16,000（注2）","16,000（注2）",7074.0,931.921686,[Market/JPX],[Market/JPX]
2026-05-12,1551.T,131739.0,"16,000（注2）","16,000（注2）",7045.0,928.101255,[Market/JPX],[Market/JPX]
2026-05-13,1551.T,131739.0,"16,000（注2）","16,000（注2）",6945.0,914.927355,[Market/JPX],[Market/JPX]
2026-05-14,1551.T,131739.0,"16,000（注2）","16,000（注2）",7057.0,929.682123,[Market/JPX],[Market/JPX]
2026-05-15,1551.T,131739.0,"16,000（注2）","16,000（注2）",7299.0,961.562961,[Market/JPX],[Market/JPX]
2026-05-18,1551.T,131739.0,"16,000（注2）","16,000（注2）",7039.0,927.310821,[Market/JPX],[Market/JPX]
2026-05-19,1551.T,131739.0,"16,000（注2）","16,000（注2）",6986.0,920.328654,[Market/JPX],[Market/JPX]
2026-05-20,1551.T,131739.0,"16,000（注2）","16,000（注2）",7007.0,923.095173,[Market/JPX],[Market/JPX]
2026-05-21,1551.T,131739.0,"16,000（注2）","16,000（注2）",7005.0,922.831695,[Market/JPX],[Market/JPX]
2026-05-22,1551.T,131739.0,"16,000（注2）","16,000（注2）",7166.0,944.041674,[Market/JPX],[Market/JPX]
2026-05-25,1551.T,131739.0,"16,000（注2）","16,000（注2）",7187.0,946.808193,[Market/JPX],[Market/JPX]
2026-05-26,1551.T,131739.0,"16,000（注2）","16,000（注2）",7256.0,955.898184,[Market/JPX],[Market/JPX]
2026-05-27,1551.T,131739.0,"16,000（注2）","16,000（注2）",7256.0,955.898184,[Market/JPX],[Market/JPX]
2026-05-28,1551.T,131739.0,"16,000（注2）","16,000（注2）",7222.0,951.419058,[Market/JPX],[Market/JPX]
2026-05-29,1551.T,131739.0,"16,000（注2）","16,000（注2）",7133.0,939.694287,[Market/JPX],[Market/JPX]
2026-06-01,1551.T,131739.0,"16,000（注2）","16,000（注2）",7045.0,928.101255,[Market/JPX],[Market/JPX]
2026-06-02,1551.T,131739.0,"16,000（注2）","16,000（注2）",6900.0,908.9991,[Market/JPX],[Market/JPX]
2026-06-03,1551.T,131739.0,"16,000（注2）","16,000（注2）",6914.0,910.843446,[Market/JPX],[Market/JPX]
2026-06-04,1551.T,131739.0,"16,000（注2）","16,000（注2）",6901.0,909.130839,[Market/JPX],[Market/JPX]
2026-06-05,1551.T,131739.0,"16,000（注2）","16,000（注2）",6911.0,910.448229,[Market/JPX],[Market/JPX]
2026-04-30,1563.T,1113137.0,"25,600（注2）","25,600（注2）",2346.0,2611.419402,[Market/JPX],[Market/JPX]
2026-05-01,1563.T,1113137.0,"25,600（注2）","25,600（注2）",2381.0,2650.379197,[Market/JPX],[Market/JPX]
2026-05-07,1563.T,1113137.0,"25,600（注2）","25,600（注2）",2400.0,2671.5288,[Market/JPX],[Market/JPX]
2026-05-08,1563.T,1113137.0,"25,600（注2）","25,600（注2）",2474.0,2753.900938,[Market/JPX],[Market/JPX]
2026-05-11,1563.T,1113137.0,"25,600（注2）","25,600（注2）",2514.0,2798.426418,[Market/JPX],[Market/JPX]
2026-05-12,1563.T,1113137.0,"25,600（注2）","25,600（注2）",2481.0,2761.692897,[Market/JPX],[Market/JPX]
2026-05-13,1563.T,1113137.0,"25,600（注2）","25,600（注2）",2560.0,2849.63072,[Market/JPX],[Market/JPX]
2026-05-14,1563.T,1113137.0,"25,600（注2）","25,600（注2）",2542.0,2829.594254,[Market/JPX],[Market/JPX]
2026-05-15,1563.T,1113137.0,"25,600（注2）","25,600（注2）",2444.0,2720.506828,[Market/JPX],[Market/JPX]
2026-05-18,1563.T,1113137.0,"25,600（注2）","25,600（注2）",2395.0,2665.963115,[Market/JPX],[Market/JPX]
2026-05-19,1563.T,1113137.0,"25,600（注2）","25,600（注2）",2516.0,2800.652692,[Market/JPX],[Market/JPX]
2026-05-20,1563.T,1113137.0,"25,600（注2）","25,600（注2）",2422.0,2696.017814,[Market/JPX],[Market/JPX]
2026-05-21,1563.T,1113137.0,"25,600（注2）","25,600（注2）",2444.0,2720.506828,[Market/JPX],[Market/JPX]
2026-05-22,1563.T,1113137.0,"25,600（注2）","25,600（注2）",2530.0,2816.23661,[Market/JPX],[Market/JPX]
2026-05-25,1563.T,1113137.0,"25,600（注2）","25,600（注2）",2621.0,2917.532077,[Market/JPX],[Market/JPX]
2026-05-26,1563.T,1113137.0,"25,600（注2）","25,600（注2）",2620.0,2916.41894,[Market/JPX],[Market/JPX]
2026-05-27,1563.T,1113137.0,"25,600（注2）","25,600（注2）",2642.0,2940.907954,[Market/JPX],[Market/JPX]
2026-05-28,1563.T,1113137.0,"25,600（注2）","25,600（注2）",2648.0,2947.586776,[Market/JPX],[Market/JPX]
2026-05-29,1563.T,1113137.0,"25,600（注2）","25,600（注2）",2660.0,2960.94442,[Market/JPX],[Market/JPX]
2026-06-01,1563.T,1113137.0,"25,600（注2）","25,600（注2）",2585.0,2877.459145,[Market/JPX],[Market/JPX]
2026-06-02,1563.T,1113137.0,"25,600（注2）","25,600（注2）",2455.0,2732.751335,[Market/JPX],[Market/JPX]
2026-06-03,1563.T,1113137.0,"25,600（注2）","25,600（注2）",2439.0,2714.941143,[Market/JPX],[Market/JPX]
2026-06-04,1563.T,1113137.0,"25,600（注2）","25,600（注2）",2341.0,2605.853717,[Market/JPX],[Market/JPX]
2026-06-05,1563.T,1113137.0,"25,600（注2）","25,600（注2）",2441.0,2717.167417,[Market/JPX],[Market/JPX]
2026-04-30,1570.T,7000000.0,20000,20000,58070.0,406490.0,[Market/JPX],[Market/JPX]
2026-05-01,1570.T,7000000.0,20000,20000,58570.0,409990.0,[Market/JPX],[Market/JPX]
2026-05-07,1570.T,7000000.0,20000,20000,65520.0,458640.0,[Market/JPX],[Market/JPX]
2026-05-08,1570.T,7000000.0,20000,20000,64800.0,453600.0,[Market/JPX],[Market/JPX]
2026-05-11,1570.T,7000000.0,20000,20000,64310.0,450170.0,[Market/JPX],[Market/JPX]
2026-05-12,1570.T,7000000.0,20000,20000,64830.0,453810.0,[Market/JPX],[Market/JPX]
2026-05-13,1570.T,7000000.0,20000,20000,66000.0,462000.0,[Market/JPX],[Market/JPX]
2026-05-14,1570.T,7000000.0,20000,20000,64770.0,453390.0,[Market/JPX],[Market/JPX]
2026-05-15,1570.T,7000000.0,20000,20000,62240.0,435680.0,[Market/JPX],[Market/JPX]
2026-05-18,1570.T,7000000.0,20000,20000,60970.0,426790.0,[Market/JPX],[Market/JPX]
2026-05-19,1570.T,7000000.0,20000,20000,60530.0,423710.0,[Market/JPX],[Market/JPX]
2026-05-20,1570.T,7000000.0,20000,20000,59060.0,413420.0,[Market/JPX],[Market/JPX]
2026-05-21,1570.T,7000000.0,20000,20000,62540.0,437780.0,[Market/JPX],[Market/JPX]
2026-05-22,1570.T,7000000.0,20000,20000,65880.0,461160.0,[Market/JPX],[Market/JPX]
2026-05-25,1570.T,7000000.0,20000,20000,70010.0,490070.0,[Market/JPX],[Market/JPX]
2026-05-26,1570.T,7000000.0,20000,20000,69260.0,484820.0,[Market/JPX],[Market/JPX]
2026-05-27,1570.T,7000000.0,20000,20000,69560.0,486920.0,[Market/JPX],[Market/JPX]
2026-05-28,1570.T,7000000.0,20000,20000,68680.0,480760.0,[Market/JPX],[Market/JPX]
2026-05-29,1570.T,7000000.0,20000,20000,72090.0,504630.0,[Market/JPX],[Market/JPX]
2026-06-01,1570.T,7000000.0,20000,20000,73490.0,514430.0,[Market/JPX],[Market/JPX]
2026-06-02,1570.T,7000000.0,20000,20000,72930.0,510510.0,[Market/JPX],[Market/JPX]
2026-06-03,1570.T,7000000.0,20000,20000,76720.0,537040.0,[Market/JPX],[Market/JPX]
2026-06-04,1570.T,7000000.0,20000,20000,74620.0,522340.0,[Market/JPX],[Market/JPX]
2026-06-05,1570.T,7000000.0,20000,20000,72640.0,508480.0,[Market/JPX],[Market/JPX]
2026-04-30,1671.T,4517000.0,20000,20000,5976.0,26993.592,[Market/JPX],[Market/JPX]
2026-05-01,1671.T,4517000.0,20000,20000,5686.0,25683.662,[Market/JPX],[Market/JPX]
2026-05-07,1671.T,4517000.0,20000,20000,5172.0,23361.924,[Market/JPX],[Market/JPX]
2026-05-08,1671.T,4517000.0,20000,20000,5142.0,23226.414,[Market/JPX],[Market/JPX]
2026-05-11,1671.T,4517000.0,20000,20000,5433.0,24540.861,[Market/JPX],[Market/JPX]
2026-05-12,1671.T,4517000.0,20000,20000,5457.0,24649.269,[Market/JPX],[Market/JPX]
2026-05-13,1671.T,4517000.0,20000,20000,5527.0,24965.459,[Market/JPX],[Market/JPX]
2026-05-14,1671.T,4517000.0,20000,20000,5535.0,25001.595,[Market/JPX],[Market/JPX]
2026-05-15,1671.T,4517000.0,20000,20000,5679.0,25652.043,[Market/JPX],[Market/JPX]
2026-05-18,1671.T,4517000.0,20000,20000,5926.0,26767.742,[Market/JPX],[Market/JPX]
2026-05-19,1671.T,4517000.0,20000,20000,5940.0,26830.98,[Market/JPX],[Market/JPX]
2026-05-20,1671.T,4517000.0,20000,20000,5919.0,26736.123,[Market/JPX],[Market/JPX]
2026-05-21,1671.T,4517000.0,20000,20000,5750.0,25972.75,[Market/JPX],[Market/JPX]
2026-05-22,1671.T,4517000.0,20000,20000,5717.0,25823.689,[Market/JPX],[Market/JPX]
2026-05-25,1671.T,4517000.0,20000,20000,5338.0,24111.746,[Market/JPX],[Market/JPX]
2026-05-26,1671.T,4517000.0,20000,20000,5390.0,24346.63,[Market/JPX],[Market/JPX]
2026-05-27,1671.T,4517000.0,20000,20000,5368.0,24247.256,[Market/JPX],[Market/JPX]
2026-05-28,1671.T,4517000.0,20000,20000,5364.0,24229.188,[Market/JPX],[Market/JPX]
2026-05-29,1671.T,4517000.0,20000,20000,5183.0,23411.611,[Market/JPX],[Market/JPX]
2026-06-01,1671.T,4517000.0,20000,20000,5323.0,24043.991,[Market/JPX],[Market/JPX]
2026-06-02,1671.T,4517000.0,20000,20000,5363.0,24224.671,[Market/JPX],[Market/JPX]
2026-06-03,1671.T,4517000.0,20000,20000,5599.0,25290.683,[Market/JPX],[Market/JPX]
2026-06-04,1671.T,4517000.0,20000,20000,5601.0,25299.717,[Market/JPX],[Market/JPX]
2026-06-05,1671.T,4517000.0,20000,20000,5472.0,24717.024,[Market/JPX],[Market/JPX]
2026-04-30,2080.T,6940000.0,500,500,1783.0,12374.02,[Market/JPX],[Market/JPX]
2026-05-01,2080.T,6940000.0,500,500,1785.0,12387.9,[Market/JPX],[Market/JPX]
2026-05-07,2080.T,6940000.0,500,500,1835.0,12734.9,[Market/JPX],[Market/JPX]
2026-05-08,2080.T,6940000.0,500,500,1808.0,12547.52,[Market/JPX],[Market/JPX]
2026-05-11,2080.T,6940000.0,500,500,1818.0,12616.92,[Market/JPX],[Market/JPX]
2026-05-12,2080.T,6940000.0,500,500,1828.0,12686.32,[Market/JPX],[Market/JPX]
2026-05-13,2080.T,6940000.0,500,500,1867.0,12956.98,[Market/JPX],[Market/JPX]
2026-05-14,2080.T,6940000.0,500,500,1856.0,12880.64,[Market/JPX],[Market/JPX]
2026-05-15,2080.T,6940000.0,500,500,1845.0,12804.3,[Market/JPX],[Market/JPX]
2026-05-18,2080.T,6940000.0,500,500,1850.0,12839.0,[Market/JPX],[Market/JPX]
2026-05-19,2080.T,6940000.0,500,500,1859.0,12901.46,[Market/JPX],[Market/JPX]
2026-05-20,2080.T,6940000.0,500,500,1834.0,12727.96,[Market/JPX],[Market/JPX]
2026-05-21,2080.T,6940000.0,500,500,1892.0,13130.48,[Market/JPX],[Market/JPX]
2026-05-22,2080.T,6940000.0,500,500,1892.0,13130.48,[Market/JPX],[Market/JPX]
2026-05-25,2080.T,6940000.0,500,500,1877.0,13026.38,[Market/JPX],[Market/JPX]
2026-05-26,2080.T,6940000.0,500,500,1885.0,13081.9,[Market/JPX],[Market/JPX]
2026-05-27,2080.T,6940000.0,500,500,1874.0,13005.56,[Market/JPX],[Market/JPX]
2026-05-28,2080.T,6940000.0,500,500,1865.0,12943.1,[Market/JPX],[Market/JPX]
2026-05-29,2080.T,6940000.0,500,500,1894.0,13144.36,[Market/JPX],[Market/JPX]
2026-06-01,2080.T,6940000.0,500,500,1855.0,12873.7,[Market/JPX],[Market/JPX]
2026-06-02,2080.T,6940000.0,500,500,1841.0,12776.54,[Market/JPX],[Market/JPX]
2026-06-03,2080.T,6940000.0,500,500,1902.0,13199.88,[Market/JPX],[Market/JPX]
2026-06-04,2080.T,6940000.0,500,500,1900.0,13186.0,[Market/JPX],[Market/JPX]
2026-06-05,2080.T,6940000.0,500,500,1902.0,13199.88,[Market/JPX],[Market/JPX]
2026-04-30,2081.T,740000.0,500,500,1912.0,1414.88,[Market/JPX],[Market/JPX]
2026-05-01,2081.T,740000.0,500,500,1939.0,1434.86,[Market/JPX],[Market/JPX]
2026-05-07,2081.T,740000.0,500,500,1985.0,1468.9,[Market/JPX],[Market/JPX]
2026-05-08,2081.T,740000.0,500,500,1946.0,1440.04,[Market/JPX],[Market/JPX]
2026-05-11,2081.T,740000.0,500,500,1971.0,1458.54,[Market/JPX],[Market/JPX]
2026-05-12,2081.T,740000.0,500,500,1989.0,1471.86,[Market/JPX],[Market/JPX]
2026-05-13,2081.T,740000.0,500,500,2021.0,1495.54,[Market/JPX],[Market/JPX]
2026-05-14,2081.T,740000.0,500,500,1991.0,1473.34,[Market/JPX],[Market/JPX]
2026-05-15,2081.T,740000.0,500,500,1990.0,1472.6,[Market/JPX],[Market/JPX]
2026-05-18,2081.T,740000.0,500,500,1962.0,1451.88,[Market/JPX],[Market/JPX]
2026-05-19,2081.T,740000.0,500,500,1970.0,1457.8,[Market/JPX],[Market/JPX]
2026-05-20,2081.T,740000.0,500,500,1947.0,1440.78,[Market/JPX],[Market/JPX]
2026-05-21,2081.T,740000.0,500,500,1973.0,1460.02,[Market/JPX],[Market/JPX]
2026-05-22,2081.T,740000.0,500,500,1974.0,1460.76,[Market/JPX],[Market/JPX]
2026-05-25,2081.T,740000.0,500,500,1994.0,1475.56,[Market/JPX],[Market/JPX]
2026-05-26,2081.T,740000.0,500,500,2005.0,1483.7,[Market/JPX],[Market/JPX]
2026-05-27,2081.T,740000.0,500,500,1996.0,1477.04,[Market/JPX],[Market/JPX]
2026-05-28,2081.T,740000.0,500,500,1964.0,1453.36,[Market/JPX],[Market/JPX]
2026-05-29,2081.T,740000.0,500,500,1999.0,1479.26,[Market/JPX],[Market/JPX]
2026-06-01,2081.T,740000.0,500,500,1984.0,1468.16,[Market/JPX],[Market/JPX]
2026-06-02,2081.T,740000.0,500,500,1944.0,1438.56,[Market/JPX],[Market/JPX]
2026-06-03,2081.T,740000.0,500,500,2000.0,1480.0,[Market/JPX],[Market/JPX]
2026-06-04,2081.T,740000.0,500,500,2005.0,1483.7,[Market/JPX],[Market/JPX]
2026-06-05,2081.T,740000.0,500,500,2047.0,1514.78,[Market/JPX],[Market/JPX]
2026-04-30,2082.T,270000.0,500,500,1155.0,311.85,[Market/JPX],[Market/JPX]
2026-05-01,2082.T,270000.0,500,500,1156.0,312.12,[Market/JPX],[Market/JPX]
2026-05-07,2082.T,270000.0,500,500,1169.0,315.63,[Market/JPX],[Market/JPX]
2026-05-08,2082.T,270000.0,500,500,1168.0,315.36,[Market/JPX],[Market/JPX]
2026-05-11,2082.T,270000.0,500,500,1170.0,315.9,[Market/JPX],[Market/JPX]
2026-05-12,2082.T,270000.0,500,500,1158.0,312.66,[Market/JPX],[Market/JPX]
2026-05-13,2082.T,270000.0,500,500,1155.0,311.85,[Market/JPX],[Market/JPX]
2026-05-14,2082.T,270000.0,500,500,1151.0,310.77,[Market/JPX],[Market/JPX]
2026-05-15,2082.T,270000.0,500,500,1136.0,306.72,[Market/JPX],[Market/JPX]
2026-05-18,2082.T,270000.0,500,500,1130.0,305.1,[Market/JPX],[Market/JPX]
2026-05-19,2082.T,270000.0,500,500,1149.0,310.23,[Market/JPX],[Market/JPX]
2026-05-20,2082.T,270000.0,500,500,1141.0,308.07,[Market/JPX],[Market/JPX]
2026-05-21,2082.T,270000.0,500,500,1142.0,308.34,[Market/JPX],[Market/JPX]
2026-05-22,2082.T,270000.0,500,500,1153.0,311.31,[Market/JPX],[Market/JPX]
2026-05-25,2082.T,270000.0,500,500,1146.0,309.42,[Market/JPX],[Market/JPX]
2026-05-26,2082.T,270000.0,500,500,1146.0,309.42,[Market/JPX],[Market/JPX]
2026-05-27,2082.T,270000.0,500,500,1143.0,308.61,[Market/JPX],[Market/JPX]
2026-05-28,2082.T,270000.0,500,500,1137.0,306.99,[Market/JPX],[Market/JPX]
2026-05-29,2082.T,270000.0,500,500,1158.0,312.66,[Market/JPX],[Market/JPX]
2026-06-01,2082.T,270000.0,500,500,1146.0,309.42,[Market/JPX],[Market/JPX]
2026-06-02,2082.T,270000.0,500,500,1145.0,309.15,[Market/JPX],[Market/JPX]
2026-06-03,2082.T,270000.0,500,500,1151.0,310.77,[Market/JPX],[Market/JPX]
2026-06-04,2082.T,270000.0,500,500,1145.0,309.15,[Market/JPX],[Market/JPX]
2026-06-05,2082.T,270000.0,500,500,1151.0,310.77,[Market/JPX],[Market/JPX]
2026-04-30,2516.T,16730000.0,20000,20000,607.2999877929688,10160.128795776367,[Market/JPX],[Market/JPX]
2026-05-01,2516.T,16730000.0,20000,20000,610.7999877929688,10218.683795776367,[Market/JPX],[Market/JPX]
2026-05-07,2516.T,16730000.0,20000,20000,628.0,10506.44,[Market/JPX],[Market/JPX]
2026-05-08,2516.T,16730000.0,20000,20000,657.2000122070312,10994.956204223632,[Market/JPX],[Market/JPX]
2026-05-11,2516.T,16730000.0,20000,20000,665.0,11125.45,[Market/JPX],[Market/JPX]
2026-05-12,2516.T,16730000.0,20000,20000,645.0,10790.85,[Market/JPX],[Market/JPX]
2026-05-13,2516.T,16730000.0,20000,20000,654.7999877929688,10954.803795776366,[Market/JPX],[Market/JPX]
2026-05-14,2516.T,16730000.0,20000,20000,629.0,10523.17,[Market/JPX],[Market/JPX]
2026-05-15,2516.T,16730000.0,20000,20000,629.9000244140625,10538.227408447266,[Market/JPX],[Market/JPX]
2026-05-18,2516.T,16730000.0,20000,20000,631.2999877929688,10561.648795776367,[Market/JPX],[Market/JPX]
2026-05-19,2516.T,16730000.0,20000,20000,651.5999755859375,10901.267591552734,[Market/JPX],[Market/JPX]
2026-05-20,2516.T,16730000.0,20000,20000,623.4000244140625,10429.482408447266,[Market/JPX],[Market/JPX]
2026-05-21,2516.T,16730000.0,20000,20000,633.2000122070312,10593.436204223633,[Market/JPX],[Market/JPX]
2026-05-22,2516.T,16730000.0,20000,20000,655.5,10966.515,[Market/JPX],[Market/JPX]
2026-05-25,2516.T,16730000.0,20000,20000,668.7999877929688,11189.023795776367,[Market/JPX],[Market/JPX]
2026-05-26,2516.T,16730000.0,20000,20000,667.5,11167.275,[Market/JPX],[Market/JPX]
2026-05-27,2516.T,16730000.0,20000,20000,654.2999877929688,10946.438795776367,[Market/JPX],[Market/JPX]
2026-05-28,2516.T,16730000.0,20000,20000,656.0,10974.88,[Market/JPX],[Market/JPX]
2026-05-29,2516.T,16730000.0,20000,20000,648.0999755859375,10842.712591552734,[Market/JPX],[Market/JPX]
