month,jita_equity_flow_mjpy,jita_equity_net_flow_bn_jpy,jita_etf_net_flow_bn_jpy,jita_etf_flow_mjpy,tag,source,note
1991-04-30,-368842.0,-3688.42,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1991-05-31,-384979.0,-3849.79,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1991-06-30,-247418.0,-2474.18,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1991-07-31,-776298.0,-7762.98,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1991-08-31,-556959.0,-5569.59,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1991-09-30,-812432.0,-8124.32,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1991-10-31,-646060.0,-6460.6,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1991-11-30,-457105.0,-4571.05,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1991-12-31,-344108.0,-3441.08,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1992-01-31,-179640.0,-1796.4,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1992-02-29,-151264.0,-1512.64,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1992-03-31,-886663.0,-8866.63,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1992-04-30,-58731.0,-587.31,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1992-05-31,-345394.0,-3453.94,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1992-06-30,-265221.0,-2652.21,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1992-07-31,-326409.0,-3264.09,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1992-08-31,-234171.0,-2341.71,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1992-09-30,-526587.0,-5265.87,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1992-10-31,-239227.0,-2392.27,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1992-11-30,-346191.0,-3461.91,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1992-12-31,-391867.0,-3918.67,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1993-01-31,-273363.0,-2733.63,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1993-02-28,-193131.0,-1931.31,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1993-03-31,-1166976.0,-11669.76,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1993-04-30,-374008.0,-3740.08,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1993-05-31,-227425.0,-2274.25,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1993-06-30,-81168.0,-811.68,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1993-07-31,-91427.0,-914.27,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1993-08-31,-196782.0,-1967.82,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1993-09-30,-191121.0,-1911.21,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1993-10-31,91429.0,914.29,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1993-11-30,129842.0,1298.42,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1993-12-31,199664.0,1996.64,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1994-01-31,-327882.0,-3278.82,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1994-02-28,-277181.0,-2771.81,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1994-03-31,-651096.0,-6510.96,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1994-04-30,-56758.0,-567.58,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1994-05-31,-267774.0,-2677.74,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1994-06-30,-157192.0,-1571.92,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1994-07-31,-3959.0,-39.59,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1994-08-31,-235515.0,-2355.15,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1994-09-30,-107931.0,-1079.31,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1994-10-31,-107694.0,-1076.94,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1994-11-30,-52757.0,-527.57,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1994-12-31,-178634.0,-1786.34,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1995-01-31,-159306.0,-1593.06,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1995-02-28,-103531.0,-1035.31,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1995-03-31,-393921.0,-3939.21,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1995-04-30,-220201.0,-2202.01,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1995-05-31,153418.0,1534.18,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1995-06-30,-140416.0,-1404.16,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1995-07-31,-253264.0,-2532.64,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1995-08-31,-367588.0,-3675.88,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1995-09-30,-535589.0,-5355.89,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1995-10-31,-93434.0,-934.34,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1995-11-30,-85624.0,-856.24,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1995-12-31,-442247.0,-4422.47,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1996-01-31,-320326.0,-3203.26,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1996-02-29,-205350.0,-2053.5,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1996-03-31,-475661.0,-4756.61,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1996-04-30,-428277.0,-4282.77,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1996-05-31,51931.0,519.31,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1996-06-30,-137910.0,-1379.1,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1996-07-31,293354.0,2933.54,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1996-08-31,74372.0,743.72,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1996-09-30,-39444.0,-394.44,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1996-10-31,94311.0,943.11,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1996-11-30,-62702.0,-627.02,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1996-12-31,-34272.0,-342.72,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1997-01-31,75979.0,759.79,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1997-02-28,-98131.0,-981.31,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1997-03-31,-185145.0,-1851.45,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1997-04-30,-20537.0,-205.37,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1997-05-31,-270860.0,-2708.6,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1997-06-30,-302478.0,-3024.78,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1997-07-31,-107690.0,-1076.9,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1997-08-31,15413.0,154.13,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1997-09-30,261480.0,2614.8,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1997-10-31,211549.0,2115.49,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1997-11-30,-158759.0,-1587.59,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1997-12-31,-213212.0,-2132.12,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1998-01-31,-94139.0,-941.39,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1998-02-28,51654.0,516.54,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1998-03-31,-112711.0,-1127.11,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1998-04-30,273802.0,2738.02,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1998-05-31,313386.0,3133.86,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1998-06-30,481527.0,4815.27,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1998-07-31,362959.0,3629.59,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1998-08-31,465554.0,4655.54,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1998-09-30,293655.0,2936.55,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1998-10-31,105714.0,1057.14,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1998-11-30,144133.0,1441.33,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1998-12-31,256075.0,2560.75,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1999-01-31,91730.0,917.3,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1999-02-28,-1462.0,-14.62,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1999-03-31,-438232.0,-4382.32,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1999-04-30,-57594.0,-575.94,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1999-05-31,136430.0,1364.3,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1999-06-30,-218727.0,-2187.27,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1999-07-31,-10483.0,-104.83,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1999-08-31,180178.0,1801.78,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1999-09-30,353254.0,3532.54,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1999-10-31,190754.0,1907.54,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1999-11-30,-137198.0,-1371.98,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
1999-12-31,472244.0,4722.44,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
2000-01-31,-49781.0,-497.81,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
2000-02-29,1096045.0,10960.45,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
2000-03-31,236945.0,2369.45,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
2000-04-30,481720.0,4817.2,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
2000-05-31,583630.0,5836.3,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
2000-06-30,303464.0,3034.64,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
2000-07-31,275867.0,2758.67,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
2000-08-31,304222.0,3042.22,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
2000-09-30,366871.0,3668.71,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
2000-10-31,126384.0,1263.84,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
2000-11-30,159068.0,1590.68,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
2000-12-31,54070.0,540.7,,,[Market],https://www.toushin.or.jp/tws/toukei_dw/I0112B_pub_m.xlsx,JITA B-1 資金増減額; bn columns are 億円 (flow_mjpy/100)
