date,ticker,shares,nav_jpy,aum_jpym,aum_method,tag,creation_unit_shares,redemption_unit_shares
2020-06-26,1551.T,,4215.00439453125,10868.587919995573,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-06-29,1551.T,,4142.994140625,10682.906079014168,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-06-30,1551.T,,4157.396484375,10720.043202644209,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-07-01,1551.T,,4128.59228515625,10645.770214440392,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-07-02,1551.T,,4018.17626953125,10361.057302835143,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-07-03,1551.T,,4094.98681640625,10559.116925970295,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-07-06,1551.T,,4162.19677734375,10732.420984797956,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-07-07,1551.T,,4215.00439453125,10868.587919995573,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-07-08,1551.T,,4266.15966796875,11000.494208788119,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-07-09,1551.T,,4270.9853515625,11012.937461867712,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-07-10,1551.T,,4227.55224609375,10900.943147926304,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-07-13,1551.T,,4270.9853515625,11012.937461867712,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-07-14,1551.T,,4232.3779296875,10913.386401005895,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-07-15,1551.T,,4343.37548828125,11199.59884862428,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-07-16,1551.T,,4338.54931640625,11187.15433648842,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-07-17,1551.T,,4372.33154296875,11274.263403326908,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-07-20,1551.T,,4343.37548828125,11199.59884862428,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-07-21,1551.T,,4319.24462890625,11137.37628794498,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-07-22,1551.T,,4386.80908203125,11311.594421621956,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-07-27,1551.T,,4328.8974609375,11162.266571272967,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-07-28,1551.T,,4348.20068359375,11212.040842647608,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-07-29,1551.T,,4251.68212890625,10963.163190493071,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-07-30,1551.T,,4256.50830078125,10975.607702628931,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-07-31,1551.T,,4237.20361328125,10925.82965408549,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-08-03,1551.T,,4280.6376953125,11037.826486139433,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-08-04,1551.T,,4324.0712890625,11149.822059137106,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-08-05,1551.T,,4377.15673828125,11286.705397350235,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-08-06,1551.T,,4464.02490234375,11510.69906145812,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-08-07,1551.T,,4468.8505859375,11523.142314537712,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-08-11,1551.T,,4473.6767578125,11535.58682667357,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-08-12,1551.T,,4401.28662109375,11348.925439917002,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-08-13,1551.T,,4444.72119140625,11460.92353102721,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-08-14,1551.T,,4459.1982421875,11498.253290265991,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-08-17,1551.T,,4459.1982421875,11498.253290265991,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-08-18,1551.T,,4478.5029296875,11548.031338809431,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-08-19,1551.T,,4536.4140625,11697.357930102156,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-08-20,1551.T,,4502.6328125,11610.2513813762,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-08-21,1551.T,,4531.58837890625,11684.91467702256,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-08-24,1551.T,,4536.4140625,11697.357930102156,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-08-25,1551.T,,4560.54443359375,11759.579231725187,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-08-26,1551.T,,4546.06591796875,11722.245695317608,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-08-27,1551.T,,4507.45849609375,11622.694634455793,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-08-28,1551.T,,4372.33154296875,11274.263403326908,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-08-31,1551.T,,4492.98095703125,11585.363616160746,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-09-01,1551.T,,4464.02490234375,11510.69906145812,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-09-02,1551.T,,4536.4140625,11697.357930102156,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-09-03,1551.T,,4565.3701171875,11772.02248480478,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-09-04,1551.T,,4464.02490234375,11510.69906145812,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-09-07,1551.T,,4439.89453125,11448.477759835085,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-09-08,1551.T,,4430.24267578125,11423.589994619631,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-09-09,1551.T,,4425.4169921875,11411.146741540037,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-09-10,1551.T,,4464.02490234375,11510.69906145812,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-09-11,1551.T,,4502.6328125,11610.2513813762,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
2020-09-14,1551.T,,4512.28369140625,11635.13662847912,[Filing/Derived],[Filing/Derived],"16,000（注2）","16,000（注2）"
