month,nikkei,topix,value_pbr,growth,reit,leveraged,usdjpy,value_spread
2019-09-30,,,,,,,,
2019-10-31,0.043941395280253204,0.043941395280253204,,-0.004491017964071808,0.037778642586254296,0.08515057113187963,0.0066624214074022525,
2019-11-30,0.01955803367166209,0.01955803367166209,,0.049624060150375904,-0.01052622276895876,0.0387559808612441,0.006645888490736329,
2019-12-31,0.01793141814747501,0.01793141814747501,,-0.011461318051575908,-0.02836881366673849,0.035006909258406216,-0.0058349763762006734,
2020-01-31,-0.02048342134751724,-0.02048342134751724,,-0.08115942028985512,0.03643238478797617,-0.04494882064975525,3.671987264097787e-05,
2020-02-29,-0.0886658439896143,-0.0886658439896143,,-0.15299684542586756,-0.08789768953035348,-0.17847157502329913,0.0071916453304476935,
2020-03-31,-0.13951351549633284,-0.13951351549633284,,-0.11731843575418999,-0.26392256362837185,-0.28077141236528647,-0.019624296510849626,
2020-04-30,0.0896000887981705,0.0896000887981705,,0.259493670886076,0.05882119238019756,0.1742902208201893,-0.002074260204300682,
2020-05-31,0.12236902700623808,0.12236902700623808,,0.2931323283082077,0.06437533546379437,0.2558764271323035,0.003942736697183813,
2020-06-30,0.003925004545221711,0.003925004545221711,,-0.011658031088082943,-0.000587221915125502,0.0,0.0026088891215394483,
2020-07-31,-0.01603920478203702,-0.01603920478203702,,-0.0406290956749672,0.0003880108410265759,-0.036363636363636376,-0.03061422741613984,
2020-08-31,0.0642119807944932,0.0642119807944932,,0.20628415300546443,0.04809978409942617,0.1315205327413984,0.012619041892688587,
2020-09-30,0.007594919512229126,0.007594919512229126,,0.06795016987542479,0.004532686316589762,0.015203531142716997,-0.005216797623403657,
2020-10-31,-0.008375210271727274,-0.008375210271727274,,-0.04347826086956519,-0.04806512848667488,-0.017874396135265647,-0.008506278509121112,
2020-11-30,0.16596270358320764,0.16596270358320764,,0.08314855875831495,0.04306231545576589,0.35218888342351207,-0.004514414735091732,
2020-12-31,0.026439801380991668,0.026439801380991668,,-0.06755373592630498,0.043004497034450084,0.051291378683157474,-0.009233090528561472,
2021-01-31,0.021171491593298786,0.021171491593298786,,0.0318331503841931,0.03720914733558378,0.04325259515570945,0.011345876630515672,
2021-02-28,0.057360032726594845,0.057360032726594845,,-0.007446808510638281,0.05302629969244732,0.11111111111111116,0.02002087839978106,
2021-03-31,-0.0032679743086506674,-0.0032679743086506674,,0.012861736334405238,0.02950150988725353,-0.010447761194029903,0.04108895822999825,
2021-04-30,-0.01901638219391788,-0.01901638219391788,,-0.02645502645502651,0.04158229238671618,-0.01594966344746862,-0.016668177619744595,
2021-05-31,-0.0003342317212027268,-0.0003342317212027268,,-0.05543478260869561,0.0033459378023485975,-0.00691823899371069,0.005408404565839353,
2021-06-30,-0.003677778163355905,-0.003677778163355905,,0.05983889528193331,0.03906620018164064,-0.010766307789740304,0.014895969512801033,
2021-07-31,-0.04880333976885165,-0.04880333976885165,,-0.08577633007600438,0.01305586508323242,-0.0979513444302178,-0.01543324537280355,
2021-08-31,0.04215794704708675,0.04215794704708675,,0.030878859857482288,-0.004096653961332963,0.08729595457771477,0.005913619483229882,
2021-09-30,0.018169354384764747,0.018169354384764747,,-0.004608294930875556,-0.05347330711989584,0.031331592689295196,0.012766217038722383,
2021-10-31,0.02861957604467613,0.02861957604467613,,0.01388888888888884,0.029671960249209706,0.055063291139240356,0.01933410616824105,
2021-11-30,-0.057283133985247314,-0.057283133985247314,,-0.06472604133222748,-0.0219649994240515,-0.11427714457108573,0.0016547277186567122,
2021-12-31,0.033680556539048334,0.033680556539048334,,-0.07604050863077949,0.021492247709820722,0.06027768371147979,0.011062903554301284,
2022-01-31,-0.06046358459488255,-0.06046358459488255,,-0.2136063569445591,-0.06554292585086963,-0.12072820185244315,0.0017294655226807176,
2022-02-28,-0.008938136224877713,-0.008938136224877713,,0.010750923140096402,-0.014249619133642089,-0.021431166000726476,0.00280229428577794,
2022-03-31,0.040223678085618886,0.040223678085618886,,0.014957619772996367,0.07279311846654313,0.07795100222717144,0.05338926044476566,
2022-04-30,-0.029998289530169142,-0.029998289530169142,,-0.11953495749276732,-0.014849438337934284,-0.0633608815426997,0.07437011875954092,
2022-05-31,0.023239139228211636,0.023239139228211636,,-0.028454505199225766,0.010585960453327603,0.04154411764705879,-0.015862673119611648,
2022-06-30,-0.054157906337956474,-0.054157906337956474,,-0.04594186331537253,-0.02752741387115698,-0.1101306036004236,0.05476326331582371,
2022-07-31,0.07846036647439902,0.07846036647439902,,0.11878006102413541,0.04808646277116169,0.16104720349067825,-0.017520200034363942,
2022-08-31,-0.010467510794723522,-0.010467510794723522,,0.004124908408950523,0.0007224445443461125,-0.025281858558250714,0.044143168430009094,
2022-09-30,-0.05747523166732116,-0.05747523166732116,,-0.0373281362792125,0.0009623594246408462,-0.11251314405888546,0.036863903581843216,
2022-10-31,0.06883641665917017,0.06883641665917017,,0.06771799628942476,-0.013043908923101033,0.1354660347551342,0.023409079143789535,
2022-11-30,0.021001041222477257,0.021001041222477257,,0.08479580850211765,-0.019155226051670637,0.03930434782608705,-0.06134144426653143,
2022-12-31,-0.0743914569203099,-0.0743914569203099,,-0.09722891781820875,-0.024536800344824528,-0.14658634538152604,-0.04201228841482352,
2023-01-31,0.04833327515343333,0.04833327515343333,,0.07327901103116274,-0.024611848078852305,0.09607843137254912,-0.018334861515893586,
2023-02-28,0.0058293437385263935,0.0058293437385263935,,-0.04794180662844394,-0.01061012116744764,0.011449016100178788,0.044742811193731136,
2023-03-31,0.028802316204262768,0.028802316204262768,,0.009202965043040523,-0.012868728547820618,0.05695083126989742,-0.02285846434237393,
2023-04-30,0.03892109486129147,0.03892109486129147,,-0.011183757507707393,0.04927759450553326,0.07663989290495321,0.023911212845787455,
2023-05-31,0.06933947596857704,0.06933947596857704,,0.011136181038744697,-0.00626614939057335,0.13863848305875037,0.020097350773249145,
2023-06-30,0.06760913101577959,0.06760913101577959,,0.0901738540966659,0.007882367526816036,0.1370461370461371,0.04063194004448656,
2023-07-31,0.00759997479639396,0.00759997479639396,,-0.038989758811414754,0.004019209189695783,0.012965186074429758,-0.016970581248362482,
2023-08-31,-0.021220884257870942,-0.021220884257870942,,-0.03350848191186817,0.024108937109426742,-0.04693055226356957,0.02213281899975117,
2023-09-30,-0.019602045999998596,-0.019602045999998596,,-0.04010883011875299,-0.018679509615040946,-0.04003979109674205,0.02656161776951893,
2023-10-31,-0.009391133368948923,-0.009391133368948923,0.0029585471126252205,-0.11225211626549125,-0.01594157398636331,-0.023056994818652865,-0.0015134439227747487,
2023-11-30,0.05932729351965271,0.05932729351965271,0.002949883398399855,0.08615872001460745,-0.0024064814974746884,0.1182710156457174,-0.013895628571761853,
2023-12-31,0.0005773132551822879,0.0005773132551822879,-0.02745101389351634,0.010466420239733987,-0.002948374563751077,-0.001422812425895148,-0.03814640152057602,
2024-01-31,0.07616848379512509,0.07616848379512509,0.08366945053629404,-0.005451571990818693,-0.009239602838336691,0.15578247447162186,0.04199258239185499,
2024-02-29,0.11099198025349222,0.11099198025349222,0.06232556832557967,0.09263660394271733,-0.042488985890348,0.22888843229915778,0.02230457212821535,
2024-03-31,0.003619693916438571,0.003619693916438571,0.02539402702406668,-0.047993331449885046,0.05840257324904852,0.003176726299949806,0.004925055138092382,
2024-04-30,-0.03991349733645744,-0.03991349733645744,0.0187873364702702,-0.11645879011871574,0.015618144175869597,-0.08216666666666661,0.04177073234792239,
2024-05-31,0.006761960103222497,0.006761960103222497,0.03436712179588586,-0.04055664790553559,-0.03579127210131805,0.009987288905029867,-0.0048756495085507945,
2024-06-30,0.029104417748500255,0.029104417748500255,0.011345232873327449,0.048072899701697924,-0.015629409520598103,0.05393743257820938,0.025192221092755318,
2024-07-31,-0.03688138238844918,-0.03688138238844918,-0.031250067881861354,-0.03420321907965307,0.009622550563527454,-0.07966564312521318,-0.06937544386304251,
2024-08-31,0.013245002925855287,0.013245002925855287,-0.038875031765793766,0.06571131133252295,0.028328646375872957,-0.0164967562557925,-0.03241534752252051,
2024-09-30,0.006284560584603582,0.006284560584603582,-0.0032707356094464624,-0.004417956013885949,-0.017630828391024256,0.004523181304184165,-0.008144058808420063,
2024-10-31,-0.014489142655274234,-0.014489142655274234,-0.005314483067016762,-0.07254481279470248,-0.019927751543598604,-0.036772983114446545,0.0660635139765342,
2024-11-30,0.004562754584024553,0.004562754584024553,0.035618923206372166,0.04118990490984453,-0.0049147751932852035,0.005648617062719241,-0.013250299266651,
2024-12-31,0.04642949928487328,0.04642949928487328,0.042132362297350845,0.003996003996004083,-0.0011620624247232758,0.09141971721867126,0.038505293903842386,
2025-01-31,-0.00843982971319479,-0.00843982971319479,0.009901075421542282,0.012537289140236219,0.03903049256520319,-0.01863354037267073,-0.01845915529316078,
2025-02-28,-0.06031125789322156,-0.06031125789322156,-0.017156957741984113,0.0037343248027663645,-0.014730782156415545,-0.12188065099457501,-0.026509320172561357,
2025-03-31,-0.03364396894247701,-0.03364396894247701,0.02161264725221579,-0.02075583679292825,0.006037805995514178,-0.07228171334431643,-0.0006599407233267574,
2025-04-30,0.022763882680728376,0.022763882680728376,-0.03661509143329067,0.06598674081117939,0.03150871970712821,0.020865704772474958,-0.04605332398003481,
2025-05-31,0.04346688339851079,0.04346688339851079,0.0599661812079324,0.09266559121441764,0.011210737189731423,0.08588823657316813,0.005384306288423346,
2025-06-30,0.050941008148242206,0.050941008148242206,-0.008764898693396916,-0.013562273672210301,0.02078712007421335,0.10172206647977577,0.000146030315511414,
2025-07-31,0.023158622802270656,0.023158622802270656,0.07636658973458421,0.04281245678092538,0.04663329274030614,0.04162122864412954,0.04848400538323272,
2025-08-31,0.03302447137087183,0.03302447137087183,0.05750551255042047,0.01969290312512828,0.050327629979526556,0.06403768975745927,-0.02437457203192306,
2025-09-30,0.06370745170193182,0.06370745170193182,0.00829149196289336,-0.07201309328968908,-0.012727632183439197,0.1285667431944899,0.006118370162121023,
2025-10-31,0.17599999999999993,0.17599999999999993,0.030324909747292184,-0.004232847291115505,0.043943979841158276,0.3719848881139205,0.0398859444212063,
2025-11-30,-0.058834344548630235,-0.058834344548630235,0.08409250175192717,-0.045341793646678896,0.009050850076383066,-0.12073713196356717,0.015490596361884101,
2025-12-31,0.02207462394999027,0.02207462394999027,0.03167420814479627,-0.018923955857200858,0.013818207567553253,0.038304023126957354,0.0008254063471346829,
2026-01-31,0.05867737003058093,0.05867737003058093,0.0827067669172934,0.05011346560464558,-0.0029579922712527074,0.11531322505800468,-0.02078466583979488,
2026-02-28,0.10344827586206895,0.10344827586206895,0.10532407407407396,0.09364307787340898,0.004847357543796393,0.2107343457457873,0.017608747089077337,
2026-03-31,-0.07984293193717273,-0.07984293193717273,-0.05916230366492148,-0.04001315376487824,-0.05836955529512766,-0.16958762886597922,0.017451679618185167,
2026-04-30,0.10650782361308675,0.10650782361308675,-0.006677796327211993,0.047684370142313526,0.0025493194632602023,0.21187668115042402,-0.010095901587210854,
2026-05-31,0.1251807809738068,0.1251807809738068,0.039215686274509665,0.01424363520121763,-0.04912099276111681,0.25473792043708365,0.015129508899453858,
2026-06-30,-0.004570122822050826,-0.004570122822050826,0.025336927223719607,-0.016464910745813133,-0.017672648178357786,-0.011566199482922701,0.00589886892702518,
