date,twh_max,twh_min,twh_guess
2014-07-17,15.372657498264624,0.9990216016958517,6.007213463214073
2014-07-18,14.833265787485336,0.9639681978907503,5.796433957633779
2014-07-19,15.043029114659781,0.977600069615891,5.878403720066406
2014-07-20,15.10296164287498,0.981494899793301,5.901823710423925
2014-07-21,14.761347170890101,0.9592944287944938,5.768330132259708
2014-07-22,14.443705571103635,0.9386518808277723,5.6442044958868465
2014-07-23,14.255346544432175,0.92641100858168,5.570598947785199
2014-07-24,13.97280822795874,0.9080497147393106,5.460190712983595
2014-07-25,13.947123007746157,0.9063805114906476,5.450153632492855
2014-07-26,13.681366860213185,0.8891098390516837,5.346303409616803
2014-07-27,13.732772917016074,0.8924505601475571,5.366391488503093
2014-07-28,13.706878171167203,0.8907677404739669,5.356272531133009
2014-07-29,13.938477616378114,0.9058186741679359,5.446775250360376
2014-07-30,14.49242569602421,0.9418180514940004,5.6632429861664475
2014-07-31,14.716368514160648,0.9563714046073579,5.750753705263077
2014-08-01,14.82369034668909,0.9633459195239623,5.7926921376606275
2014-08-02,15.226206380603616,0.9895041952127913,5.949984378014244
2014-08-03,15.10128782214471,0.9813861233460865,5.901169627131755
2014-08-04,15.087408015432057,0.9804841175130112,5.895745778863458
2014-08-05,14.851450407181904,0.9651499602436516,5.8035400088989535
2014-08-06,14.546093467323471,0.945305754439889,5.684214881125145
2014-08-07,14.58773318550644,0.948011791308141,5.700486542397857
2014-08-08,14.817229476161952,0.9629260474736613,5.790167406434482
2014-08-09,15.000035378033504,0.9748060392647871,5.861602945475259
2014-08-10,15.506492669043231,1.0077191366984741,6.059512581947679
2014-08-11,16.29275460776962,1.0588158752726338,6.366762210352081
2014-08-12,17.10604058485681,1.1116688227580076,6.684572092706703
2014-08-13,17.27707445426864,1.1227837864644021,6.751407443921177
2014-08-14,17.582591742338057,1.142638412803884,6.870795231383587
2014-08-15,17.611822952959894,1.144538059033447,6.882217987794662
2014-08-16,17.582591593315556,1.1426384031193715,6.870795173149676
2014-08-17,17.377972820917673,1.129340860143406,6.7908357618043285
2014-08-18,17.275663360207485,1.122692083813167,6.750856027014698
2014-08-19,17.641053716514232,1.1464376762094715,6.893640569504003
2014-08-20,18.1373145899664,1.1786881399117386,7.087565725294716
2014-08-21,18.62021276478409,1.2100702030401749,7.276269104489485
2014-08-22,19.081772258673357,1.240065531103344,7.456633911685565
2014-08-23,19.35575072269427,1.2578705465333206,7.563697190619799
2014-08-24,19.84107096021932,1.2894100120474918,7.753347045575576
2014-08-25,19.650314707923986,1.2770133515011228,7.678804727364808
2014-08-26,19.57172247627931,1.2719058847441627,7.648093036032764
2014-08-27,19.624714728581925,1.2753496877937531,7.6688009566713555
2014-08-28,19.854346927758268,1.290272776234902,7.758534930035124
