date,value
2014-07-20,224.574723
2014-07-24,207.769814
2014-07-28,203.815545
2014-08-01,220.422075
2014-08-05,220.834856
2014-08-09,223.044252
2014-08-13,256.902871
2014-08-17,258.403187
2014-08-21,276.874776
2014-08-25,292.191961
2014-08-29,296.539116
2014-09-02,318.349898
2014-09-06,334.016247
2014-09-10,239.368002
2014-09-14,111.272363
2014-09-18,125.947835
2014-09-22,130.05442
2014-09-26,124.407083
2014-09-30,123.463434
2014-10-04,125.641982
2014-10-08,131.387043
2014-10-12,129.866486
2014-10-16,131.166388
2014-10-20,127.634983
2014-10-24,134.520588
2014-10-28,136.5788
2014-11-01,141.852479
2014-11-05,153.01481
2014-11-09,147.532074
2014-11-13,145.411902
2014-11-17,144.841098
2014-11-21,142.985724
2014-11-25,142.305541
2014-11-29,145.790578
2014-12-03,137.03693
2014-12-07,115.25505
2014-12-11,115.561784
2014-12-15,115.903348
2014-12-19,107.863634
2014-12-23,108.782506
2014-12-27,119.02671
2014-12-31,125.163124
2015-01-04,129.168774
2015-01-08,126.991122
2015-01-12,122.300145
2015-01-16,121.904968
2015-01-20,125.135342
2015-01-24,119.62939
2015-01-28,117.790233
2015-02-01,127.06124
2015-02-05,123.797656
2015-02-09,127.433131
2015-02-13,127.716811
2015-02-17,130.813425
2015-02-21,136.126929
2015-02-25,135.571544
2015-03-01,135.246628
2015-03-05,135.246628
2015-03-09,134.728673
2015-03-13,136.77151
2015-03-17,134.025394
2015-03-21,133.485514
2015-03-25,140.371004
2015-03-29,147.482374
2015-04-02,139.99597
2015-04-06,138.181902
2015-04-10,139.097348
2015-04-14,137.338255
2015-04-18,135.508956
2015-04-22,140.404088
2015-04-26,140.287494
2015-04-30,132.781181
2015-05-04,133.199987
2015-05-08,138.676249
2015-05-12,137.482619
2015-05-16,139.787552
2015-05-20,140.379628
2015-05-24,134.869202
2015-05-28,133.202435
2015-06-01,135.702586
2015-06-05,134.136781
2015-06-09,143.1509
2015-06-13,145.859524
2015-06-17,140.001329
2015-06-21,139.435666
2015-06-25,144.102377
2015-06-29,143.282091
2015-07-03,141.097563
2015-07-07,149.727437
2015-07-11,148.462137
2015-07-15,145.442562
2015-07-19,148.406475
2015-07-23,149.278599
2015-07-27,154.147281
2015-07-31,150.708606
2015-08-04,154.279199
2015-08-08,150.896949
2015-08-12,155.784805
2015-08-16,154.623357
2015-08-20,151.623872
2015-08-24,159.903145
2015-08-28,160.271861
2015-09-01,165.67602
2015-09-05,148.429201
2015-09-09,134.587278
2015-09-13,136.188966
2015-09-17,114.813073
2015-09-21,76.906279
2015-09-25,79.953684
2015-09-29,85.065609
2015-10-03,84.085953
2015-10-07,83.009322
2015-10-11,81.9451
2015-10-15,83.597856
2015-10-19,85.537259
2015-10-23,102.139926
2015-10-27,140.706637
2015-10-31,151.411297
2015-11-04,155.618835
2015-11-08,150.724256
2015-11-12,154.272624
2015-11-16,167.221784
2015-11-20,163.385432
2015-11-24,170.369849
2015-11-28,179.169225
2015-12-02,185.487784
2015-12-06,188.178451
2015-12-10,206.662673
2015-12-14,219.31991
2015-12-18,214.381099
2015-12-22,222.843674
2015-12-26,237.271076
2015-12-30,248.507957
2016-01-03,240.743904
2016-01-07,249.584863
2016-01-11,200.666482
2016-01-15,156.647571
2016-01-19,154.116899
2016-01-23,165.866404
2016-01-27,176.04989
2016-01-31,186.687511
2016-02-04,197.937858
2016-02-08,210.996656
2016-02-12,231.071398
2016-02-16,223.101393
2016-02-20,219.983609
2016-02-24,213.407525
2016-02-28,211.939921
2016-03-03,216.341577
2016-03-07,223.140562
2016-03-11,230.557679
2016-03-15,227.767573
2016-03-19,218.422769
2016-03-23,218.155761
2016-03-27,227.683459
2016-03-31,231.916324
2016-04-04,235.457435
2016-04-08,236.285343
2016-04-12,242.798905
2016-04-16,251.358545
2016-04-20,253.995856
2016-04-24,245.336906
2016-04-28,231.382886
2016-05-02,248.203938
2016-05-06,263.348303
2016-05-10,271.765834
2016-05-14,267.336287
2016-05-18,264.109528
2016-05-22,269.600913
2016-05-26,284.770844
2016-05-30,264.814423
2016-06-03,50.555169
2016-06-07,50.555169
2016-06-11,54.63367
2016-06-15,53.933238
2016-06-19,61.988203
2016-06-23,52.379165
2016-06-27,54.998124
2016-07-01,58.739493
2016-07-05,55.271831
2016-07-09,113.593143
2016-07-13,99.108112
2016-07-17,113.593143
2016-07-21,101.439684
2016-07-25,100.676979
2016-07-29,112.117545
2016-08-02,111.796198
2016-08-06,120.451387
2016-08-10,109.632401
2016-08-14,118.28759
2016-08-18,119.592763
2016-08-22,123.475645
2016-08-26,102.508083
2016-08-30,130.127744
2016-09-03,99.370277
2016-09-07,119.875255
2016-09-11,129.339091
2016-09-15,124.245738
2016-09-19,107.303137
2016-09-23,109.723509
2016-09-27,145.641989
2016-10-01,135.300546
2016-10-05,143.918415
2016-10-09,147.772074
2016-10-13,118.217659
2016-10-17,115.446932
2016-10-21,151.466375
2016-10-25,125.941516
2016-10-29,135.002057
2016-11-02,120.505192
2016-11-06,140.083561
2016-11-10,152.818431
2016-11-14,156.456965
2016-11-18,148.997073
2016-11-22,134.902756
2016-11-26,155.037495
2016-11-30,142.956652
2016-12-04,151.622147
2016-12-08,160.842412
2016-12-12,159.817938
2016-12-16,147.367748
2016-12-20,152.907889
2016-12-24,151.79986
2016-12-28,186.13105
2017-01-01,177.051486
2017-01-05,158.892359
2017-01-09,154.352578
2017-01-13,181.740405
2017-01-17,190.165457
2017-01-21,217.847771
2017-01-25,210.579859
2017-01-29,234.445576
2017-02-02,220.406919
2017-02-06,188.526144
2017-02-10,223.214955
2017-02-14,254.887347
2017-02-18,239.353065
2017-02-22,218.882079
2017-02-26,280.295036
2017-03-02,247.226521
2017-03-06,233.746736
2017-03-10,256.792189
2017-03-14,256.792189
2017-03-18,266.815574
2017-03-22,273.613423
2017-03-26,282.110735
2017-03-30,292.732627
2017-04-03,314.152088
2017-04-07,289.162717
2017-04-11,298.087492
2017-04-15,280.949873
2017-04-19,266.065111
2017-04-23,284.671063
2017-04-27,274.119707
2017-05-01,279.713986
2017-05-05,240.554028
2017-05-09,289.037786
2017-05-13,316.079377
2017-05-17,310.07787
2017-05-21,294.073851
2017-05-25,347.016866
2017-05-29,321.469612
2017-06-02,310.824923
2017-06-06,366.156611
2017-06-10,341.907828
2017-06-14,339.48295
2017-06-18,368.669219
2017-06-22,353.413941
2017-06-26,361.04158
2017-06-30,391.552136
2017-07-04,387.349183
2017-07-08,417.729511
2017-07-12,448.109839
2017-07-16,468.490592
2017-07-20,465.616417
2017-07-24,511.603223
2017-07-28,460.972924
2017-08-01,433.997387
2017-08-05,515.551147
2017-08-09,431.395913
2017-08-13,462.653955
2017-08-17,559.558126
2017-08-21,359.490666
2017-08-25,303.734691
2017-08-29,448.081353
2017-09-02,493.187452
2017-09-06,506.122775
2017-09-10,431.139186
2017-09-14,543.60719
2017-09-18,474.458671
2017-09-22,519.286434
2017-09-26,515.547591
2017-09-30,515.544607
2017-10-04,509.881872
2017-10-08,692.522078
2017-10-12,582.171736
2017-10-16,705.036852
2017-10-20,725.292233
2017-10-24,676.66526
2017-10-28,418.092646
2017-11-01,536.13911
2017-11-05,693.533557
2017-11-09,752.55312
2017-11-13,646.698915
2017-11-17,771.414691
2017-11-21,799.125265
2017-11-25,711.393652
2017-11-29,788.91241
2017-12-03,802.587953
2017-12-07,813.25768
2017-12-11,920.968113
2017-12-15,910.19078
2017-12-19,887.751027
2017-12-23,881.404299
2017-12-27,989.195575
2017-12-31,1033.575864
2018-01-04,1098.277128
2018-01-08,1085.195304
2018-01-12,1163.635509
2018-01-16,1199.123026
2018-01-20,1342.405544
2018-01-24,1327.313478
2018-01-28,1392.247956
2018-02-01,1409.861843
2018-02-05,1630.141709
2018-02-09,1313.669186
2018-02-13,1595.853863
2018-02-17,1449.881641
2018-02-21,1720.403081
2018-02-25,1740.750776
2018-03-01,1679.660061
2018-03-05,1659.61628
2018-03-09,1626.189701
2018-03-13,1759.836633
2018-03-17,1659.580928
2018-03-21,1781.442683
2018-03-25,1582.19097
2018-03-29,1781.416914
2018-04-02,1853.901416
2018-04-06,1639.977693
2018-04-10,1948.944637
2018-04-14,1780.281361
2018-04-18,2079.145228
2018-04-22,2079.129658
2018-04-26,1832.219217
2018-04-30,2109.994044
2018-05-04,1878.561045
2018-05-08,1892.159326
2018-05-12,2314.099654
2018-05-16,2510.428081
2018-05-20,2019.546544
2018-05-24,2084.427486
2018-05-28,2273.903009
2018-06-01,2419.646885
2018-06-05,2926.157003
2018-06-09,2391.069171
2018-06-13,2391.049941
2018-06-17,2625.117516
2018-06-21,2921.160521
2018-06-25,2697.755593
2018-06-29,2594.635312
2018-07-03,2105.555336
2018-07-07,2831.585345
2018-07-11,2450.389894
2018-07-15,2414.067509
2018-07-19,2996.717451
2018-07-23,2909.069374
2018-07-27,2926.568836
2018-07-31,2959.466568
2018-08-04,3543.276226
2018-08-08,3160.735921
2018-08-12,3351.158612
2018-08-16,3415.989643
2018-08-20,3242.999395
2018-08-24,3213.661049
2018-08-28,3482.738186
2018-09-01,3437.181185
2018-09-05,3004.660918
2018-09-09,3871.299415
2018-09-13,3515.012583
2018-09-17,3206.231853
2018-09-21,3484.961664
2018-09-25,4089.951483
2018-09-29,3678.501638
2018-10-03,3509.063743
2018-10-07,3581.684453
2018-10-11,4010.439238
2018-10-15,4086.068515
2018-10-19,3450.848378
2018-10-23,3742.432847
2018-10-27,3304.973179
2018-10-31,3961.068425
2018-11-04,1951.777079
2018-11-08,1904.472109
2018-11-12,2203.423169
2018-11-16,1980.66515
2018-11-20,1923.761838
2018-11-24,2083.981074
2018-11-28,1719.570587
2018-12-02,1661.204227
2018-12-06,1669.424002
2018-12-10,1533.32621
2018-12-14,1805.284385
2018-12-18,1575.546827
2018-12-22,1956.749217
2018-12-26,1755.401163
2018-12-30,1967.745419
2019-01-03,1906.682447
2019-01-07,1734.383369
2019-01-11,1820.400397
2019-01-15,1700.20885
2019-01-19,1713.006461
2019-01-23,1880.351902
2019-01-27,1764.353735
2019-01-31,1972.55066
2019-02-04,1870.649461
2019-02-08,2074.154913
2019-02-12,1697.84854
2019-02-16,1989.566829
2019-02-20,1724.204663
2019-02-24,1817.723011
2019-02-28,1992.65482
2019-03-04,1819.865321
2019-03-08,1939.319193
2019-03-12,1898.448191
2019-03-16,2163.853494
2019-03-20,2137.192047
2019-03-24,2089.501265
2019-03-28,2036.977997
2019-04-01,1695.673887
2019-04-05,1969.867607
2019-04-09,1649.171951
2019-04-13,1686.5611
2019-04-17,1723.945711
2019-04-21,2012.476161
2019-04-25,1775.036124
2019-04-29,2023.180374
2019-05-03,1886.54127
2019-05-07,1662.786676
2019-05-11,1701.969029
2019-05-15,1950.607702
2019-05-19,2134.548726
2019-05-23,2068.953255
2019-05-27,2186.679145
2019-05-31,1704.411988
2019-06-04,2243.283652
2019-06-08,1806.174815
2019-06-12,1908.024261
2019-06-16,1880.585483
2019-06-20,2082.986538
2019-06-24,2560.185022
2019-06-28,2524.689147
2019-07-02,2447.097364
2019-07-06,2756.689714
2019-07-10,2282.062326
2019-07-14,2564.952028
2019-07-18,2140.276748
2019-07-22,2794.568966
2019-07-26,2919.568111
2019-07-30,2497.306076
2019-08-03,3042.301833
2019-08-07,2980.411082
2019-08-11,2980.222256
2019-08-15,3057.941809
2019-08-19,3237.596599
2019-08-23,3038.775484
2019-08-27,2681.099045
2019-08-31,3296.544453
2019-09-04,2716.869551
2019-09-08,3535.7596
2019-09-12,3156.065697
2019-09-16,3593.877854
2019-09-20,3329.139082
2019-09-24,3461.256833
2019-09-28,3761.415583
2019-10-02,3501.022376
2019-10-06,3524.506463
2019-10-10,3866.343607
2019-10-14,3255.159704
2019-10-18,3857.776557
2019-10-22,4074.574277
2019-10-26,3552.537889
2019-10-30,3400.115828
2019-11-03,3501.435421
2019-11-07,3419.743163
2019-11-11,3559.072088
2019-11-15,3723.871712
2019-11-19,3464.436716
2019-11-23,4158.148421
2019-11-27,3340.766554
2019-12-01,3340.592166
2019-12-05,3479.964957
2019-12-09,3530.08964
2019-12-13,3625.305274
2019-12-17,3362.768456
2019-12-21,4220.661101
2019-12-25,3069.406437
2019-12-29,3716.658187
2020-01-02,3602.75412
2020-01-06,3449.256775
2020-01-10,3806.748168
2020-01-14,3709.778562
2020-01-18,3610.942293
2020-01-22,4267.238881
2020-01-26,3911.415981
2020-01-30,4465.922138
2020-02-03,4236.660015
2020-02-07,3978.798235
2020-02-11,4251.24963
2020-02-15,4085.396458
2020-02-19,4056.390818
2020-02-23,4084.921366
2020-02-27,4212.235132
2020-03-02,4269.292804
2020-03-06,4440.947436
2020-03-10,4042.051436
2020-03-14,3919.330188
2020-03-18,3061.792239
2020-03-22,3888.240587
2020-03-26,4185.303177
2020-03-30,3782.203507
2020-04-03,3056.833709
2020-04-07,3890.207869
2020-04-11,3893.917741
2020-04-15,4138.487428
2020-04-19,3721.890831
2020-04-23,3770.534693
2020-04-27,3743.67769
2020-05-01,3461.467922
2020-05-05,3907.936047
2020-05-09,3368.736241
2020-05-13,5894.793184
2020-05-17,5052.253275
2020-05-21,6098.648276
2020-05-25,5818.824556
2020-05-29,5911.418968
2020-06-02,5621.793392
2020-06-06,7747.782363
2020-06-10,6482.252991
2020-06-14,6718.798879
2020-06-18,5632.710345
2020-06-22,6495.191572
2020-06-26,7448.344724
2020-06-30,6675.589071
2020-07-04,7128.866089
2020-07-08,6855.784108
2020-07-12,6900.537938
2020-07-16,6784.41238
2020-07-20,7033.171339
2020-07-24,8030.017738
2020-07-28,7023.538255
2020-08-01,6635.392723
2020-08-05,6247.318872
2020-08-09,7554.161082
2020-08-13,7159.995907
2020-08-17,6087.832432
2020-08-21,7548.165069
2020-08-25,6457.106232
2020-08-29,7364.400164
2020-09-02,7262.787672
2020-09-06,7564.639154
2020-09-10,7871.080024
2020-09-14,8766.889713
2020-09-18,8218.115065
2020-09-22,7153.537255
2020-09-26,8317.203194
2020-09-30,8648.988678
2020-10-04,8752.629086
2020-10-08,8972.049133
2020-10-12,8251.194727
2020-10-16,8582.542362
2020-10-20,8261.484006
2020-10-24,8719.515327
2020-10-28,5735.901494
2020-11-01,7169.095503
2020-11-05,7076.935071
2020-11-09,8905.365528
2020-11-13,6690.317101
2020-11-17,7919.971763
2020-11-21,8524.36485
2020-11-25,7817.323705
2020-11-29,7805.763353
2020-12-03,8618.360465
2020-12-07,8233.159057
2020-12-11,7573.6337
2020-12-15,7487.212482
2020-12-19,8448.869544
2020-12-23,8234.009146
2020-12-27,7912.27104
2020-12-31,8839.979444
2021-01-04,9211.651476
2021-01-08,7879.543184
2021-01-12,8729.086836
2021-01-16,8669.055015
2021-01-20,8314.201714
2021-01-24,8281.20901
2021-01-28,8637.605165
2021-02-01,6736.153017
2021-02-05,9485.502563
2021-02-09,8260.55404
2021-02-13,9068.07487
2021-02-17,7969.599808
2021-02-21,8251.814168
2021-02-25,9128.433446
2021-03-01,7337.18235
2021-03-05,8408.474926
2021-03-09,7799.264373
2021-03-13,7965.371768
2021-03-17,7574.483526
2021-03-21,8856.26605
2021-03-25,8741.586681
2021-03-29,8570.174717
2021-04-02,8380.540326
2021-04-06,8646.00287
2021-04-10,9425.291064
2021-04-14,8103.465753
2021-04-18,7585.169721
2021-04-22,8746.23053
2021-04-26,6971.571251
2021-04-30,8866.13676
2021-05-04,9670.716329
2021-05-08,9135.159052
2021-05-12,9187.303071
2021-05-16,8567.733325
2021-05-20,7268.569318
2021-05-24,8175.983661
2021-05-28,7720.663693
2021-06-01,7740.915247
2021-06-05,7140.301024
2021-06-09,6866.840219
2021-06-13,7120.689806
2021-06-17,6707.704287
2021-06-21,5417.01451
2021-06-25,5674.180936
2021-06-29,4641.864388
2021-07-03,5137.107853
2021-07-07,4569.942063
2021-07-11,4643.591059
2021-07-15,4754.358533
2021-07-19,6009.986688
2021-07-23,4771.947156
2021-07-27,6008.245546
2021-07-31,5847.34799
2021-08-04,5094.72604
2021-08-08,5917.997354
2021-08-12,5654.965919
2021-08-16,6469.236041
2021-08-20,6428.08607
2021-08-24,6186.095243
2021-08-28,6412.563582
2021-09-01,6229.691092
2021-09-05,7456.289419
2021-09-09,6510.644567
2021-09-13,7554.968846
2021-09-17,6983.684342
2021-09-21,5911.680397
2021-09-25,7055.311039
2021-09-29,6368.357739
2021-10-03,7346.920634
2021-10-07,7230.433509
2021-10-11,7485.609774
2021-10-15,7228.065755
2021-10-19,8020.076821
2021-10-23,7501.404331
2021-10-27,8120.850309
2021-10-31,7261.68031
2021-11-04,7974.793527
2021-11-08,7527.3662
2021-11-12,7916.313885
2021-11-16,8752.588011
2021-11-20,8459.362577
2021-11-24,9157.843236
2021-11-28,8031.596144
2021-12-02,8903.061457
2021-12-06,9877.761165
2021-12-10,8957.288429
2021-12-14,9203.797276
2021-12-18,7958.590147
2021-12-22,9200.431509
2021-12-26,8355.102478
2021-12-30,7418.450074
2022-01-03,8725.954418
2022-01-07,8724.309727
2022-01-11,9884.50978
2022-01-15,10383.007086
2022-01-19,10818.763072
2022-01-23,9637.484623
2022-01-27,8952.228714
2022-01-31,9770.361026
2022-02-04,8894.226702
2022-02-08,10536.439716
2022-02-12,12791.682585
2022-02-16,10668.98134
2022-02-20,10317.242773
2022-02-24,9455.535608
2022-02-28,11029.182864
2022-03-04,9804.507395
2022-03-08,10437.147533
2022-03-12,10998.999484
2022-03-16,10926.17364
2022-03-20,10814.902747
2022-03-24,10040.247318
2022-03-28,11161.210317
2022-04-01,10304.434141
2022-04-05,10594.426351
2022-04-09,11176.46801
2022-04-13,10224.549382
2022-04-17,11895.416185
2022-04-21,12181.028134
2022-04-25,11673.821935
2022-04-29,11407.116998
2022-05-03,11404.472622
2022-05-07,10869.724455
2022-05-11,11557.897859
2022-05-15,9722.270075
2022-05-19,9719.946934
2022-05-23,12744.40199
2022-05-27,10513.356961
2022-05-31,11120.107197
2022-06-04,10584.342566
2022-06-08,13645.993658
2022-06-12,9790.520395
2022-06-16,9171.480616
2022-06-20,10170.820587
2022-06-24,9703.114667
2022-06-28,10978.983192
2022-07-02,9059.127984
2022-07-06,8333.989325
2022-07-10,9894.820094
2022-07-14,8016.371435
2022-07-18,8465.760585
2022-07-22,8100.073975
2022-07-26,9814.569835
2022-07-30,7909.992251
2022-08-03,8887.850739
2022-08-07,9912.284008
2022-08-11,8724.807847
2022-08-15,9033.290842
2022-08-19,11154.906453
2022-08-23,10775.126184
2022-08-27,9080.479991
2022-08-31,9765.945929
2022-09-04,11059.986691
