date,value
2026-06-06,467.3
2026-06-07,467.3
2026-06-08,467.3
2026-06-10,467.3
2026-06-11,467.3
2026-06-12,467.3
2026-06-13,467.3
2026-06-14,467.3
2026-06-15,467.3
2026-06-16,467.3
2026-06-17,467.3
2026-06-18,467.3
2026-06-19,467.3
2026-06-20,467.3
2026-06-21,467.3
2026-06-22,467.3
2026-06-23,467.3
2026-06-24,467.3
2026-06-25,467.3
2026-06-29,467.3
2026-06-30,467.3
2026-07-03,467.3
2026-07-04,467.3
2026-07-06,467.3
2026-07-07,467.3
2026-07-08,467.3
2026-07-09,467.3
2026-07-10,467.3
2026-07-11,467.3
2026-07-17,467.3
2026-07-18,467.3
2026-07-19,467.3
2026-07-20,467.3
2026-07-21,320.0
2026-07-22,320.0
2026-07-23,320.0
2026-07-24,320.0
2026-07-25,320.0
2026-07-26,467.3
2026-07-27,467.3
2026-07-28,467.3
2026-07-29,467.3
2026-07-30,467.3
2026-07-31,467.3
2026-08-01,467.3
2026-08-02,467.3
2026-08-03,467.3
2026-08-04,467.3
2026-08-05,467.3
2026-08-06,467.3
2026-08-07,467.3
2026-08-08,467.3
2026-08-09,467.3
2026-08-10,467.3
2026-08-11,467.3
2026-08-12,467.3
2026-08-13,467.3
2026-08-14,467.3
2026-08-15,467.3
2026-08-16,467.3
2026-08-17,467.3
2026-08-18,467.3
2026-08-19,467.3
2026-08-20,467.3
2026-08-21,467.3
2026-08-22,467.3
2026-08-23,467.3
2026-08-24,467.3
2026-08-25,467.3
2026-08-26,467.3
2026-08-27,467.3
2026-08-28,467.3
2026-08-29,467.3
2026-08-30,467.3
2026-08-31,467.3
2026-09-01,467.3
2026-09-02,467.3
2026-09-03,467.3
2026-09-04,467.3
2026-09-05,467.3
2026-09-06,467.3
2026-09-07,467.3
2026-09-08,467.3
