date,value
2025-07-17,11.35
2025-07-18,11.35
2025-07-22,11.35
2025-07-23,16.21
2025-07-24,17.09
2025-07-25,16.38
2025-07-28,16.08
2025-07-29,16.05
2025-07-30,15.43
2025-07-31,15.72
2025-08-01,15.89
2025-08-04,16.5
2025-08-05,16.54
2025-08-06,16.65
2025-08-07,16.77
2025-08-08,17.92
2025-08-12,19.43
2025-08-13,19.94
2025-08-14,20.51
2025-08-15,21.37
2025-08-18,21.44
2025-08-19,21.47
2025-08-20,22.14
2025-08-21,18.59
2025-08-22,17.72
2025-08-25,17.5
2025-08-26,17.39
2025-08-27,17.2
2025-08-28,17.39
2025-08-29,17.03
2025-09-01,17.44
2025-09-02,16.9
2025-09-03,17.03
2025-09-04,17.74
2025-09-05,17.96
2025-09-08,17.5
2025-09-09,15.86
2025-09-10,15.49
2025-09-11,15.23
2025-09-12,14.34
2025-09-16,14.11
2025-09-17,14.07
2025-09-18,13.61
2025-09-19,13.57
2025-09-22,14.01
2025-09-24,13.98
2025-09-25,13.58
2025-09-26,13.89
2025-09-29,13.87
2025-09-30,13.87
2025-10-01,13.49
2025-10-02,13.79
2025-10-03,14.93
2025-10-06,21.58
2025-10-07,21.27
2025-10-08,20.7
2025-10-09,21.57
2025-10-10,21.65
2025-10-14,23.16
2025-10-15,23.77
2025-10-16,24.16
2025-10-17,24.69
2025-10-20,27.05
2025-10-21,26.99
2025-10-22,26.76
2025-10-23,27.17
2025-10-24,27.57
2025-10-27,28.72
2025-10-28,28.69
2025-10-29,29.67
2025-10-30,29.51
2025-10-31,30.28
2025-11-04,30.22
2025-11-05,26.88
2025-11-06,27.29
2025-11-07,27.57
2025-11-10,27.22
2025-11-11,26.99
2025-11-12,25.39
2025-11-13,24.67
2025-11-14,25.07
2025-11-17,24.53
2025-11-18,24.47
2025-11-19,24.48
2025-11-20,26.18
2025-11-21,27.14
2025-11-25,26.72
2025-11-26,26.11
2025-11-27,26.39
2025-11-28,25.27
2025-12-01,26.17
2025-12-02,25.09
2025-12-03,24.63
2025-12-04,24.36
2025-12-05,24.19
2025-12-08,23.82
2025-12-09,23.4
2025-12-10,23.4
2025-12-11,23.57
2025-12-12,24.01
2025-12-15,23.64
2025-12-16,24.29
2025-12-17,21.35
2025-12-18,21.63
2025-12-19,19.87
2025-12-22,18.99
2025-12-23,18.99
2025-12-24,17.85
2025-12-25,17.32
2025-12-26,17.48
2025-12-29,16.18
2025-12-30,16.24
2026-01-05,18.85
2026-01-06,17.6
2026-01-07,17.61
2026-01-08,18.53
2026-01-09,19.37
2026-01-13,22.19
2026-01-14,22.57
2026-01-15,22.1
2026-01-16,21.62
2026-01-19,21.02
2026-01-20,21.36
2026-01-21,21.09
2026-01-22,21.65
2026-01-23,20.72
2026-01-26,21.69
2026-01-27,21.89
2026-01-28,21.89
2026-01-29,21.75
2026-01-30,21.7
2026-02-02,22.12
2026-02-03,23.83
2026-02-04,23.54
2026-02-05,23.44
2026-02-06,22.89
2026-02-09,25.98
2026-02-10,24.94
2026-02-12,24.39
2026-02-13,24.72
2026-02-16,24.71
2026-02-17,24.65
2026-02-18,24.6
2026-02-19,24.63
2026-02-20,24.2
2026-02-24,24.37
2026-02-25,24.76
2026-02-26,24.6
2026-02-27,24.6
2026-03-02,25.07
2026-03-03,27.39
2026-03-04,30.01
2026-03-05,27.55
2026-03-06,27.5
2026-03-09,33.25
2026-03-10,34.63
2026-03-11,32.27
2026-03-12,31.48
2026-03-13,31.75
2026-03-16,31.46
2026-03-17,31.45
2026-03-18,32.98
2026-03-19,34.98
2026-03-23,37.11
2026-03-24,37.24
2026-03-25,38.44
2026-03-26,37.67
2026-03-27,37.69
2026-03-30,39.0
2026-03-31,39.11
2026-04-01,41.67
2026-04-02,40.48
2026-04-03,40.17
2026-04-06,40.15
2026-04-07,35.4
2026-04-08,38.71
2026-04-09,38.47
2026-04-10,38.83
2026-04-13,38.7
2026-04-14,39.63
2026-04-15,39.66
2026-04-16,39.26
2026-04-17,37.84
2026-04-20,35.76
2026-04-21,35.54
2026-04-22,34.12
2026-04-23,34.22
2026-04-24,34.35
2026-04-27,33.21
2026-04-28,32.93
2026-04-30,27.74
2026-05-01,26.43
2026-05-07,32.41
2026-05-08,32.36
2026-05-11,32.4
2026-05-12,26.58
2026-05-13,26.62
2026-05-14,26.05
2026-05-15,26.88
2026-05-18,25.72
2026-05-19,25.72
2026-05-20,24.72
2026-05-21,26.31
2026-05-22,27.86
2026-05-25,29.45
2026-05-26,29.43
2026-05-27,29.31
2026-05-28,29.16
2026-05-29,30.09
2026-06-01,30.04
2026-06-02,29.82
2026-06-03,31.05
2026-06-04,24.83
2026-06-05,25.25
2026-06-08,28.79
2026-06-09,29.73
2026-06-10,30.35
2026-06-11,30.15
2026-06-12,30.9
2026-06-15,35.25
2026-06-16,35.21
2026-06-17,35.03
2026-06-18,33.76
2026-06-19,32.44
2026-06-22,31.33
2026-06-23,33.84
2026-06-24,33.98
2026-06-25,37.53
2026-06-26,39.45
2026-06-29,39.32
2026-06-30,39.42
2026-07-01,38.49
2026-07-02,39.2
2026-07-03,39.27
2026-07-06,36.71
2026-07-07,36.71
2026-07-08,36.86
2026-07-09,37.18
2026-07-10,36.11
2026-07-13,32.43
2026-07-14,32.54
2026-07-15,32.86
2026-07-16,33.86
2026-07-17,36.87
2026-07-21,38.2
2026-07-22,35.99
