date,value
1965-01-01,31.9
1965-02-01,31.9
1965-03-01,31.9
1965-04-01,31.9
1965-05-01,31.9
1965-06-01,32.0
1965-07-01,32.1
1965-08-01,32.1
1965-09-01,32.1
1965-10-01,32.1
1965-11-01,32.2
1965-12-01,32.2
1966-01-01,32.3
1966-02-01,32.4
1966-03-01,32.3
1966-04-01,32.3
1966-05-01,32.4
1966-06-01,32.5
1966-07-01,32.5
1966-08-01,32.6
1966-09-01,32.6
1966-10-01,32.6
1966-11-01,32.7
1966-12-01,32.7
1967-01-01,32.8
1967-02-01,33.0
1967-03-01,33.0
1967-04-01,33.0
1967-05-01,33.1
1967-06-01,33.2
1967-07-01,33.3
1967-08-01,33.3
1967-09-01,33.3
1967-10-01,33.3
1967-11-01,33.3
1967-12-01,33.3
1968-01-01,33.6
1968-02-01,33.6
1968-03-01,33.7
1968-04-01,33.9
1968-05-01,33.9
1968-06-01,34.0
1968-07-01,34.0
1968-08-01,34.2
1968-09-01,34.2
1968-10-01,34.4
1968-11-01,34.4
1968-12-01,34.5
1969-01-01,35.0
1969-02-01,35.1
1969-03-01,35.1
1969-04-01,35.2
1969-05-01,35.3
1969-06-01,35.4
1969-07-01,35.6
1969-08-01,35.6
1969-09-01,35.8
1969-10-01,35.9
1969-11-01,36.0
1969-12-01,36.2
1970-01-01,36.8
1970-02-01,37.0
1970-03-01,37.2
1970-04-01,37.2
1970-05-01,37.3
1970-06-01,37.5
1970-07-01,37.6
1970-08-01,37.8
1970-09-01,38.0
1970-10-01,38.1
1970-11-01,38.2
1970-12-01,38.4
1971-01-01,39.5
1971-02-01,39.6
1971-03-01,39.9
1971-04-01,40.0
1971-05-01,40.0
1971-06-01,40.3
1971-07-01,40.8
1971-08-01,41.3
1971-09-01,41.2
1971-10-01,41.2
1971-11-01,41.2
1971-12-01,41.3
1972-01-01,41.5
1972-02-01,41.7
1972-03-01,42.0
1972-04-01,42.2
1972-05-01,42.2
1972-06-01,42.2
1972-07-01,42.4
1972-08-01,42.4
1972-09-01,42.5
1972-10-01,42.5
1972-11-01,42.5
1972-12-01,42.7
1973-01-01,43.0
1973-02-01,43.1
1973-03-01,43.3
1973-04-01,43.8
1973-05-01,44.0
1973-06-01,44.3
1973-07-01,44.3
1973-08-01,44.3
1973-09-01,44.3
1973-10-01,44.7
1973-11-01,44.9
1973-12-01,44.9
1974-01-01,46.9
1974-02-01,47.8
1974-03-01,48.3
1974-04-01,48.6
1974-05-01,49.4
1974-06-01,50.2
1974-07-01,52.2
1974-08-01,52.4
1974-09-01,52.7
1974-10-01,52.7
1974-11-01,52.9
1974-12-01,53.4
1975-01-01,55.3
1975-02-01,55.7
1975-03-01,56.1
1975-04-01,56.5
1975-05-01,56.5
1975-06-01,56.7
1975-07-01,57.1
1975-08-01,57.1
1975-09-01,57.1
1975-10-01,57.5
1975-11-01,57.6
1975-12-01,57.8
1976-01-01,59.8
1976-02-01,60.1
1976-03-01,60.1
1976-04-01,60.2
1976-05-01,60.5
1976-06-01,60.5
1976-07-01,61.0
1976-08-01,60.9
1976-09-01,60.9
1976-10-01,61.0
1976-11-01,61.5
1976-12-01,61.7
1977-01-01,63.3
1977-02-01,63.6
1977-03-01,63.6
1977-04-01,64.2
1977-05-01,64.4
1977-06-01,64.5
1977-07-01,65.1
1977-08-01,65.5
1977-09-01,65.8
1977-10-01,65.9
1977-11-01,65.8
1977-12-01,66.0
1978-01-01,68.5
1978-02-01,69.4
1978-03-01,69.6
1978-04-01,70.2
1978-05-01,70.6
1978-06-01,71.3
1978-07-01,72.4
1978-08-01,73.8
1978-09-01,74.3
1978-10-01,74.8
1978-11-01,74.8
1978-12-01,75.4
1979-01-01,79.5
1979-02-01,79.9
1979-03-01,80.0
1979-04-01,81.0
1979-05-01,81.2
1979-06-01,82.0
1979-07-01,82.7
1979-08-01,83.0
1979-09-01,83.6
1979-10-01,84.1
1979-11-01,84.3
1979-12-01,85.1
1980-01-01,89.7
1980-02-01,90.3
1980-03-01,91.3
1980-04-01,92.4
1980-05-01,93.3
