as_of,ticker,period_end,tons_shipped,base_royalty_usd,bonus_royalty_usd,bonus_threshold_usd,source_path
2026-03-31,MSB,2026-03-31,938572,1201501.0,0.0,71.7,MSB/investor-documents/sec-edgar/8-K_20260504_exhibit_msb-20260430xex99d1.htm_acc0001104659_26_054941.htm
